ID	Am2_463	Am4_461	Am5_461	Am6_462
TRINITY_DN123387_c1_g2_i1	322	622	506	553
TRINITY_DN74497_c0_g1_i1	58	80	126	97
TRINITY_DN18094_c0_g1_i1	1	1	0	0
TRINITY_DN132350_c2_g4_i1	5	12	7	12
TRINITY_DN120180_c0_g1_i1	47.0385	107.143	82.3945	79.3084
TRINITY_DN131596_c0_g4_i1	44	271	204	181
TRINITY_DN113593_c0_g1_i1	11	39	22	27
TRINITY_DN134537_c1_g1_i1	274	522	645	478
TRINITY_DN123727_c4_g1_i1	12.6411	4.43201	7.66152	3.5739
TRINITY_DN135758_c2_g1_i1	142	207	237	240
TRINITY_DN126399_c0_g1_i1	7	1	7	11
TRINITY_DN127195_c11_g1_i1	14	36	26	46
TRINITY_DN129216_c1_g2_i1	209	313	348	274
TRINITY_DN23097_c0_g2_i1	19.0229	65	29.052	54.1336
TRINITY_DN196131_c0_g1_i1	0	1	1	1
TRINITY_DN135625_c0_g1_i3	330	618	675	512
TRINITY_DN109554_c0_g1_i1	27.385	44.2359	30.8462	27.8116
TRINITY_DN133936_c0_g1_i1	0	0	0	0
TRINITY_DN134475_c0_g3_i1	26	47	26	30
TRINITY_DN127736_c7_g2_i1	188.642	546.119	468.826	380.061
TRINITY_DN127478_c0_g3_i1	3.40479	5.27474	6.03352	7.79835
TRINITY_DN115206_c0_g1_i1	13	50	17	41
TRINITY_DN114747_c0_g1_i1	7	16	17	12
TRINITY_DN16292_c0_g1_i1	1	0	0	0
TRINITY_DN136717_c2_g1_i1	49	85	106.173	84.1621
TRINITY_DN35185_c0_g1_i1	3	0	0	2
TRINITY_DN122360_c1_g2_i1	98	196	212	140
TRINITY_DN31814_c0_g1_i1	4.1648	4.23145	5.09971	5.23022
TRINITY_DN108630_c0_g2_i1	11	11	22	10
TRINITY_DN86715_c0_g2_i1	5	0	0	0
TRINITY_DN117726_c0_g3_i1	2.0156	7.54987	2.94646	9.52849
TRINITY_DN213359_c0_g1_i1	1	0	1	1
TRINITY_DN114928_c0_g1_i1	177	451	398	330
TRINITY_DN122892_c0_g1_i1	36	14	14	43
TRINITY_DN114037_c0_g2_i2	44	141	197	103
TRINITY_DN136417_c0_g1_i2	126	378	281	332
TRINITY_DN116605_c0_g1_i1	54	163	83	94
TRINITY_DN143120_c0_g1_i1	0	4	11	0
TRINITY_DN119755_c1_g2_i1	1666.25	2205.21	2903.33	2354.81
TRINITY_DN8574_c0_g1_i1	2	1	5	0
TRINITY_DN47573_c0_g1_i1	0	0	0	1
TRINITY_DN117949_c0_g1_i3	290	504	599	529
TRINITY_DN136729_c1_g1_i1	151.287	470.304	540	372.485
TRINITY_DN119772_c0_g1_i4	13	29	49	37
TRINITY_DN126409_c1_g3_i1	56	99	246	115
TRINITY_DN135281_c6_g1_i2	14.0373	34.2241	19.0978	21.3912
TRINITY_DN109667_c0_g1_i2	650.422	1042.02	1235.62	1014.9
TRINITY_DN121303_c0_g1_i1	680	951	898	820
TRINITY_DN53358_c0_g2_i1	1	1	0	1
TRINITY_DN30733_c0_g2_i1	1	0	0	2
TRINITY_DN106163_c0_g1_i1	0	1	0	0
TRINITY_DN136426_c1_g2_i4	292	425	627	497
TRINITY_DN136709_c0_g2_i1	77.0832	139.525	178.874	135.969
TRINITY_DN126025_c6_g1_i1	22	76	52	72
TRINITY_DN128620_c0_g1_i1	30	53	66	14
TRINITY_DN135312_c8_g1_i1	65.3211	130.773	105.859	111.927
TRINITY_DN122624_c0_g1_i1	172	149	314	237
TRINITY_DN130185_c1_g1_i1	207	317	178	311
TRINITY_DN115427_c0_g2_i1	2118	2964	3674	3251
TRINITY_DN132072_c3_g1_i1	121	209	225	210
TRINITY_DN123809_c0_g2_i2	2	7	1	0
TRINITY_DN127018_c0_g2_i3	63	98	120	139
TRINITY_DN212917_c0_g1_i1	0	0	0	0
TRINITY_DN127884_c0_g1_i1	23	74	53	70
TRINITY_DN135580_c6_g1_i3	59.3425	129.496	126.284	212.683
TRINITY_DN136562_c2_g1_i1	43.1867	48.4228	53.5706	45.5165
TRINITY_DN131071_c0_g2_i2	772	1459	1196	1273
TRINITY_DN108333_c0_g1_i2	16	27	23	9
TRINITY_DN179780_c0_g1_i1	4	3	8	1
TRINITY_DN125409_c5_g2_i1	84	103	147	95
TRINITY_DN131928_c0_g1_i1	21	13.0181	24.0418	11.0752
TRINITY_DN126102_c5_g3_i1	154	240.464	282.488	233.033
TRINITY_DN125058_c8_g1_i2	140.913	146.959	186.938	238
TRINITY_DN127548_c0_g3_i2	218	235	326	243
TRINITY_DN119829_c0_g1_i1	343	879	328	392
TRINITY_DN117527_c0_g2_i2	83	139	133	184
TRINITY_DN121102_c2_g6_i1	0	0	0	0
TRINITY_DN29974_c0_g1_i1	16	44	38	43
TRINITY_DN186262_c0_g1_i1	8	3	10	8
TRINITY_DN128639_c3_g4_i1	23	23	54	36
TRINITY_DN104156_c0_g1_i3	153.325	249.704	299.256	235.33
TRINITY_DN125449_c3_g1_i5	18	51	46	17
TRINITY_DN126082_c1_g1_i1	134	192	304	226
TRINITY_DN130818_c0_g1_i1	872	956	1064	1009
TRINITY_DN132297_c1_g1_i2	26	59.1276	21	37.042
TRINITY_DN123184_c1_g4_i1	11	14	14	19
TRINITY_DN170084_c0_g1_i1	0	0	0	0
TRINITY_DN115304_c0_g2_i1	2	3	9	3
TRINITY_DN45515_c0_g2_i1	0	3.88512	0	0
TRINITY_DN120232_c0_g1_i1	98.2703	313.402	123.614	138.768
TRINITY_DN114316_c0_g2_i2	121	57	80	50
TRINITY_DN100233_c0_g2_i1	0	0	2	0
TRINITY_DN134309_c1_g1_i1	6	21	28	9
TRINITY_DN128692_c3_g2_i1	1	1	0	2
TRINITY_DN123245_c0_g1_i2	8615	18976	18148	16466
TRINITY_DN122023_c2_g2_i2	1314.67	1612.82	1979.88	1788.96
TRINITY_DN16532_c0_g1_i1	11	0	0	3
TRINITY_DN122531_c0_g3_i1	329.94	534.868	704.963	488.972
TRINITY_DN134645_c1_g2_i1	157	404	311	232
TRINITY_DN82346_c0_g2_i1	0	0	0	0
TRINITY_DN111074_c0_g1_i1	24.4311	58.4279	63.7652	50.8392
TRINITY_DN111082_c0_g1_i1	23	37	55	40
TRINITY_DN134055_c0_g1_i1	564	619	1077.98	677
TRINITY_DN132644_c4_g3_i1	318.392	529.394	588.835	534.555
TRINITY_DN105384_c0_g1_i1	4	4	8	3
TRINITY_DN132896_c5_g3_i1	6	16	6	13
TRINITY_DN132269_c11_g4_i1	15.045	32.8391	42.1944	38.7908
TRINITY_DN128629_c2_g3_i1	3.50489	17.5679	12.8407	9.32963
TRINITY_DN131496_c5_g1_i2	906	1636	1367	1890
TRINITY_DN134645_c1_g1_i2	41	114	69	55
TRINITY_DN48643_c0_g1_i1	3	7	8	11
TRINITY_DN133921_c11_g2_i2	339	2734	1136	605
TRINITY_DN114538_c0_g1_i1	16	26	15	33
TRINITY_DN21596_c0_g1_i1	0	14.5	25.5	38
TRINITY_DN49700_c0_g1_i1	2	4	2	0
TRINITY_DN106939_c0_g1_i2	0	1	1	1
TRINITY_DN81328_c0_g2_i1	8	8	3	10
TRINITY_DN124919_c0_g1_i1	10	12	9	19
TRINITY_DN115331_c0_g1_i2	1	1	1	4
TRINITY_DN129915_c0_g1_i8	278	472	503	419
TRINITY_DN197306_c0_g1_i1	2	3	4	2
TRINITY_DN120588_c0_g1_i1	4017	7095	2158	4762
TRINITY_DN123655_c6_g3_i1	0	31.7534	3.16323	48.5378
TRINITY_DN132634_c3_g2_i1	386.283	1785.33	1018.21	1278.14
TRINITY_DN146539_c0_g1_i1	1	1	7	3
TRINITY_DN134735_c4_g2_i4	31	137	98	85
TRINITY_DN134220_c0_g1_i1	42.2784	189	122	92
TRINITY_DN206453_c0_g1_i1	1	3	2	5
TRINITY_DN132838_c0_g1_i9	336	442	565	695
TRINITY_DN112383_c0_g3_i1	0	1.5	2.5	1
TRINITY_DN86805_c0_g1_i1	1	1	3	5
TRINITY_DN122044_c0_g3_i2	202.917	360.199	342.753	437.046
TRINITY_DN80593_c0_g1_i1	0	1	0	0
TRINITY_DN64972_c0_g2_i1	0	2	0	0
TRINITY_DN111025_c0_g2_i1	11	18	17	13
TRINITY_DN123909_c5_g4_i1	634.414	878.686	1286.13	1030.48
TRINITY_DN119954_c0_g3_i1	1	0	5	1
TRINITY_DN18941_c0_g1_i1	0	0	0	0
TRINITY_DN71942_c0_g2_i1	2	2	1	1
TRINITY_DN131227_c5_g2_i1	183	309	428	344
TRINITY_DN135003_c0_g2_i4	342	742	544	507
TRINITY_DN80602_c0_g1_i1	7	12	22	8
TRINITY_DN124285_c0_g1_i3	20	19	29	14
TRINITY_DN125135_c2_g2_i1	31	76	82	63
TRINITY_DN160082_c0_g1_i1	1	1	1	2
TRINITY_DN126789_c3_g2_i2	48	69	89	62
TRINITY_DN115273_c0_g1_i1	2	1	0	4
TRINITY_DN120282_c0_g1_i1	87.3246	150.017	146.921	128.349
TRINITY_DN111048_c0_g2_i3	212	313	402	270
TRINITY_DN184966_c0_g1_i1	1	0	1	2
TRINITY_DN134156_c10_g2_i4	685.35	1363.05	1375.08	1194.8
TRINITY_DN134612_c1_g3_i1	106.168	161.957	244.731	255.881
TRINITY_DN101611_c0_g3_i1	1	2	1	0
TRINITY_DN134925_c0_g2_i5	654	1009	1020	915
TRINITY_DN124987_c0_g2_i1	68.3087	56.0286	91.042	79
TRINITY_DN132756_c0_g2_i4	83	104	102	73
TRINITY_DN124574_c2_g1_i8	24	57	66	65
TRINITY_DN128463_c1_g1_i1	23	39	33	32
TRINITY_DN129639_c7_g1_i1	6.77745	5.13775	29.0253	41.7181
TRINITY_DN132624_c2_g1_i1	264	403	269	333
TRINITY_DN135412_c2_g3_i1	407	708	740	707
TRINITY_DN126804_c1_g1_i2	377.932	536.357	514.064	575.402
TRINITY_DN131310_c1_g1_i1	369	576	698	667
TRINITY_DN127244_c6_g2_i4	324	537	627	543
TRINITY_DN155170_c0_g1_i1	0	1	0	1
TRINITY_DN129631_c0_g1_i1	0	2	0	0
TRINITY_DN59533_c0_g1_i1	2	0	0	12
TRINITY_DN127163_c0_g4_i1	468	1036	829	906
TRINITY_DN83437_c0_g2_i1	14	5	13	16
TRINITY_DN121306_c0_g1_i1	9	19	16	14
TRINITY_DN133256_c3_g7_i1	437.26	679.186	761.026	796.168
TRINITY_DN44647_c0_g1_i1	5	30	13	1
TRINITY_DN96782_c0_g1_i3	197	393	496	337
TRINITY_DN134830_c0_g1_i1	25	62	49	52
TRINITY_DN122106_c0_g1_i1	408.196	790.796	865.05	790.025
TRINITY_DN3164_c0_g1_i1	0	0	1	0
TRINITY_DN134396_c5_g2_i2	2170.52	4125	4190.58	3856.62
TRINITY_DN126968_c0_g1_i1	254.503	296.966	381.769	378.589
TRINITY_DN109275_c0_g1_i1	330	570	589	558
TRINITY_DN91825_c0_g1_i1	0	0	0	0
TRINITY_DN169393_c0_g1_i1	1	0	0	0
TRINITY_DN124304_c0_g1_i3	2128	3958	4367	3682
TRINITY_DN135762_c2_g1_i1	27	68	77	41
TRINITY_DN125182_c0_g2_i2	31	57	72	67
TRINITY_DN131397_c0_g1_i1	6	2	10.2916	6
TRINITY_DN122805_c0_g1_i2	895.604	1586	1792.98	1880.78
TRINITY_DN89311_c0_g1_i1	0	0	0	0
TRINITY_DN115830_c0_g1_i1	30.3038	44.427	24.6884	9.0856
TRINITY_DN90966_c0_g1_i1	1	0	0	0
TRINITY_DN79388_c0_g2_i1	0	1	1	0
TRINITY_DN135237_c6_g2_i1	32	101	121	102
TRINITY_DN115458_c0_g2_i1	314	435	389	377
TRINITY_DN133001_c0_g1_i1	130	261	111	171
TRINITY_DN17450_c0_g2_i1	0	1	0	0
TRINITY_DN136143_c5_g5_i5	145.871	235	232	226
TRINITY_DN94807_c0_g1_i1	0	0	0	0
TRINITY_DN131292_c2_g2_i1	29	73	92	64
TRINITY_DN151836_c0_g1_i1	5	7	13	10
TRINITY_DN41499_c0_g2_i1	20.1678	51.5024	44.5848	49.9549
TRINITY_DN72847_c0_g2_i1	6	5	14	12
TRINITY_DN124845_c4_g3_i1	41	55	87	61
TRINITY_DN134629_c1_g1_i3	130	407	380.915	281
TRINITY_DN130997_c0_g1_i1	573.109	930.561	715.582	695.873
TRINITY_DN129808_c3_g1_i1	5.0059	6	9	7
TRINITY_DN161690_c0_g1_i1	0	1	2	0
TRINITY_DN132133_c0_g2_i1	45	58	68	74
TRINITY_DN131927_c5_g1_i2	43	170	133	90
TRINITY_DN130698_c0_g1_i2	135	226	337	256
TRINITY_DN118313_c2_g8_i1	583	900	1081	964
TRINITY_DN16362_c0_g1_i1	0	0	0	0
TRINITY_DN82326_c0_g1_i1	75.5101	150.312	127.959	117.327
TRINITY_DN87581_c0_g1_i1	17.4847	48.9781	42.183	30.9863
TRINITY_DN75290_c0_g1_i1	0	1	1	1
TRINITY_DN133117_c1_g2_i4	36.2651	233.288	38.2612	30.4718
TRINITY_DN123126_c1_g1_i1	49	106	75	57
TRINITY_DN134579_c9_g4_i8	286.973	452	482	320
TRINITY_DN89464_c0_g1_i1	108	201	165	183
TRINITY_DN133726_c0_g1_i1	5	1	3	4
TRINITY_DN128995_c1_g1_i1	267.399	653.257	747.581	399.439
TRINITY_DN101949_c0_g1_i1	24	31	160	42
TRINITY_DN125849_c3_g2_i1	323	517	548	418
TRINITY_DN93188_c0_g1_i2	2	13	2	6
TRINITY_DN49028_c0_g1_i1	5	14	22	19
TRINITY_DN118738_c0_g2_i1	0	14.0748	29.7451	0
TRINITY_DN117792_c0_g3_i2	371	622	811	777
TRINITY_DN119418_c0_g1_i1	427.91	783.51	950.572	744.358
TRINITY_DN147402_c0_g1_i1	1	0	2	0
TRINITY_DN132873_c0_g4_i7	63.6773	83.3558	131.304	109.604
TRINITY_DN117785_c0_g1_i1	0	2	6	1
TRINITY_DN105437_c0_g2_i1	0	0	3	1
TRINITY_DN142426_c0_g1_i1	150	408	415	300
TRINITY_DN169776_c0_g1_i1	2	5	4	5
TRINITY_DN165083_c0_g1_i1	0	1	0	0
TRINITY_DN123842_c6_g2_i1	48	37	87	48
TRINITY_DN125243_c7_g2_i1	4	8	2	3
TRINITY_DN45468_c0_g1_i1	1	0	0	0
TRINITY_DN134047_c0_g2_i1	24	20	25	36
TRINITY_DN127857_c2_g2_i2	8	26	17	30
TRINITY_DN197864_c0_g1_i1	0	0	2	1
TRINITY_DN129916_c0_g1_i2	4	13	7	7
TRINITY_DN130370_c2_g8_i2	4	7	1	0
TRINITY_DN212977_c0_g1_i1	0	5	6	4
TRINITY_DN136257_c1_g2_i12	94	188	206	164
TRINITY_DN75110_c0_g1_i1	3	4	9	8
TRINITY_DN144662_c0_g1_i1	10	42	32	25
TRINITY_DN120978_c0_g3_i1	7.54396	10.6746	14.0438	1.39154
TRINITY_DN68564_c0_g1_i1	3	13	10	12
TRINITY_DN87182_c0_g2_i1	0.5	5	1.5	0
TRINITY_DN119938_c1_g1_i1	57	109	67	101.668
TRINITY_DN130788_c6_g1_i1	131.32	244.143	258.355	205.608
TRINITY_DN25024_c0_g1_i1	5	8	6	0
TRINITY_DN42052_c0_g1_i1	9.3163	17.0209	27.1427	28.7878
TRINITY_DN127445_c1_g1_i2	228.27	453.383	421.452	542.057
TRINITY_DN14300_c0_g2_i1	101	152	165	159
TRINITY_DN133464_c0_g1_i6	2427	3934	3939	3439
TRINITY_DN133567_c0_g4_i2	154	233	192	226
TRINITY_DN115408_c0_g3_i3	12337.1	26309.4	9462.69	9306.67
TRINITY_DN141488_c0_g1_i1	9	6	18	14
TRINITY_DN114047_c0_g1_i2	119	301	272	395
TRINITY_DN126783_c1_g8_i1	669	1695	962	1100
TRINITY_DN74507_c0_g1_i1	1	6	3	2
TRINITY_DN115861_c0_g1_i2	1	12	53	16
TRINITY_DN132827_c3_g1_i7	191	314	575	327
TRINITY_DN17844_c0_g1_i1	2.16347	0	1.17306	1.65969
TRINITY_DN68262_c0_g1_i1	2	0	0	3
TRINITY_DN129267_c3_g1_i3	97.8869	151	227	162
TRINITY_DN128690_c1_g3_i2	683	1143	1268	1223
TRINITY_DN167863_c0_g1_i1	4	14	17	13
TRINITY_DN124056_c9_g1_i3	65.8738	80.9219	125.104	97.6522
TRINITY_DN93204_c0_g1_i1	1	1	2	1
TRINITY_DN107120_c0_g1_i1	4	7	18	7
TRINITY_DN170047_c0_g1_i1	0	0	0	0
TRINITY_DN128900_c0_g2_i1	609	655	326	681
TRINITY_DN134176_c1_g1_i2	221	253	1117	459
TRINITY_DN134685_c3_g19_i1	44	102	112	77
TRINITY_DN125903_c0_g1_i1	15	27	20	17
TRINITY_DN135472_c1_g1_i1	157.296	300.226	365.253	286.367
TRINITY_DN119881_c0_g1_i1	143	115	121	116
TRINITY_DN22148_c0_g1_i1	4	42	23	26
TRINITY_DN100705_c0_g1_i2	13	22	5	14
TRINITY_DN132371_c4_g2_i1	29.7976	96.6545	50.7848	40
TRINITY_DN133778_c9_g3_i1	3	4	2	1
TRINITY_DN132269_c12_g1_i1	27	33	77	46
TRINITY_DN126072_c0_g1_i1	9	10	17	13
TRINITY_DN134981_c0_g2_i3	392	644	811.997	663.997
TRINITY_DN131187_c2_g1_i1	306	1333	661	770
TRINITY_DN130036_c4_g1_i1	2	5	9	3
TRINITY_DN134938_c6_g1_i2	15.1549	89.5729	43.3719	44.3294
TRINITY_DN131243_c0_g1_i1	0	260	2	5
TRINITY_DN132992_c4_g1_i1	49	66	100	51
TRINITY_DN79037_c0_g1_i1	2	4	5	3
TRINITY_DN126119_c0_g1_i2	173	362	378	326
TRINITY_DN171864_c0_g1_i1	0	4	1	0
TRINITY_DN126300_c1_g2_i1	4	20	61	22
TRINITY_DN210800_c0_g1_i1	0	0	2	0
TRINITY_DN123477_c11_g1_i1	28.841	68.0745	59.9651	60.2051
TRINITY_DN132931_c1_g1_i6	506	906	1133	808
TRINITY_DN196389_c0_g1_i1	13	28	24	18
TRINITY_DN123897_c4_g2_i1	262	641	678	985
TRINITY_DN36904_c0_g1_i1	0	0	3	2
TRINITY_DN132410_c0_g4_i1	30	72	64	43
TRINITY_DN88207_c0_g1_i1	0	1	2	0
TRINITY_DN135224_c9_g2_i1	164	283	324.464	296
TRINITY_DN141534_c0_g1_i1	17	8	17	14
TRINITY_DN171958_c0_g1_i1	3	2	9	6
TRINITY_DN130165_c0_g1_i1	33	86	116	54
TRINITY_DN128309_c0_g1_i1	379	611	698	565
TRINITY_DN131870_c0_g1_i1	65	85	131	144
TRINITY_DN132323_c3_g3_i1	16	22	37	25
TRINITY_DN132314_c2_g4_i1	5	6	17	1
TRINITY_DN118050_c1_g1_i2	114.694	208.379	225.807	196.815
TRINITY_DN121444_c0_g2_i1	22	41	50	22
TRINITY_DN130186_c5_g3_i3	7	8	15	10
TRINITY_DN134180_c0_g5_i2	96	129	121	70
TRINITY_DN104069_c0_g1_i1	4	5	10	10
TRINITY_DN128321_c6_g1_i2	33	82	63	74
TRINITY_DN85191_c0_g1_i1	0	1	3	1
TRINITY_DN120303_c3_g1_i1	0	0	0	0
TRINITY_DN124612_c1_g1_i1	86	149	127	137
TRINITY_DN104252_c0_g3_i1	0	7	6.34474	0
TRINITY_DN134714_c3_g1_i2	243	448	530	396
TRINITY_DN126485_c1_g1_i1	17	35	47	43
TRINITY_DN116219_c0_g1_i1	558	665	767	925
TRINITY_DN124776_c0_g5_i1	0	1	0	0
TRINITY_DN119755_c1_g4_i1	18.7546	62.7895	140.67	91.1852
TRINITY_DN126690_c0_g1_i1	248	526	542	546
TRINITY_DN172044_c0_g1_i1	1.04597	0	0	0
TRINITY_DN200778_c0_g1_i1	0	0	1	1
TRINITY_DN126582_c1_g2_i2	18	12	27	12
TRINITY_DN135709_c1_g1_i1	19.8003	30.6547	36.6628	19.5361
TRINITY_DN184956_c0_g1_i1	0	0	0	0
TRINITY_DN128818_c3_g2_i2	191	457	360	382
TRINITY_DN141119_c0_g1_i1	1	0	1	0
TRINITY_DN126050_c0_g1_i2	129	291	208	234
TRINITY_DN90487_c0_g1_i1	0	2	0	3
TRINITY_DN66183_c0_g1_i1	0	1	2	3
TRINITY_DN99832_c0_g4_i1	7	4.64563	8.89896	17.393
TRINITY_DN74447_c0_g1_i1	1	2	1	0
TRINITY_DN183059_c0_g1_i1	3	2	2	1
TRINITY_DN132851_c2_g2_i1	142	247	249	227
TRINITY_DN134232_c2_g6_i2	110	134	236	234.646
TRINITY_DN123901_c1_g3_i3	426	605	572	613
TRINITY_DN127940_c1_g1_i7	37.0208	48.52	76.4439	58.3301
TRINITY_DN122490_c4_g5_i1	1.80952	6.71846	1.86302	8.43939
TRINITY_DN87180_c0_g1_i1	68	179.67	146.527	121.682
TRINITY_DN127280_c7_g2_i1	61	197	187	111
TRINITY_DN46032_c0_g1_i1	1	3	2	23
TRINITY_DN135454_c0_g9_i1	168	333	0	276
TRINITY_DN116859_c0_g1_i1	52	149	176	107.584
TRINITY_DN134015_c7_g3_i1	87.4139	168.926	144.721	154.526
TRINITY_DN91261_c0_g1_i1	0	1	4	2
TRINITY_DN151936_c0_g1_i1	0	0	1	1
TRINITY_DN134889_c0_g1_i13	88	197	202	169
TRINITY_DN95252_c0_g1_i1	29	18	10	16
TRINITY_DN85517_c0_g2_i1	2	0	4	1
TRINITY_DN117108_c0_g1_i1	214	350	534	308
TRINITY_DN122299_c7_g2_i1	3	8	13	9
TRINITY_DN101775_c0_g1_i1	1	2	1	1
TRINITY_DN116432_c0_g1_i1	252.493	391.413	415.945	316.614
TRINITY_DN113351_c0_g2_i1	62.7506	55	57.5685	49.5576
TRINITY_DN130752_c0_g1_i1	26	35	40	30
TRINITY_DN87391_c0_g2_i1	0	4	5	0
TRINITY_DN150393_c0_g1_i1	27	54	57	67
TRINITY_DN132918_c0_g2_i1	10	17	13	38
TRINITY_DN47546_c0_g1_i1	1	0	0	0
TRINITY_DN114281_c2_g1_i1	12.5017	22.9922	10.0797	24.4886
TRINITY_DN77202_c0_g2_i1	0	3	1	1
TRINITY_DN133527_c1_g1_i1	118	171	90	19
TRINITY_DN135983_c9_g8_i1	113.545	166.087	269.057	223.052
TRINITY_DN133996_c0_g2_i1	0	49.1108	30.9586	38.6388
TRINITY_DN129129_c1_g1_i1	33	140	143	94
TRINITY_DN124034_c2_g5_i1	10.8811	16.1402	11.7193	16.8452
TRINITY_DN122677_c3_g5_i1	3	2	4	10
TRINITY_DN89921_c0_g1_i1	2	1	0	1
TRINITY_DN102780_c0_g2_i1	0	0	8	2
TRINITY_DN130437_c2_g1_i1	400.952	720.361	874.925	828.961
TRINITY_DN106992_c0_g1_i1	92	192	180	182
TRINITY_DN128330_c0_g1_i3	519	1755	1372	914
TRINITY_DN122881_c0_g1_i1	5.04458	10.0056	9.03742	21
TRINITY_DN132404_c1_g1_i10	27	47.1836	39.0751	36.0733
TRINITY_DN121248_c0_g3_i2	1	4	4	6
TRINITY_DN133839_c1_g2_i4	134	297	294	222
TRINITY_DN132764_c3_g4_i5	5	12	11	4
TRINITY_DN129590_c0_g1_i1	5	16	7	9
TRINITY_DN123976_c0_g1_i1	429	739	725	702
TRINITY_DN127692_c0_g3_i1	0	100.763	43.8667	75.6249
TRINITY_DN65483_c0_g2_i1	7	16.032	17.1354	12
TRINITY_DN52080_c0_g1_i1	1	1	3	0
TRINITY_DN97558_c0_g1_i2	5	23	15	22
TRINITY_DN125133_c0_g1_i3	18	14	16	17
TRINITY_DN119222_c0_g1_i1	741	1323	1303	1188
TRINITY_DN115352_c0_g1_i2	8.7838	22.04	15.9891	14.3375
TRINITY_DN68158_c0_g2_i1	0	2.21851	0	3.79411
TRINITY_DN148452_c0_g1_i1	0	0	0	0
TRINITY_DN144328_c0_g1_i1	0	0	1	3
TRINITY_DN132374_c1_g2_i2	75	99	132	116
TRINITY_DN155413_c0_g1_i1	23	24	22	25
TRINITY_DN93755_c0_g1_i1	0	0	0	0
TRINITY_DN123233_c3_g1_i1	615	1000	1219	847
TRINITY_DN123003_c0_g1_i7	574	972	780	730
TRINITY_DN127041_c0_g3_i1	88	236	241	358
TRINITY_DN132328_c0_g3_i1	24	38	46	32
TRINITY_DN99916_c0_g1_i1	0	0	0	0
TRINITY_DN103645_c0_g1_i1	19	38	31	29
TRINITY_DN96625_c0_g1_i1	3	10	17	12
TRINITY_DN62584_c0_g1_i1	2	4	6	4
TRINITY_DN132061_c3_g1_i3	291	633	661	591
TRINITY_DN134393_c11_g2_i1	30	65	78	56
TRINITY_DN96413_c0_g1_i2	2	5	12	8
TRINITY_DN46002_c0_g1_i1	0	1	0	7
TRINITY_DN128449_c0_g5_i1	180.954	283.645	365.013	289.213
TRINITY_DN122447_c1_g1_i1	727.893	1023.15	1377.58	1193.11
TRINITY_DN134431_c0_g3_i1	136	211	199	230
TRINITY_DN131183_c0_g2_i1	4	5	2	5
TRINITY_DN65982_c0_g1_i1	40	47	85	39
TRINITY_DN34345_c0_g1_i1	0	1	0	0
TRINITY_DN122917_c0_g1_i1	11	29	21	16
TRINITY_DN124508_c2_g1_i2	17103	38531	35702	16310
TRINITY_DN134944_c4_g3_i1	80	146	121.072	125.133
TRINITY_DN103318_c0_g1_i1	0	1	0	0
TRINITY_DN115147_c0_g3_i1	21	31	31	31
TRINITY_DN119437_c0_g1_i1	12	13	16	13
TRINITY_DN87692_c0_g1_i1	4	4	0	5
TRINITY_DN207955_c0_g1_i1	0	0	0	0
TRINITY_DN96300_c0_g1_i2	13	31	37	20
TRINITY_DN117257_c0_g3_i2	389	546	389	588
TRINITY_DN46065_c0_g1_i1	3	6	6	5
TRINITY_DN77810_c0_g3_i1	44	128.686	52	38
TRINITY_DN130632_c1_g2_i1	734	2775	1056	1397
TRINITY_DN132516_c1_g1_i1	0	0	0	0
TRINITY_DN117797_c0_g1_i4	73	58	131	94
TRINITY_DN128595_c0_g1_i2	18	12	12	14
TRINITY_DN68733_c0_g2_i1	25.2767	65.4064	111.798	63.5869
TRINITY_DN127865_c2_g1_i1	65	74	121	67
TRINITY_DN125925_c5_g2_i1	29.0083	60.684	61.8173	114.536
TRINITY_DN134184_c3_g1_i1	14.1867	35.3548	39.4605	27.1874
TRINITY_DN151848_c0_g1_i1	1	0	0	0
TRINITY_DN106380_c0_g2_i1	5.04544	5.1605	3.23824	3.07958
TRINITY_DN136242_c5_g1_i2	309.487	483.327	576.898	456.999
TRINITY_DN194757_c0_g1_i1	0	1	0	0
TRINITY_DN131099_c2_g1_i4	195	336	213	271
TRINITY_DN203032_c0_g1_i1	2	0	0	0
TRINITY_DN85968_c0_g1_i1	0	0	3	1
TRINITY_DN142630_c0_g1_i1	0	0	2	2
TRINITY_DN215323_c0_g1_i1	9	4	23	29
TRINITY_DN106372_c0_g1_i1	62	176	140	171
TRINITY_DN16048_c0_g1_i1	6	2	7	4
TRINITY_DN124903_c5_g2_i1	967	1371	1554	1353
TRINITY_DN154482_c0_g1_i1	0	3	1	1
TRINITY_DN133585_c15_g11_i1	102.759	255.502	215.303	206.603
TRINITY_DN118708_c0_g1_i1	736	979	1339	1130
TRINITY_DN115213_c0_g4_i1	26.6912	43	49	39
TRINITY_DN136390_c3_g2_i1	498.424	249.319	759.49	326.547
TRINITY_DN133693_c1_g1_i1	142	175	166	133
TRINITY_DN201876_c0_g1_i1	30	64	47	60
TRINITY_DN132365_c2_g1_i2	432	716	1062	585
TRINITY_DN129537_c6_g3_i2	74.5059	104.029	128.817	94.5808
TRINITY_DN108635_c0_g1_i1	19.796	22	22.8327	22.9361
TRINITY_DN125176_c1_g1_i1	3	2	4	2
TRINITY_DN129044_c5_g5_i1	37	70	72	71
TRINITY_DN122547_c0_g1_i1	264	383	302	282
