ID	Am2_463	Am2_464	Am4_461	Am6_462	Am6_464
TRINITY_DN109038_c0_g2_i1	0	1	0	0	0
TRINITY_DN109040_c1_g1_i2	1	1	1	2	2
TRINITY_DN109043_c0_g1_i1	0	4	0	0	1
TRINITY_DN109043_c0_g2_i1	0	1	0	0	4
TRINITY_DN109047_c0_g1_i1	13	3	13	19	3
TRINITY_DN109050_c0_g1_i1	0	119	3	0	36
TRINITY_DN109055_c0_g1_i1	17	13	25	24	16
TRINITY_DN109057_c1_g3_i1	0	2	4	1	3
TRINITY_DN109058_c0_g1_i1	3	0	4	2	3
TRINITY_DN109059_c0_g2_i1	20	15	36	61	15
TRINITY_DN109059_c0_g3_i1	9.2786	4.21432	11.3703	18.3943	18.8379
TRINITY_DN109068_c0_g1_i1	9	6	11	13	10
TRINITY_DN109077_c0_g1_i1	17	259	37	40	85
TRINITY_DN109089_c1_g1_i1	0	0	0	0	1
TRINITY_DN109091_c0_g2_i1	9	9	6	12	6
TRINITY_DN109092_c0_g1_i1	9	6	1	4	13
TRINITY_DN109098_c0_g1_i1	453	330	410	247	257
TRINITY_DN109099_c0_g2_i2	0	116.126	2	0	101.722
TRINITY_DN1091_c0_g1_i1	0	0	1.3471	0	0
TRINITY_DN1091_c0_g2_i1	1	0	2.6529	4	2
TRINITY_DN109101_c0_g2_i1	111	255	170	183	438
TRINITY_DN109103_c0_g1_i1	150.18	94.3012	278.589	243.314	215.958
TRINITY_DN109106_c0_g1_i1	109.172	81	204.578	153.362	151.318
TRINITY_DN109117_c0_g2_i2	5	0	5	6	7
TRINITY_DN109119_c0_g2_i1	6.30219	6.94198	4.98882	17.9885	7.18384
TRINITY_DN109119_c0_g3_i1	12.6978	7.05802	10.0112	6.01148	1.81616
TRINITY_DN109124_c0_g1_i1	0	2.27633	2.70148	0	6.99559
TRINITY_DN109124_c0_g2_i2	479	747.724	854.299	784	1360
TRINITY_DN109127_c0_g1_i1	662.71	509.709	1885.02	1024.03	803.159
TRINITY_DN109130_c0_g1_i1	94.1034	90.224	135.778	148.656	149.008
TRINITY_DN109134_c0_g1_i1	135	133	276	225	234
TRINITY_DN109137_c0_g1_i1	3136.04	1334.96	3471.18	4453.36	4749.84
TRINITY_DN109137_c0_g2_i1	5.96249	6.03627	16.8173	16.6413	13.1615
TRINITY_DN109138_c0_g1_i2	49	26	92	87	45
TRINITY_DN109139_c0_g1_i2	7	1	31.2718	16	13
TRINITY_DN109141_c0_g2_i1	60.6819	56.8041	84.7904	94.9706	98.1917
TRINITY_DN109141_c0_g5_i1	47.3181	33.1959	38.2096	77.0294	62.8083
TRINITY_DN109143_c0_g2_i1	10	7	35	45	33
TRINITY_DN109149_c0_g2_i1	1	6	2	1	2
TRINITY_DN109157_c0_g1_i1	421	547	636	714	815
TRINITY_DN109160_c0_g1_i1	2644	1604	4162	3925	3395
TRINITY_DN109162_c0_g1_i1	10	11	31	13	8
TRINITY_DN109167_c0_g1_i1	4152	2483	4738	4318	3242
TRINITY_DN109168_c0_g1_i1	12	2	12	10	8
TRINITY_DN109181_c0_g3_i1	5	1	4	8	5
TRINITY_DN109184_c0_g1_i2	466	260	591.994	718	538
TRINITY_DN109189_c0_g1_i1	0	0	4	1	0
TRINITY_DN109193_c0_g1_i1	26.9847	142	60.1926	46.3448	212.987
TRINITY_DN109193_c0_g4_i1	12.0153	0	8.80739	9.65521	4.01343
TRINITY_DN109195_c0_g1_i1	0	0	8	5	0
TRINITY_DN109195_c0_g2_i1	0	0	1	0	0
TRINITY_DN109196_c0_g1_i2	1	1	2	0	1
TRINITY_DN109200_c1_g1_i1	4	3	4	3	7
TRINITY_DN109201_c0_g1_i1	59	57	108	117	167
TRINITY_DN109202_c0_g2_i1	0	1	1	1	0
TRINITY_DN109203_c0_g1_i1	284	266	522	527	411
TRINITY_DN109207_c0_g2_i1	0	0	1	1	1
TRINITY_DN109207_c0_g3_i1	0	0	0	1	0
TRINITY_DN109210_c0_g1_i1	36	22	88	23	88.7717
TRINITY_DN109210_c0_g2_i1	0	0	0	1	2.22832
TRINITY_DN109213_c0_g1_i1	7366.1	1709.17	6794.77	3262.81	6019.87
TRINITY_DN109213_c0_g2_i1	41.4605	635.833	1798.23	560.188	392.034
TRINITY_DN109213_c0_g3_i1	5.43506	0	0	0	2.09819
TRINITY_DN109213_c0_g4_i1	141	126	412	233	217
TRINITY_DN109220_c0_g1_i1	4	6	18	8	17
TRINITY_DN109224_c0_g1_i2	12	8	14	23	19
TRINITY_DN109236_c0_g1_i1	447	579	945	846	861
TRINITY_DN109239_c0_g1_i1	23.7753	25.6011	39.17	27.3817	34.888
TRINITY_DN109242_c0_g2_i1	192	177	323	344	380
TRINITY_DN109243_c0_g2_i1	5	4	15	8	15
TRINITY_DN109244_c0_g1_i1	13.7492	5.6779	14.9984	16.1512	14.6019
TRINITY_DN109245_c0_g1_i1	39	25	100	130	78
TRINITY_DN109252_c0_g1_i2	60.0326	363.664	98.6319	66.769	382.298
TRINITY_DN109253_c0_g1_i1	0	268	2	0	54
TRINITY_DN109261_c0_g1_i2	4	4	8	13	8
TRINITY_DN109274_c0_g1_i1	1	0	0	3	7
TRINITY_DN109275_c0_g1_i1	330	2884	570	558	3951
TRINITY_DN109277_c0_g2_i3	131.883	345.446	330.809	167.261	387
TRINITY_DN10928_c0_g1_i1	0	2	0	1	0
TRINITY_DN109288_c0_g1_i1	2	60	4	5	57
TRINITY_DN109292_c0_g1_i1	127	49	153	145	124
TRINITY_DN109293_c0_g1_i1	4	4	13	8	7
TRINITY_DN109295_c0_g1_i1	24	34	54	38	47
TRINITY_DN109298_c0_g1_i1	12	7	24	43	18
TRINITY_DN109302_c0_g1_i1	0	0	4.75444	0	0
TRINITY_DN109302_c0_g2_i1	9	10	12.2456	10	10
TRINITY_DN109303_c0_g1_i1	11	14	22	14	14
TRINITY_DN109303_c0_g2_i2	2149	1628	3151	3695	3412
TRINITY_DN109304_c0_g1_i2	2	4	3	3	3
TRINITY_DN109305_c0_g1_i1	1	1	0	1	0
TRINITY_DN109305_c0_g2_i2	3.02415	1.00332	13.5409	4.01162	4.03852
TRINITY_DN109305_c0_g3_i1	0	1	1	0	0
TRINITY_DN109305_c0_g4_i1	0	0	0	0	0
TRINITY_DN109308_c0_g1_i1	27	192	42	38	246
TRINITY_DN109309_c1_g2_i1	4	2	5	5	15
TRINITY_DN109310_c0_g2_i2	45	23	92	76	55
TRINITY_DN109313_c0_g3_i1	0	1	29	5	1
TRINITY_DN109320_c0_g2_i1	1573	1344	2358.99	2310	2365
TRINITY_DN109320_c0_g3_i1	0	0	3.00572	1.00195	1
TRINITY_DN109324_c0_g1_i2	64	58	140	137	129
TRINITY_DN109331_c0_g1_i1	439	564	743	727	956
TRINITY_DN109332_c0_g1_i1	96	402	201	171	485
TRINITY_DN109334_c0_g1_i1	1	3	5	7	6
TRINITY_DN109341_c0_g3_i1	0	0	0	2	2
TRINITY_DN109341_c0_g4_i1	0	1	0	1	1
TRINITY_DN109341_c0_g5_i1	0	0	1	0	0
TRINITY_DN109344_c0_g1_i1	9.93241	4.95128	48.1571	8.71205	40.8599
TRINITY_DN109347_c0_g1_i2	23	7	21	18	22
TRINITY_DN109352_c0_g2_i1	56.5897	44.1836	138.558	94.9432	104.823
TRINITY_DN109353_c0_g2_i1	26	17	43	40	28
TRINITY_DN109353_c0_g4_i1	17	3	20	17	15
TRINITY_DN109353_c1_g1_i1	8	1	13	8	10
TRINITY_DN109361_c0_g1_i1	94	64	89	279	187
TRINITY_DN109362_c0_g2_i1	949.932	2210.87	1367.62	1513.63	2882.83
TRINITY_DN109363_c0_g1_i1	1454	851	2377	1624	1492
TRINITY_DN109365_c0_g1_i1	57	58	126	155	151
TRINITY_DN109371_c1_g1_i3	23	15	50	55	31
TRINITY_DN109372_c0_g2_i1	0	0	0	0	0
TRINITY_DN109373_c0_g2_i1	0	2	0	0	0
TRINITY_DN109380_c0_g1_i1	0	3	0	2	2
TRINITY_DN109380_c0_g3_i1	0	1	0	0	3
TRINITY_DN109381_c0_g1_i1	1	1	4	1	3
TRINITY_DN109381_c0_g2_i1	0	1	4	0	2
TRINITY_DN109394_c0_g1_i1	581	300	1054	701	1184
TRINITY_DN109398_c0_g2_i2	4	2	21	27	12
TRINITY_DN109399_c0_g1_i1	13	8	25	16	57
TRINITY_DN109401_c0_g1_i1	37.1846	23.494	31.9385	33.372	44.7605
TRINITY_DN109417_c0_g1_i2	9	5	7	3	5
TRINITY_DN109422_c0_g1_i1	3	2	2	4	2
TRINITY_DN109422_c0_g2_i1	0	5	13	7	12
TRINITY_DN109422_c0_g3_i1	1	2	2	1	0
TRINITY_DN109423_c0_g1_i2	345	385	1031	727	692
TRINITY_DN109424_c0_g2_i2	48	40	90	69	60
TRINITY_DN109430_c0_g1_i1	2	15	5	2	1
TRINITY_DN109430_c0_g5_i1	131	423	170	148	498
TRINITY_DN109436_c0_g1_i1	15	10	21.6506	21.7182	11.3235
TRINITY_DN109439_c0_g1_i1	15	27	218	40	153
TRINITY_DN109439_c0_g3_i1	2	2	12	4	9
TRINITY_DN109440_c0_g1_i1	73	300	103	113	317
TRINITY_DN109441_c1_g2_i1	1	3	10	6	2
TRINITY_DN109452_c0_g1_i1	0	0	0	0	0
TRINITY_DN109452_c1_g1_i1	0	0	0	0	0
TRINITY_DN109454_c0_g1_i2	222	535	323	401	934
TRINITY_DN109459_c0_g1_i1	541.039	879.405	1038.74	739.341	1380.09
TRINITY_DN109459_c0_g2_i1	5.96109	12.595	3.26173	28.6595	3.90502
TRINITY_DN109461_c0_g1_i2	21	28.3082	26	34	22.4936
TRINITY_DN109463_c0_g2_i1	166	223	675	381	282
TRINITY_DN109464_c0_g1_i1	23	9	21	10	12
TRINITY_DN109468_c0_g1_i1	400	290	663	541	649
TRINITY_DN109470_c0_g2_i1	1	3	2	4	3
TRINITY_DN109476_c0_g1_i1	10.1345	4	17	12.1774	11
TRINITY_DN10948_c0_g1_i1	0	0	1	0	2
TRINITY_DN109484_c1_g1_i1	0	0	3	2	2
TRINITY_DN109489_c0_g1_i1	2.03567	1.02414	0	2.01341	3.03308
TRINITY_DN109491_c0_g1_i1	0	1.62817	1.80043	0	0
TRINITY_DN109491_c0_g2_i1	632	2077.37	997.2	1018	3006
TRINITY_DN109495_c0_g2_i1	0	0	0	0	0
TRINITY_DN109496_c0_g1_i1	52.6015	28.7522	51.6569	83.4932	46.8462
TRINITY_DN109500_c0_g1_i1	2642	3615	4411	4369	5572
TRINITY_DN109500_c0_g4_i1	0	0	0	0	0
TRINITY_DN109502_c0_g1_i2	383	219	1034	470	768
TRINITY_DN109506_c0_g1_i2	39.592	16.6785	43.1175	59.3283	71.6248
TRINITY_DN109510_c0_g1_i1	88	98.4243	85.0417	121.989	105.188
TRINITY_DN109510_c0_g2_i1	0	15.5757	21.9583	10.0106	35.8122
TRINITY_DN109511_c0_g1_i1	27	51	40.0557	71	82
TRINITY_DN109512_c0_g1_i1	89	74	220	88	477
TRINITY_DN109514_c0_g1_i1	2	2	5	3	4
TRINITY_DN109516_c0_g2_i1	2	1	2	2	2
TRINITY_DN109528_c0_g2_i1	17	16	270	161	42
TRINITY_DN109532_c0_g1_i1	5	3	5	6	7
TRINITY_DN109536_c0_g1_i1	0	1	0	5	2.15242
TRINITY_DN109540_c0_g1_i1	77	90	96	108	158
TRINITY_DN109541_c0_g2_i1	68	889	87	112.99	1234.43
TRINITY_DN109541_c0_g3_i1	0	0	0	4.00966	2.57364
TRINITY_DN109550_c0_g1_i1	2	3	6	6	3
TRINITY_DN109553_c0_g1_i3	16	13	22	18	14
TRINITY_DN109554_c0_g1_i1	27.385	14.3045	44.2359	27.8116	21.9808
TRINITY_DN109554_c0_g2_i1	36.5073	32.5982	81.3643	63.7167	54.637
TRINITY_DN109555_c0_g1_i2	14	95	20	18	192
TRINITY_DN109559_c0_g1_i1	42.7338	34.567	137.84	54.4683	43
TRINITY_DN109560_c0_g1_i1	154.323	615.868	232.264	242.928	901.792
TRINITY_DN109560_c0_g2_i1	34.6771	14.132	31.7359	38.0723	26.2083
TRINITY_DN109562_c0_g2_i1	16	16	59	39	68
TRINITY_DN109565_c0_g1_i1	14	9	18	10	4
TRINITY_DN109571_c0_g1_i1	10	3	5	4	7
TRINITY_DN109575_c0_g1_i1	18.1669	29	20	14	46
TRINITY_DN109577_c0_g1_i2	128.712	78	220.453	307	205
TRINITY_DN109577_c0_g2_i1	2091.78	1478.34	3892.41	3261.13	2737.15
TRINITY_DN109577_c0_g3_i1	35.5899	11.7582	17.1185	37.2409	37.8457
TRINITY_DN109579_c0_g1_i1	0	1	5	3.12719	1
TRINITY_DN109579_c0_g3_i1	3	0	12	12	5
TRINITY_DN10958_c0_g1_i1	21	23	40	32	19
TRINITY_DN109584_c1_g1_i1	26	8	47	28	19
TRINITY_DN109586_c0_g1_i1	161.288	339.265	296.042	257.033	415.535
TRINITY_DN109592_c0_g2_i1	1	2	3.0449	3	0
TRINITY_DN109596_c0_g1_i1	8	2323	13	15	2414
TRINITY_DN109598_c0_g1_i2	12	5	31	29	18
TRINITY_DN109600_c0_g2_i3	9548	4221	13742	16156	17237
TRINITY_DN109605_c0_g1_i1	50	22	55	56	42
TRINITY_DN109608_c0_g1_i1	11	2	17	0	4
TRINITY_DN109609_c0_g1_i1	10	6	12	12	13
TRINITY_DN109611_c0_g1_i2	296	355	1104	577	483
TRINITY_DN109615_c0_g1_i1	77.2509	63	100.301	122	93
TRINITY_DN109617_c1_g1_i1	0	8	25	40	12
TRINITY_DN109617_c1_g2_i1	32.5995	50.9279	60.4324	58.1937	97.3942
TRINITY_DN109619_c0_g1_i1	355.313	195.478	593.337	465.302	656.341
TRINITY_DN109621_c1_g1_i1	662	523	1338	1293	1124
TRINITY_DN109625_c0_g1_i3	506	1689	741	731	2387
TRINITY_DN109629_c0_g1_i1	2	1	3	1	5
TRINITY_DN109631_c0_g1_i1	32	42	98	63	64
TRINITY_DN109633_c0_g4_i1	1	2	2	0	0
TRINITY_DN109635_c0_g1_i1	4.49104	0	0	0	0
TRINITY_DN109635_c0_g2_i1	1463.51	1465	2175	2398	2529
TRINITY_DN109636_c0_g2_i1	1	0	4	0	0
TRINITY_DN109640_c0_g2_i2	129	90	123	197	155
TRINITY_DN109641_c0_g1_i2	32.1928	39.2943	91.6947	81.4893	65.0596
TRINITY_DN109643_c0_g1_i1	257	379	386	398	542
TRINITY_DN109645_c0_g1_i1	19.3025	13.3322	37	16	25.3086
TRINITY_DN109646_c0_g1_i1	1	0	2	2	1
TRINITY_DN109646_c1_g1_i3	96	2821	193	187	3346
TRINITY_DN109646_c1_g2_i1	0	0	0	0	0
TRINITY_DN109652_c0_g1_i1	0	0	1	2	0
TRINITY_DN109666_c0_g1_i1	0	4903	3	2	10586
TRINITY_DN109667_c0_g1_i2	650.422	1621.08	1042.02	1014.9	2328.48
TRINITY_DN109667_c0_g3_i1	16.5777	8.92436	33.9844	34.0996	31.5165
TRINITY_DN109669_c1_g2_i1	125	7584	229	294	9746
TRINITY_DN109677_c0_g1_i1	20	7	24	38	24
TRINITY_DN109678_c0_g1_i4	151.072	568.612	148.644	163.273	454.479
TRINITY_DN109678_c0_g2_i1	44.1848	45.781	144.503	125.358	93.0776
TRINITY_DN109680_c0_g1_i1	51.6596	25.3313	21.6084	24.5995	38.89
TRINITY_DN109683_c0_g1_i2	44	51	55	57	95
TRINITY_DN109684_c0_g1_i1	85	76	134	171	121
TRINITY_DN109692_c0_g1_i2	533	497.186	694	622.305	769
TRINITY_DN109695_c0_g1_i1	3810	3983	4871	5979	6718
TRINITY_DN109704_c0_g1_i1	5	31	11	12	56
TRINITY_DN109706_c0_g1_i1	28.0372	23.0675	140.11	79	38.0678
TRINITY_DN109707_c0_g1_i1	29.5988	67.2928	39.4427	26.6598	70.804
TRINITY_DN109708_c0_g1_i1	6	0	1	2	3
TRINITY_DN109713_c0_g1_i1	327	323	632	620	345.213
TRINITY_DN109714_c0_g1_i1	37	26	83	80	64
TRINITY_DN109721_c0_g2_i5	2454	1989	7741	3732	5182
TRINITY_DN109722_c0_g1_i1	1	14	3	1	4
TRINITY_DN109726_c0_g1_i1	9	2	8	11	6
TRINITY_DN109728_c0_g1_i1	27.7994	32	63	44.7751	23.4513
TRINITY_DN109728_c0_g2_i1	1.2006	0	0	1.22487	0.548718
TRINITY_DN109729_c0_g1_i1	18	55	44	52	95
TRINITY_DN109734_c0_g1_i5	3	3	12	14	4
TRINITY_DN109740_c0_g1_i1	113	229	135	202	286
TRINITY_DN109745_c0_g1_i1	92.0035	68.2001	215.36	146.621	81.0464
TRINITY_DN109751_c0_g1_i1	3	11	11	8	3
TRINITY_DN109755_c0_g1_i1	17	10	32	34	27
TRINITY_DN109757_c0_g1_i1	1	2.27104	3.26088	0	0
TRINITY_DN109759_c0_g1_i1	7	2	12	6	2
TRINITY_DN109761_c0_g1_i2	164	261	297	239	296
TRINITY_DN109766_c0_g1_i1	2	2	10	9	8
TRINITY_DN109772_c0_g2_i1	1	0	3	7	2
TRINITY_DN109773_c0_g1_i2	100	137	320	153	279
TRINITY_DN109774_c0_g1_i1	132	36	101	69	49
TRINITY_DN109776_c0_g1_i1	5	4	12	1	2
TRINITY_DN109776_c0_g2_i1	0	0	0	0	0
TRINITY_DN109782_c0_g1_i1	0	0	2.84638	0	0
TRINITY_DN109782_c0_g2_i1	1214	791	4647.15	1539	1490
TRINITY_DN109784_c0_g2_i1	3	2	4	4	2
TRINITY_DN109789_c0_g1_i1	64	29	34	6	16
TRINITY_DN109790_c0_g1_i1	341	819	490	502	1208
TRINITY_DN109791_c0_g1_i2	104.725	208.042	181	145.249	364.044
TRINITY_DN109791_c0_g2_i1	11.282	268.637	0	7.93136	225.413
TRINITY_DN109794_c0_g3_i1	1	2	1	3	2
TRINITY_DN109798_c0_g1_i1	199	269	344	317	874
TRINITY_DN109801_c1_g2_i2	0	0	0	2	0
TRINITY_DN109810_c0_g1_i1	1660	2161	3016	2930	3546
TRINITY_DN109813_c0_g1_i1	199	103	365	275	415
TRINITY_DN109814_c0_g1_i1	5	9	23	14	35
TRINITY_DN109816_c0_g1_i2	4	0	3	1	2
TRINITY_DN109817_c0_g1_i1	80	79	238	141	174
TRINITY_DN10982_c0_g1_i1	0	0	1	0	4
TRINITY_DN109820_c0_g1_i2	6	4.94199	19.558	8.58446	4.91604
TRINITY_DN109820_c0_g2_i1	0	0.0580116	1.44199	0.415543	1.08396
TRINITY_DN109823_c0_g1_i2	10	78	14	15	67
TRINITY_DN109831_c0_g1_i1	97	95	137	181	163
TRINITY_DN109833_c0_g1_i1	0	6	1	0	6
TRINITY_DN109834_c0_g1_i3	64.2534	34.1668	98.3808	89.0551	97.2495
TRINITY_DN109835_c1_g1_i1	45.0809	25.852	72.5101	64.5396	60.8662
TRINITY_DN109837_c0_g1_i1	49.207	40	121	76	68
TRINITY_DN109843_c0_g2_i1	4	3	3	3	1
TRINITY_DN109844_c0_g1_i1	52.7231	11.8506	63.9031	45.0008	43.8331
TRINITY_DN109844_c0_g2_i1	310.277	1206.15	595.097	605.999	1495.17
TRINITY_DN109846_c0_g2_i1	12	11	39	25	25
TRINITY_DN109849_c0_g1_i1	6	3	3	7	3
TRINITY_DN109855_c0_g1_i2	3	1	6	5	6
TRINITY_DN109864_c0_g1_i1	119	205	180	155	271
TRINITY_DN109868_c0_g1_i1	10.3782	12.4272	24.5236	32.0998	50.8377
TRINITY_DN109868_c0_g2_i1	16.6811	12.4272	27.2485	14.2666	7.82118
TRINITY_DN109868_c0_g3_i1	3.32726	5.14562	8.77825	5.32172	4.34113
TRINITY_DN109868_c0_g4_i1	3.6134	0	5.44969	3.31189	0
TRINITY_DN109872_c0_g3_i1	1	0	1	0	0
TRINITY_DN109874_c0_g1_i1	3	2	5	6	3
TRINITY_DN109877_c0_g1_i1	0	0	1	0	0
TRINITY_DN109878_c1_g1_i2	9	0	8	9	14
TRINITY_DN109879_c0_g1_i1	573	937	1350	993	1644
TRINITY_DN109880_c0_g1_i1	207	672	216	228	539
TRINITY_DN109882_c0_g1_i2	7	9	17	10	11
TRINITY_DN109883_c0_g1_i1	1	162	5	4	99
TRINITY_DN109890_c1_g1_i1	41.3721	38.7476	65.5104	33.0054	44.2058
TRINITY_DN109892_c0_g1_i1	410	189	825	975	537
TRINITY_DN109893_c0_g1_i1	4.01333	0	3.02729	6.03568	8.01821
TRINITY_DN109897_c0_g1_i1	934	827	1888	1692	1385
TRINITY_DN109897_c1_g1_i1	695	550	1331	1409	1155
TRINITY_DN109899_c0_g1_i1	10	3	8	18	9
TRINITY_DN109900_c0_g1_i1	10	10	23	11	25.5133
TRINITY_DN109901_c0_g1_i1	84.6554	39.1764	98.799	43.466	41.885
TRINITY_DN109904_c0_g1_i1	0	1	2	1	0
TRINITY_DN109904_c0_g3_i1	0	1	1	2	4
TRINITY_DN109905_c0_g1_i1	2	0	0	4	1
TRINITY_DN109905_c0_g2_i1	0	1	1	3	3
TRINITY_DN109907_c0_g1_i1	1222	1927	1346	1373	1744
TRINITY_DN109913_c0_g1_i1	0	247	1	0	281
TRINITY_DN109913_c0_g2_i1	0	220	0	0	127
TRINITY_DN109922_c0_g2_i1	2	21	3	3	20
TRINITY_DN109925_c0_g1_i1	1	10	6	12	10
TRINITY_DN109929_c0_g1_i1	1	2970	2	1	3055
TRINITY_DN109930_c0_g1_i1	0	2	13	1	1
TRINITY_DN109931_c0_g3_i1	17.5	12	15.6	0	57.75
TRINITY_DN109931_c0_g4_i1	0	12	15	16.8462	0
TRINITY_DN109931_c0_g5_i1	17.5	12	62.4	56.1538	19.25
TRINITY_DN109936_c0_g1_i1	0	1	0	0	1
TRINITY_DN109936_c0_g2_i1	290	1164	585	577	1519
TRINITY_DN109944_c0_g1_i1	25.7502	180.93	102.509	67.4599	155.32
TRINITY_DN109944_c0_g2_i1	189.612	205.142	295.599	310.52	355.054
TRINITY_DN109944_c0_g3_i1	418.637	324.928	630.893	607.02	741.626
TRINITY_DN109945_c0_g1_i1	5	4	2	3	3
TRINITY_DN109948_c0_g1_i1	20.3759	6.13696	42.4311	41.8508	16.169
TRINITY_DN109951_c0_g1_i1	2.94654	3.18012	2.93834	7.83954	6.21549
TRINITY_DN109954_c0_g2_i1	15	13	28	29	24
TRINITY_DN109957_c0_g1_i1	6754	3812	11078	8110	8025
TRINITY_DN109961_c0_g1_i1	38	25	88	94	69
TRINITY_DN109962_c0_g1_i1	3.57648	7.22387	17.6823	5.24767	8.98901
TRINITY_DN109962_c0_g2_i1	68.8091	35.7761	42.5741	122.673	157.942
TRINITY_DN109964_c0_g1_i1	7	9	18	20	37
TRINITY_DN109972_c0_g1_i1	1643	1340	2093	1638	3492
TRINITY_DN109975_c0_g1_i1	104	90	232	151	157
TRINITY_DN109976_c0_g1_i1	15591	7387	26387	16403	22289
TRINITY_DN109979_c0_g3_i2	11.6713	0	15.1775	122.729	1.01092
TRINITY_DN109980_c0_g1_i1	6735	2193	8115	9964	7530
TRINITY_DN109980_c1_g1_i1	3585	1704	4853	4743	5508
TRINITY_DN109983_c0_g1_i2	160	604	260	305	827
TRINITY_DN109991_c0_g1_i2	675	1265	1172	1191	1747
TRINITY_DN109995_c1_g3_i1	56	11	94	82	56
TRINITY_DN110_c0_g1_i1	0	0	0	0	1
TRINITY_DN110000_c0_g1_i1	1	2	2	4	5
TRINITY_DN110001_c0_g1_i1	26	37	34	28	37
TRINITY_DN110004_c0_g2_i2	46	15	27	43	19
TRINITY_DN110011_c0_g1_i1	12	4	12	16	17
TRINITY_DN110012_c0_g1_i2	31.0491	18.5426	108.529	76.8228	74.3836
TRINITY_DN110014_c0_g1_i1	3	1	2	3	0
TRINITY_DN11002_c0_g1_i1	2	1	1	3	2
TRINITY_DN110022_c0_g1_i1	94	746	143	139	694
TRINITY_DN110023_c0_g1_i1	234.666	172.279	510.868	383.429	387.55
TRINITY_DN110024_c0_g1_i1	9.44377	6	25	14.7028	11
TRINITY_DN110026_c1_g1_i1	192.414	147.392	299.559	384.612	305.31
TRINITY_DN110029_c0_g2_i1	47	60	122	128	64
TRINITY_DN110034_c0_g1_i2	50.9423	17.948	150.573	62.0091	55.8325
TRINITY_DN110034_c0_g2_i1	3.0577	3.05198	3.42715	3.99089	20.1675
TRINITY_DN110035_c0_g1_i1	159.382	160.961	104.554	138.988	141.96
TRINITY_DN110037_c0_g1_i1	4.14376	45.5269	8.15767	4.11508	52.8426
TRINITY_DN110041_c0_g1_i1	3	1	7	2	4
TRINITY_DN110044_c0_g1_i2	5	14	20	23	18
TRINITY_DN110045_c0_g1_i1	121	68	257	207	281
TRINITY_DN110047_c0_g1_i3	77	60	142	183	294
TRINITY_DN110052_c0_g1_i1	835	535	8854	296	9940
TRINITY_DN110053_c0_g1_i1	9	10	41	22	27
TRINITY_DN110054_c0_g1_i2	6	6	2	14	14
TRINITY_DN110055_c0_g1_i1	40.5268	52.4116	58.2048	56	96.3816
TRINITY_DN110055_c1_g2_i1	17	20	32	24	33
TRINITY_DN110061_c0_g1_i1	125	76	69	107	61
TRINITY_DN110065_c0_g1_i2	245.936	176.748	397.312	424.567	371.308
TRINITY_DN110068_c0_g2_i4	64	254	106	86	355
TRINITY_DN110081_c0_g1_i1	109	78	275	183	149
TRINITY_DN110086_c0_g1_i1	6.58835	2.31303	9.67877	10.7585	2.93179
TRINITY_DN110095_c0_g1_i1	10	4	24	11	26
TRINITY_DN110102_c0_g1_i1	381	608	636	620	760
TRINITY_DN110102_c0_g2_i3	389	585	580	507	669
TRINITY_DN110103_c0_g1_i1	1	2564	3	20	2877
TRINITY_DN110108_c0_g1_i1	120	146	337	272	212.884
TRINITY_DN110108_c0_g2_i1	0	0	0	0	0.115527
TRINITY_DN110111_c0_g1_i1	19	21	23	21	8
TRINITY_DN110115_c0_g1_i1	7	8	4	8	17
TRINITY_DN110118_c0_g1_i1	1	55	2	1	0
TRINITY_DN110118_c0_g2_i1	1	161	5	2	1
TRINITY_DN110121_c0_g1_i1	0	0	2	0	0
TRINITY_DN110122_c0_g1_i1	2	9	7	1	4
TRINITY_DN110122_c0_g2_i1	0	0	5.49187	4.83745	4.33051
TRINITY_DN110125_c0_g2_i1	69	61	89	141	70
TRINITY_DN110131_c1_g1_i1	2	0	3	2	4
TRINITY_DN110132_c0_g2_i1	1085	3269	1847	1628	3683
TRINITY_DN110133_c0_g2_i1	0	0	0	0	0
TRINITY_DN110135_c0_g1_i1	3	8	23	18	7
TRINITY_DN110142_c0_g2_i1	4	1.11197	4	6	4
TRINITY_DN110142_c0_g3_i1	155.369	148.183	221.04	243.222	211.223
TRINITY_DN110142_c0_g4_i1	59.6309	45.7049	96.9598	147.778	97.7774
TRINITY_DN110143_c0_g3_i1	1	2	1	1	2
TRINITY_DN110144_c0_g1_i1	15.8001	7	20	6	15
TRINITY_DN110146_c0_g1_i3	141	122	111	184	165
TRINITY_DN110147_c0_g2_i1	205	113	331	176	267
TRINITY_DN110153_c0_g1_i1	227	580	453	435	886
TRINITY_DN110154_c0_g1_i1	3	42	1	4	15
TRINITY_DN110155_c0_g1_i1	24	11	10	23	33
TRINITY_DN110156_c0_g1_i1	387.004	2999.36	565.043	678.033	4741.45
TRINITY_DN110164_c0_g1_i1	149	72	238	214	308
TRINITY_DN110164_c0_g2_i1	111	67	260	326	379
TRINITY_DN110171_c2_g2_i1	5	2	3	10	1
TRINITY_DN110172_c1_g1_i1	131	209	181	195	319
TRINITY_DN110172_c2_g1_i1	4	7	23	13	13
TRINITY_DN110172_c2_g2_i1	3	3	12	12	5
TRINITY_DN110172_c2_g4_i1	0	10	18	3	8
TRINITY_DN110175_c0_g1_i1	0	0	0	0	0
TRINITY_DN110177_c0_g2_i1	7	7	16	8	8
