ID	Am2_314	Am2_315	Am2_316	Am2_318	Am4_314	Am4_317	Am5_311	Am5_312	Am5_313
TRINITY_DN112928_c0_g1_i2	165	138	59	54	110	108	146	207	146
TRINITY_DN112907_c0_g2_i1	1010	730.703	634.015	410	356	324.894	501	682.973	356.39
TRINITY_DN131430_c5_g2_i2	148	140	77	117	83	107	124	242	123
TRINITY_DN6576_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN122725_c0_g1_i3	584	494	309	224	230	236	246	307	286
TRINITY_DN147620_c0_g1_i1	43	16	20	11	13	17	29	73	29
TRINITY_DN135270_c0_g2_i2	424	297	191	171	197	146	282	608	224
TRINITY_DN107522_c0_g1_i1	0	1.31621	0	0	0	0	0	0	0
TRINITY_DN135643_c7_g7_i1	203.177	390.019	182.256	47.2833	133.662	237.07	419.725	442.662	316.169
TRINITY_DN130671_c3_g2_i4	341	357	196	155	248	196	269	487	224
TRINITY_DN108791_c0_g1_i1	25	38	14	7	13	21	75	110	18
TRINITY_DN80949_c0_g1_i1	300	197	110	94	138	130	159.417	146	201
TRINITY_DN93204_c0_g2_i1	0	0	0	0	0	0	2	1	0
TRINITY_DN134257_c1_g3_i1	0	0	0	0	0	3	0	0	0
TRINITY_DN208959_c0_g1_i1	106	44	24	31	59	53	22	11	50
TRINITY_DN158585_c0_g1_i1	1	0	0	0	4	0	1	1	3
TRINITY_DN213661_c0_g1_i1	0	0	0	0	0	0	2	9	0
TRINITY_DN134202_c2_g5_i1	49	47	18	12	27	22	32	46	50
TRINITY_DN127814_c2_g1_i2	381	366	224	126	95	162	314	587	346
TRINITY_DN114075_c0_g2_i1	748.389	487.242	349.703	247.667	310.741	384.862	468.054	711.122	499.37
TRINITY_DN48531_c0_g2_i1	18	7	3	5	3	0	5	9	0
TRINITY_DN74598_c0_g1_i1	36	30	14	4	20	15	8	12	10
TRINITY_DN129586_c4_g3_i1	57	25	26	18	22	22	28	53	41
TRINITY_DN130261_c0_g2_i7	345	311	100	148	380	233	270	306	237
TRINITY_DN128807_c0_g1_i1	46	18	15	13	23	27	18	67	30
TRINITY_DN127880_c5_g3_i8	1881.06	1365.28	952.415	747.433	1043	1126.18	1094.63	1644.41	1370.32
TRINITY_DN132258_c2_g2_i1	3	2	2	0	0	0	3	9	0
TRINITY_DN128042_c1_g1_i1	221	235	177	105	62	125	180	340	197
TRINITY_DN134608_c3_g5_i2	594.294	520.798	307.408	256.447	421.439	353.247	531.104	790.673	521.297
TRINITY_DN49369_c0_g2_i1	0	1	0	0	0	0	0	0	1
TRINITY_DN122415_c4_g2_i4	1109	860	495	427.294	439	481	488.346	675	656
TRINITY_DN122337_c2_g6_i1	1677.54	1138.62	1002.17	647.707	874.636	947.85	1010.39	1486.87	1185.82
TRINITY_DN129759_c0_g3_i1	0	2	0	1	2	0	1	1	1
TRINITY_DN124811_c0_g1_i4	27	10	6	8	2	13	55	146	24
TRINITY_DN120495_c1_g2_i2	2	1	0	3.7324	0	0	1	1	0
TRINITY_DN130851_c1_g4_i1	343.372	209.161	210.448	107.064	176.135	451.41	235.02	532.755	344
TRINITY_DN132150_c3_g2_i3	764.5	634	356.331	266.879	259.643	260.333	436.33	460.122	425.547
TRINITY_DN166881_c0_g1_i1	1	0	0	0	0	0	0	0	0
TRINITY_DN131709_c0_g1_i2	98	80	47	57	84	46	147	135	144
TRINITY_DN120595_c0_g1_i1	738.304	431.845	288.801	174.607	252.584	303.731	308.114	454.607	380.178
TRINITY_DN127642_c1_g3_i3	1024.92	646.9	428.31	377.93	501.425	638.601	631.8	1129.07	803.901
TRINITY_DN133181_c4_g1_i1	240	210	92	70	94	84	127	92	134
TRINITY_DN107052_c0_g1_i1	60	313	233	43	169	760	1123	1620	501
TRINITY_DN156216_c0_g1_i1	0	1	1	0	0	0	2.01055	3.04719	7.02569
TRINITY_DN121609_c1_g1_i1	622	359	218	234	209	246	260	311	304
TRINITY_DN116231_c0_g3_i2	854	670	510	341	343	339	384	542	466
TRINITY_DN50132_c0_g1_i1	50.4318	38.5189	21.754	32.9895	17.2444	13.2071	37.1918	63.3571	18.7297
TRINITY_DN167621_c0_g1_i1	39	13	17	15	1	17	13	16	24
TRINITY_DN103834_c0_g1_i1	8.39352	8.59188	4.35232	3.61463	16.1393	4.11727	4.32882	7.94368	0
TRINITY_DN123784_c0_g1_i1	0	0	28.7143	0	0	0	0	0	0
TRINITY_DN125805_c1_g4_i2	286	249	124	78	181	166	180	234	262
TRINITY_DN55232_c0_g2_i1	2.23451e-08	58.8705	37	3.07854	60	4.0278	36.807	1.52028	69.9129
TRINITY_DN125191_c5_g7_i2	482.26	398.316	265.884	179.483	180.217	239.158	209.645	304.731	299.363
TRINITY_DN159999_c0_g1_i1	10.4835	6.60958	4.07758	0	32.1618	0	0	0	5.51571
TRINITY_DN84093_c0_g2_i1	1	0	1	0	1	1	0	0	0
TRINITY_DN131091_c7_g1_i1	504.379	521.528	301.211	242.342	197.072	185.914	240.293	295.255	288.978
TRINITY_DN112147_c0_g1_i2	38	29.5191	20.3155	21	20	24	56	100	43.602
TRINITY_DN8869_c0_g1_i1	9	1	1	1	0	2	2	5	1
TRINITY_DN128891_c2_g3_i1	2403.19	2127.59	1383.17	1064.69	1657.18	1874.61	2378.37	4197.22	2557.83
TRINITY_DN33166_c0_g1_i1	0	0	0	1	1	0	0	0	0
TRINITY_DN175683_c0_g1_i1	0	0	0	2	1	0	0	0	0
TRINITY_DN131913_c3_g1_i8	585	437	289	248	351	329	453	913	413
TRINITY_DN117890_c0_g4_i1	7	7	7	0	1	3	6	14	3
TRINITY_DN108632_c0_g1_i1	17022	12704	8560	6192	8518	9297	10538	16764	12287
TRINITY_DN97309_c0_g2_i1	22	11	8	8	6	7	14	23	13
TRINITY_DN129672_c4_g7_i1	6	14	9	2	3	1	1	1	2
TRINITY_DN129429_c1_g2_i1	1	0	0	0	2	0	0	1	0
TRINITY_DN86090_c0_g2_i1	43	50	15	21	30	23	29	16	22
TRINITY_DN35452_c0_g1_i1	5	1	3	1	4	6	2	2	3
TRINITY_DN130478_c6_g10_i1	88	35	24	26	57	36	37	49	48
TRINITY_DN114038_c0_g1_i2	246	131	36	70	112	35	65	100	50
TRINITY_DN191784_c0_g1_i1	0	0	0	0	0	1	0	0	1
TRINITY_DN121753_c6_g1_i1	0	0	0	0	0	2	1.20417	0	0
TRINITY_DN103549_c0_g2_i1	0.951853	0	0	0	0	0	0	0	0
TRINITY_DN147705_c0_g1_i1	12	11	3	4	7	3	0	10	3
TRINITY_DN120448_c1_g1_i3	343	418	362	129	334	152	40	391	325
TRINITY_DN131266_c3_g2_i1	4	5	0	0	2	1	0	1	3
TRINITY_DN195291_c0_g1_i1	0	0	0	0	0	0	0	0	1
TRINITY_DN134763_c3_g3_i3	578.828	510.114	301	232	236	292	306	370	365
TRINITY_DN129745_c0_g1_i2	17.6291	36.0029	9.21142	5.51825	14.9065	17.3323	13.9869	17.9308	21.9609
TRINITY_DN107814_c0_g2_i1	98.9587	92.1222	38.7832	28.0311	37.1482	55.9647	32.6137	55.4462	63.8906
TRINITY_DN130578_c0_g2_i7	536	421.067	296.29	46	90	250	306	467	198
TRINITY_DN63021_c0_g1_i1	0	0	0	0	0	0	0	2	0
TRINITY_DN114521_c0_g1_i1	18.3426	43.0581	13.3637	14.3159	12.8763	14.8912	48.5437	50.3608	41.8495
TRINITY_DN133524_c9_g5_i2	11.933	13.1719	15.6612	11.5895	12.0194	11.4826	12.6811	13.5192	2.29016
TRINITY_DN131080_c0_g1_i2	581	665	363	254	325	347	409	627	454
TRINITY_DN6899_c0_g1_i1	19	23	9	13	22	9	10	10	15
TRINITY_DN217984_c0_g1_i1	13	6	2	1	0	0	2	7	4
TRINITY_DN130769_c2_g2_i1	6.07402	2.71258	1.69863	2.60158	1.87089	9.43245	5.93088	10.9474	7.37114
TRINITY_DN119752_c0_g1_i2	193.87	209	122	91	76	80	88	172	108
TRINITY_DN128273_c2_g4_i1	1.66607	1.62833	0	0	0	0	0	0	0
TRINITY_DN195375_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN132367_c0_g1_i3	1120.53	798.84	528.343	364.466	601.366	624.671	748	1167.72	788.499
TRINITY_DN101537_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN131211_c4_g4_i1	6	7	7	5	1	2	13	14	4
TRINITY_DN133275_c1_g1_i2	17.8366	43.0736	6.17197	3.91278	9.02149	0	0	43.9229	45.9856
TRINITY_DN125251_c4_g2_i1	32	24	20	14.2702	18	35	23	60	49
TRINITY_DN127335_c2_g1_i1	0	0	0	0	0	15.1521	4.43529	13.5665	0
TRINITY_DN89523_c0_g3_i1	3	4	1	3	1	4	1	3	0
TRINITY_DN134917_c2_g2_i1	1	1.76198	4	2	0	0	1.1747	0	1.19576
TRINITY_DN136147_c0_g1_i5	253	141	121	82	85	173	152	268	172
TRINITY_DN69523_c0_g1_i1	4	2	2	2	3	2	0	6	6
TRINITY_DN126769_c1_g7_i2	19	15	10	4	10	6	15	15	9
TRINITY_DN106269_c0_g1_i1	26	16	3	5	5	5	12	22	6
TRINITY_DN128819_c3_g2_i9	475.578	382.297	270.627	135.832	74.3095	154.134	195.215	406.82	224.552
TRINITY_DN134031_c5_g1_i1	126	134	90	48	51	45	42	109	62
TRINITY_DN133363_c0_g3_i1	65	36	18	13	24	32	15	23	35
TRINITY_DN23117_c0_g1_i1	0	3	0	0	2	0	0	0	0
TRINITY_DN128667_c1_g1_i1	12	15	8	5	13	8	14	25	10
TRINITY_DN96683_c0_g1_i1	15	16	4	9	11	4	18	21	8
TRINITY_DN110270_c0_g1_i1	55	24	9	7	16	17	15	24	36
TRINITY_DN120539_c0_g1_i1	59	67	30	28	44	22	110	161	39
TRINITY_DN120739_c0_g8_i5	9.20878	14.4911	7.44227	2.54569	4.14268	9.86857	12.446	6.56407	7.68762
TRINITY_DN125677_c2_g3_i2	24	14	13	20	2	2	4	11	5
TRINITY_DN104253_c0_g1_i1	69	56	25	22	36	54	18	44	39
TRINITY_DN47286_c0_g1_i1	1994.75	1597.26	743.524	643.627	635.308	633.607	1190.22	2001.17	1679.37
TRINITY_DN120423_c0_g1_i2	33	22	12	9	25	8	10	29	20
TRINITY_DN117488_c0_g1_i2	87	75	29	28	53	39	33	76	58
TRINITY_DN125258_c0_g1_i1	1669	1279	852	538	886	1118	1597	2823	1319
TRINITY_DN127244_c6_g2_i4	518	420	312	193	257	362	381	733	414
TRINITY_DN3288_c0_g1_i1	6.31502	2	4.13921	2	6	0	0	3	6.69463
TRINITY_DN135223_c1_g6_i1	3.87529	0	0	0	0	0	0	0	0
TRINITY_DN9192_c0_g1_i1	1177	872	472	377	674	666	683	896	966
TRINITY_DN110349_c0_g2_i1	1	0	1	0	0	0	2	1	1
TRINITY_DN133677_c1_g1_i1	197	107	115	44	95	80	672	2118	183
TRINITY_DN124971_c4_g3_i1	31	43	4	7	16	8	15	12	6
TRINITY_DN133809_c0_g1_i2	5536	5151	3265	2035	2829	2586	1829	3383	2956
TRINITY_DN165079_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN129273_c5_g6_i1	1920	1548	888	814	773	765	731	1211	941
TRINITY_DN124186_c1_g1_i1	1752	1307	816	734	1039	1005	1172	1763	1238
TRINITY_DN102370_c0_g1_i1	14.1279	5.13183	3	6.10731	4.02171	3.02827	8.12103	2.03435	9.12148
TRINITY_DN71824_c0_g3_i1	2	3	2	0	4	2	0	6	12
TRINITY_DN114555_c0_g1_i1	619	492	351	172	409	393	407	716	492
TRINITY_DN123779_c0_g1_i1	6	12	4	0	0	6	5	7	4
TRINITY_DN128487_c0_g1_i2	1624	1330	878	585	638	718	967	1535	1030
TRINITY_DN133957_c0_g8_i1	54.3901	32.978	38.1079	14.6415	11.9266	20.3956	24.3036	32.5003	35.4878
TRINITY_DN102643_c0_g1_i1	98	24	19	5	15	28	21	28	18
TRINITY_DN128655_c5_g1_i1	26.2038	22.1977	12.6238	17.4785	18.9817	16.0703	22.5713	37.0763	13.8132
TRINITY_DN118492_c0_g1_i1	5215	2950	3325	2200	1084	1121	1316	2462	3730
TRINITY_DN116160_c0_g1_i4	123	161	76	54	73	127	159	210	132
TRINITY_DN118177_c0_g1_i2	751	430	250	290	401	286	300	373	307
TRINITY_DN125639_c2_g1_i2	1360	840	608	489	820	910	1039	1947	1189
TRINITY_DN126086_c0_g1_i8	133	110	43	64	81	92	52	82	104
TRINITY_DN135224_c9_g6_i1	188.763	119.177	79.899	49.1295	96.2433	96.8674	159.5	228.789	102.377
TRINITY_DN114529_c0_g1_i1	6	7	4	6	15	9	16	25	7
TRINITY_DN126509_c2_g1_i2	412.337	461.2	194.726	123.307	190.781	100.288	108.783	251.383	208.867
TRINITY_DN80676_c0_g1_i2	74	48	25	25	30	13	27	31	23
TRINITY_DN112522_c0_g1_i1	1	2	1	3	0	0	0	3	0
TRINITY_DN126891_c6_g1_i1	563	539	329	237	470	457	615	962	653
TRINITY_DN57941_c0_g2_i1	15	2	4	5	6	3	6	18	5
TRINITY_DN124406_c2_g1_i2	368	246	259	78	102	342	340	629	480
TRINITY_DN64711_c0_g1_i1	0	0	0	0	0	0	1	1	0
TRINITY_DN126956_c1_g3_i1	299	181	111	95.0632	193	161	89	114	167
TRINITY_DN53233_c0_g2_i1	9	8	9	4	19	2	9	35	9
TRINITY_DN125356_c0_g1_i1	119	89	52	25	71	62	55	115	85
TRINITY_DN131591_c4_g1_i4	1114	396	448	271	56	165	152	331	208
TRINITY_DN74403_c0_g1_i1	7	0	1	0	6	0	0	0	0
TRINITY_DN58412_c0_g1_i1	0	0	0	0	0	0	0	1	1
TRINITY_DN135942_c0_g2_i1	3708	8781	6892	2304	12300	7087	18622	7827	4906
TRINITY_DN96308_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN103326_c0_g2_i1	15.0193	8.01951	12.05	4.0117	8.01862	9.02257	7.01844	11.1079	10
TRINITY_DN132706_c7_g3_i1	13.2002	5.39259	3.08566	6.82582	5.42998	7.91536	11.2568	18.1294	14.6898
TRINITY_DN75955_c0_g1_i1	1	1	0	1	2	2	1	3	2
TRINITY_DN131872_c2_g8_i1	119.754	84.7555	48.2832	61.7884	58.5104	54.4289	201.374	157.502	81.6207
TRINITY_DN131889_c0_g3_i1	64	81	44	23	16	26	16	21	48
TRINITY_DN23993_c0_g1_i1	0	3	0	2	4	1	2	3	2
TRINITY_DN133256_c3_g11_i2	204.414	137.018	75.8622	60.7173	60.7067	76.5289	76.6153	103.999	100.948
TRINITY_DN105911_c1_g4_i1	25	26	15	7.50055e-07	18.5	17.5	31.5	2.21282e-05	22
TRINITY_DN47738_c0_g3_i1	5	3	0	1	5	0	4	6.83854	2
TRINITY_DN126997_c3_g6_i1	176.973	157.966	117.969	77.9766	109.789	110.962	66.3356	135.796	135.504
TRINITY_DN106470_c0_g1_i1	299	238	152	96	101	93	133	201	175
TRINITY_DN119217_c1_g2_i1	143	110	55	49	77	58	82	113	93
TRINITY_DN76839_c0_g1_i1	9	1	2.00536	3	2.01647	7	1	1.00255	4
TRINITY_DN125938_c8_g3_i1	3.15699	4.99525	1.45871	1.22435	0	0	8.77651	0	0.99903
TRINITY_DN131452_c2_g10_i1	30.9256	9.07604	31.3741	7.0332	20.1845	22.0825	7.55593	31.4157	14.5264
TRINITY_DN128205_c0_g1_i1	89	70	22	25	35	27	58	47	40
TRINITY_DN127185_c1_g1_i1	74	68	35	41	48	50	54	85	68
TRINITY_DN126630_c4_g3_i1	4	4	2	0	1	1.05148	2.0724	1	2
TRINITY_DN88759_c0_g1_i1	15.7421	15.0872	11.9571	12.4368	11.0165	5.11143	9.63734	12.2596	9.95583
TRINITY_DN151430_c0_g1_i1	0	0	0	0	1	1	0	0	0
TRINITY_DN112248_c0_g1_i1	0	7	2	0	5	11	8	15	7
TRINITY_DN134121_c0_g1_i3	432	350	245	138	229	267	360	745	367
TRINITY_DN101477_c0_g1_i2	15.728	14.9972	12	5	38.6245	72.4979	35.5263	139	93.4282
TRINITY_DN114069_c0_g1_i1	31	44	22	29	69	39.0928	48	124	44
TRINITY_DN185366_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN16362_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN29980_c0_g1_i1	0	0	0	0	0	0	0	0	1
TRINITY_DN112529_c0_g1_i1	427.055	270	205.057	214	181	138	204.045	289	254
TRINITY_DN50697_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN99021_c0_g4_i1	1044.1	657.9	444.123	203.34	494.953	482.492	572.27	413.673	675.31
TRINITY_DN195307_c0_g1_i1	0	1	0	0	0	0	0	0	0
TRINITY_DN125509_c2_g3_i1	92	133	36	26	70	58	74	114	111
TRINITY_DN135792_c0_g1_i3	129	145	82	35	72	124	52	75	83
TRINITY_DN130625_c0_g1_i2	287.592	274.578	142	74	107.445	109.28	179.429	148.259	163.795
TRINITY_DN111251_c0_g1_i1	38.4551	25.0693	13.2304	15.0009	31.4749	21.6838	20.4401	38.4664	9.00054
TRINITY_DN121933_c2_g7_i1	765.862	245.934	391.258	311.186	390.546	326.036	375.297	611.846	577.006
TRINITY_DN123801_c0_g1_i3	67	44	26	33	25	33	36	80	50
TRINITY_DN133975_c0_g3_i1	2	0	0	1	2	2	8	4	3
TRINITY_DN127774_c1_g1_i1	74	61	52	24	44	36	108	162	72
TRINITY_DN214044_c0_g1_i1	14	13	7	4	0	0	0	0	1
TRINITY_DN125104_c0_g1_i2	0	0	3	0	1	0	0	2.05323	1
TRINITY_DN134623_c0_g1_i4	224	159	123	83	106	124	281	422	112
TRINITY_DN115874_c0_g1_i1	24	29	11	19	17	7	13	28	22
TRINITY_DN130046_c5_g1_i1	37	37	15	13	33	23	15	16	26
TRINITY_DN60934_c0_g1_i1	6	2	1	1	2	2	6	5	2
TRINITY_DN126404_c1_g2_i1	64	56	49	21	30	33	112	195	46
TRINITY_DN127513_c0_g2_i1	0	0	0	0	0	1	0	3	0
TRINITY_DN101127_c0_g1_i2	12	7	6	3	5	5	10	5	15
TRINITY_DN114096_c0_g1_i2	1	1	0	0	0	2	2	4	0
TRINITY_DN103624_c0_g1_i1	224	184	75	82	133	100	89	123	110
TRINITY_DN115646_c0_g1_i1	623	661	398	266	404	346	426	575	508
TRINITY_DN114162_c0_g2_i5	188	148	111	79	84	74	118	181	95
TRINITY_DN135768_c3_g1_i1	113	92	45	32	62	53	101	81	111
TRINITY_DN134172_c0_g1_i3	579.086	262.85	202.811	140.082	134.245	112.262	339.977	510.496	223.184
TRINITY_DN40372_c0_g1_i1	4	5	1	2	1	0	7	11	4
TRINITY_DN16119_c0_g1_i1	8.01856	4	3	1	3	3	2	4	5
TRINITY_DN133393_c4_g1_i2	82	60	30	23	60	58	44	39	61
TRINITY_DN135969_c1_g1_i1	500	483	220	133	201	206	352	415	290
TRINITY_DN121732_c0_g1_i1	3	4	3	4	6	1	1	5	2
TRINITY_DN136568_c12_g1_i1	18.0533	13.0944	4.0073	9.01149	13.0571	7.05659	4.02698	31.128	8.01837
TRINITY_DN126907_c4_g3_i1	81.4636	75.765	71.9417	40.2864	52.1434	60.093	62.0021	147.922	80
TRINITY_DN124483_c1_g1_i3	31.7977	21.3473	10.9381	5.29236	10.4335	24	16.3007	21.1601	5.3649
TRINITY_DN136058_c1_g2_i1	0	0	0	0	4	1.01011	3	1	2
TRINITY_DN129514_c0_g1_i1	351	268	146	121	208	197	178	277	196
TRINITY_DN97352_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN26898_c0_g1_i1	0	0	0	0	0	0	0	2	0
TRINITY_DN125683_c8_g2_i1	86.0387	83	51	38.0467	95.0994	108	81	142.478	117.091
TRINITY_DN95396_c0_g2_i1	1	0	0	0	0	0	0	2	0
TRINITY_DN151438_c0_g1_i1	1	0	0	4	5	4	1	2	4
TRINITY_DN212938_c0_g1_i1	1	1	1	1	0	1	1	2	0
TRINITY_DN112964_c0_g2_i3	10	2	3	3	6	5	2	5	5
TRINITY_DN128469_c1_g1_i2	8	8	3	1	3	0	3	6	4
TRINITY_DN171568_c0_g1_i1	0	0	0	0	1	0	0	4	0
TRINITY_DN132068_c5_g2_i1	37	51.1838	12	19	14.0161	27	21	79	35
TRINITY_DN81114_c0_g2_i1	2.15429	6	10.2559	0	6	6.67406	13.7795	6.89352	8.62378
TRINITY_DN114515_c0_g1_i1	772	602	503	321	309	308	307	424	391
TRINITY_DN130259_c2_g1_i1	618	236	219	194	154	241	265	418	388
TRINITY_DN131015_c3_g1_i4	137	81	47	37	99	64	81	69	94
TRINITY_DN85602_c0_g1_i2	13	0	8	10	1	5	2	3	1
TRINITY_DN123433_c1_g1_i1	76	64	22	18	46	37	24	64	40
TRINITY_DN101116_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN69260_c0_g1_i1	35.4851	35.8306	12.7685	15.6686	15.6128	23.7711	22.531	31.3499	26.6429
TRINITY_DN136103_c1_g1_i2	70	49	15	28	54.9082	50	31.596	38	37
TRINITY_DN132344_c0_g1_i2	59	25	35	17	28	36	71	154	35
TRINITY_DN134278_c2_g1_i2	7	4	0	2	8	12	6	24	2
TRINITY_DN108349_c0_g2_i1	1	0	1	1	0	0	0	1	1
TRINITY_DN126918_c4_g1_i2	200	158	86	94	134	96	116	186	104
TRINITY_DN129752_c4_g3_i1	8.6693	17.9006	4.43257	1.07544	13.9491	3.45623	9.44482	8.4847	13.9586
TRINITY_DN138165_c0_g1_i1	3	0	0	0	0	0	2	0	0
TRINITY_DN179819_c0_g1_i1	18.8927	18.2052	14.4106	10.2107	14	21.2314	1	23.4619	5
TRINITY_DN129814_c2_g5_i2	257.53	205.24	96.2219	104.814	80.0895	89.4074	177.017	196.828	167.256
TRINITY_DN94308_c0_g2_i1	0	1	1	2	1	1	3	7	3
TRINITY_DN125409_c5_g2_i1	214	163	90	86	102	80	130	163	138
TRINITY_DN49280_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN130330_c0_g1_i1	0	0	0	0	0	0	0	1	0
TRINITY_DN157097_c0_g1_i1	0	1	0	0	0	0	0	1	0
TRINITY_DN129986_c2_g1_i2	128.038	157.548	83.8403	51.3517	53.4507	53.2568	58.9281	84.3925	82.1064
TRINITY_DN134658_c2_g3_i2	20	9	13	7	19	9	20	28	24
TRINITY_DN132855_c1_g4_i1	39	32	18	28	29	16	43	40	37
TRINITY_DN185421_c0_g1_i1	0	0	0	0	0	0	1	0	0
TRINITY_DN127495_c2_g2_i2	10.2554	4.15487	12.4274	2.07416	9.15301	3.09882	5.30697	34.863	21.5314
TRINITY_DN69033_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN104928_c0_g2_i2	401	82	33	18	16	76	42	82	48
TRINITY_DN82268_c0_g1_i1	1	3	1	3	4	1	2	1	4
TRINITY_DN111216_c0_g3_i1	103	128	67	50	50	70	48	77	77
TRINITY_DN123389_c0_g1_i4	358	329	169	130	290	280	231	510	401
TRINITY_DN133881_c0_g3_i1	24.0478	17.1189	6.02133	2.02869	2	7	0	6.01652	9.03589
TRINITY_DN128620_c0_g1_i1	20	11	11	4	17	30	626	1081	21
TRINITY_DN127186_c5_g6_i1	52.8243	35.3956	34.4733	19.3978	15.1982	44.8473	33.4605	84.8866	51.4172
TRINITY_DN211351_c0_g1_i1	6	5	7	4	3	4	3	3	4
TRINITY_DN115458_c0_g2_i1	1851	1503	1245	828	355	433	560	773	593
TRINITY_DN199543_c0_g1_i1	0	7	9	0	0	0	0	0	0
TRINITY_DN134165_c3_g3_i2	326.709	369	121	136	171	207	261	448	339
TRINITY_DN128662_c2_g1_i3	2762.07	2364.04	1100.04	1108.07	2073.14	1579	1779.13	2091.23	1942.12
TRINITY_DN116152_c0_g4_i1	1995	1845	1008	951	1504	853	1191	1465	1399
TRINITY_DN118115_c0_g2_i2	3	7	3	0	0	1	1	1	0
TRINITY_DN32865_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN69784_c0_g1_i1	1218	801	533	426	535	536	473	614	800
TRINITY_DN121692_c2_g1_i1	320	251.095	179	140	114.08	193	188	407.613	205
TRINITY_DN167212_c0_g1_i1	5	1	3	0	1	1	2	4	4
TRINITY_DN135299_c1_g3_i1	42.0571	58.1769	19.0645	26.204	47.31	56.304	59.9918	63.2275	57.9616
TRINITY_DN125517_c0_g1_i5	332	310	149	174	154	187	301	352	288
TRINITY_DN102024_c0_g2_i1	0	1	0	1	4	0	4	2	5
TRINITY_DN129216_c1_g1_i2	860	864	540	356	331	388	421	676	463
TRINITY_DN84280_c0_g2_i1	7.66087	7.72988	5.11828	9.32617	3.71899	3.01964	15.2352	11.9664	11.0691
TRINITY_DN190855_c0_g1_i1	0	0	0	0	0	1	5	0	0
TRINITY_DN74565_c0_g2_i1	3.98616	0.997832	0	0	0	0	0	0	0
TRINITY_DN115252_c0_g2_i1	69	32	16	20	16	35	111	250	24
TRINITY_DN102938_c0_g1_i1	56	96	43	22.7759	52	35	34	74	102
TRINITY_DN131306_c0_g1_i1	4311	3719	1728	2041	3170	1887	2681	4417	2614
TRINITY_DN187890_c0_g1_i1	1	3	1	0	1	0	1	0	1
TRINITY_DN18623_c0_g1_i1	0	0	0	0	0	1	0	0	0
TRINITY_DN82707_c0_g2_i1	5	8	2	1	3	2	2	10	7
TRINITY_DN134913_c0_g3_i1	28.2577	28.9491	18.0132	25.6369	14.4008	22.6592	13.3143	37.695	28.6777
TRINITY_DN133361_c0_g9_i1	12.393	0	3.08255	0	16.4896	0	0	0	11.2507
TRINITY_DN115052_c1_g1_i1	58	76	43	24	61	52	51	97	55
TRINITY_DN116841_c0_g2_i3	809	1004	318	335	655	461	338	655	868
TRINITY_DN125288_c1_g1_i1	218.264	158.702	94.4405	107.627	143.675	81.5637	75.9093	102.664	97.1313
TRINITY_DN129047_c7_g1_i1	16.1593	14.1411	10.1674	5.02567	11.1939	10.0661	64.7413	176.946	13.1685
TRINITY_DN134968_c1_g1_i1	6613	4757	3171	2274	2830	2240	2658	3330	3878
TRINITY_DN113502_c0_g1_i1	6765	5105	3381	2447	2350	2471	3620	4076	3320
TRINITY_DN38972_c0_g1_i1	1	8	2	1	0	0	1	2	1
TRINITY_DN135422_c2_g1_i2	237	100	65	79	103	81.7061	67	104	68
TRINITY_DN121443_c0_g1_i2	102.181	84.1901	26.0443	43.039	81.0565	52.0802	52.0409	71.1599	58.0991
TRINITY_DN128419_c0_g2_i2	709	455	350	211	291	273	395	638	460
TRINITY_DN136568_c12_g3_i2	446	293	168	170	293	182	191	321	199
TRINITY_DN133527_c2_g2_i4	24523	6249	11473	17114	23960	14891	10339	18727	13893
TRINITY_DN122912_c2_g1_i1	8	8	5	2	5	7	13	30	16
TRINITY_DN125846_c0_g1_i1	172	126	68	70	82	55	76	83	130
TRINITY_DN80724_c0_g1_i1	0	0	0	0	0	0	2	1	1
TRINITY_DN132403_c1_g6_i1	3	6.51765	1	3	6	2	7	27	0
TRINITY_DN90168_c0_g1_i1	2	1	0	0	1	1	1	2	3
TRINITY_DN129074_c0_g1_i1	142.331	87.8933	68.564	51.8089	119.025	124.624	199.22	306.944	173.298
TRINITY_DN119885_c0_g1_i1	1838	1893	1008	782	1175	940	904	1195	1173
TRINITY_DN129547_c1_g1_i1	83.2339	86	59.7659	41.2891	39.0355	53.4024	46.4249	97.4333	47.1329
TRINITY_DN123192_c0_g2_i7	469.531	292.873	168.643	177.142	187.141	245.976	244.902	479.161	368.575
TRINITY_DN131790_c1_g2_i3	525	455	287	194	203	201	283	341	245
TRINITY_DN128811_c0_g4_i1	68.2936	29.5686	10.9218	55.4922	21.1228	26.3991	8.4	20.9925	26.8501
