"gid"	"Log2RPKM"	"sex"	"bias"
"1321"	"TRINITY_DN123456_c0_g3_i1"	-1.74114634374933	"meanmale"	"female"
"1322"	"TRINITY_DN123456_c0_g4_i1"	1.958604944914	"meanmale"	"female"
"1323"	"TRINITY_DN123457_c1_g1_i1"	-0.362434680565026	"meanmale"	"female"
"1324"	"TRINITY_DN123462_c3_g1_i1"	-5.18983956346737	"meanmale"	"female"
"1325"	"TRINITY_DN123462_c3_g2_i2"	1.21066022104204	"meanmale"	"female"
"1326"	"TRINITY_DN123466_c0_g1_i2"	1.41807577411178	"meanmale"	"female"
"1327"	"TRINITY_DN123486_c2_g3_i1"	2.50982493317119	"meanmale"	"female"
"1328"	"TRINITY_DN123516_c0_g2_i1"	3.0864940826922	"meanmale"	"female"
"1329"	"TRINITY_DN123516_c0_g3_i4"	2.6610400063396	"meanmale"	"female"
"1330"	"TRINITY_DN123521_c1_g1_i2"	-0.574924849875717	"meanmale"	"female"
"1331"	"TRINITY_DN123526_c0_g11_i1"	-0.295242569424053	"meanmale"	"female"
"1332"	"TRINITY_DN123537_c0_g3_i1"	-0.236906629764855	"meanmale"	"female"
"1333"	"TRINITY_DN123545_c0_g1_i1"	0.830827682233371	"meanmale"	"female"
"1334"	"TRINITY_DN123557_c0_g2_i1"	0.12809062320946	"meanmale"	"female"
"1335"	"TRINITY_DN123569_c2_g1_i3"	2.2984340088007	"meanmale"	"female"
"1336"	"TRINITY_DN123597_c3_g1_i3"	1.12675660842575	"meanmale"	"female"
"1337"	"TRINITY_DN123601_c1_g5_i1"	2.35473240418818	"meanmale"	"female"
"1338"	"TRINITY_DN123601_c3_g9_i1"	2.08043763523283	"meanmale"	"female"
"1339"	"TRINITY_DN123612_c2_g1_i1"	2.73934255663911	"meanmale"	"female"
"1340"	"TRINITY_DN123619_c0_g1_i5"	3.02924526423402	"meanmale"	"female"
"1341"	"TRINITY_DN123627_c0_g1_i1"	-2.34596809381652	"meanmale"	"female"
"1342"	"TRINITY_DN123628_c0_g2_i3"	2.58676051648662	"meanmale"	"female"
"1343"	"TRINITY_DN123632_c2_g2_i5"	2.0634531484497	"meanmale"	"female"
"1344"	"TRINITY_DN123636_c0_g2_i1"	-0.667037852145363	"meanmale"	"female"
"1345"	"TRINITY_DN123640_c0_g1_i1"	2.17383656205581	"meanmale"	"female"
"1346"	"TRINITY_DN123644_c3_g2_i1"	1.89697858849101	"meanmale"	"female"
"1347"	"TRINITY_DN123649_c5_g1_i1"	0.738678005506362	"meanmale"	"female"
"1348"	"TRINITY_DN123655_c6_g5_i1"	-0.285417925433404	"meanmale"	"female"
"1349"	"TRINITY_DN123658_c4_g2_i1"	1.78841345428722	"meanmale"	"female"
"1350"	"TRINITY_DN123664_c0_g1_i1"	-0.984079024352742	"meanmale"	"female"
"1351"	"TRINITY_DN123672_c0_g1_i1"	3.17542299292588	"meanmale"	"female"
"1352"	"TRINITY_DN123674_c0_g1_i5"	2.9423647004949	"meanmale"	"female"
"1353"	"TRINITY_DN123675_c0_g1_i1"	2.16012636248844	"meanmale"	"female"
"1354"	"TRINITY_DN123679_c0_g1_i1"	1.48282744840578	"meanmale"	"female"
"1355"	"TRINITY_DN123683_c2_g1_i2"	1.30267380608553	"meanmale"	"female"
"1356"	"TRINITY_DN123691_c0_g1_i2"	2.71984248566399	"meanmale"	"female"
"1357"	"TRINITY_DN123696_c0_g1_i1"	-13.2877123795494	"meanmale"	"female"
"1358"	"TRINITY_DN123704_c2_g3_i1"	5.93494215216279	"meanmale"	"female"
"1359"	"TRINITY_DN123704_c2_g4_i2"	3.49281216296857	"meanmale"	"female"
"1360"	"TRINITY_DN123707_c0_g2_i3"	2.91795408180007	"meanmale"	"female"
"1361"	"TRINITY_DN123708_c4_g1_i1"	3.24903095817343	"meanmale"	"female"
"1362"	"TRINITY_DN123710_c0_g1_i1"	-1.88694173994963	"meanmale"	"female"
"1363"	"TRINITY_DN123714_c0_g1_i4"	2.84791060950409	"meanmale"	"female"
"1364"	"TRINITY_DN123715_c0_g1_i1"	3.40807080243885	"meanmale"	"female"
"1365"	"TRINITY_DN123716_c2_g2_i19"	1.52411229702466	"meanmale"	"female"
"1366"	"TRINITY_DN123723_c3_g4_i1"	1.77891547125108	"meanmale"	"female"
"1367"	"TRINITY_DN123729_c0_g2_i2"	0.859376024880801	"meanmale"	"female"
"1368"	"TRINITY_DN123746_c4_g2_i2"	-0.483832213174721	"meanmale"	"female"
"1369"	"TRINITY_DN123750_c2_g7_i3"	2.11194584229269	"meanmale"	"female"
"1370"	"TRINITY_DN123763_c0_g1_i1"	3.14684228227248	"meanmale"	"female"
"1371"	"TRINITY_DN123770_c0_g1_i3"	3.42640265942304	"meanmale"	"female"
"1372"	"TRINITY_DN123779_c0_g3_i1"	2.82206878629904	"meanmale"	"female"
"1373"	"TRINITY_DN123780_c0_g1_i1"	1.44369053768697	"meanmale"	"female"
"1374"	"TRINITY_DN123795_c0_g1_i1"	3.55914359604989	"meanmale"	"female"
"1375"	"TRINITY_DN123796_c0_g1_i1"	1.02115499375107	"meanmale"	"female"
"1376"	"TRINITY_DN123801_c0_g1_i3"	-0.350598851594531	"meanmale"	"female"
"1377"	"TRINITY_DN123802_c0_g1_i3"	1.3443346953707	"meanmale"	"female"
"1378"	"TRINITY_DN123809_c0_g1_i2"	-3.19639949306497	"meanmale"	"female"
"1379"	"TRINITY_DN123809_c0_g2_i2"	-2.35711460533863	"meanmale"	"female"
"1380"	"TRINITY_DN123818_c7_g1_i4"	0.281270998781057	"meanmale"	"female"
"1381"	"TRINITY_DN123821_c0_g1_i1"	-2.33545908163389	"meanmale"	"female"
"1382"	"TRINITY_DN123842_c8_g2_i6"	2.59478398406141	"meanmale"	"female"
"1383"	"TRINITY_DN123854_c0_g3_i2"	1.02135324915475	"meanmale"	"female"
"1384"	"TRINITY_DN123854_c1_g1_i1"	-0.321352534115584	"meanmale"	"female"
"1385"	"TRINITY_DN123859_c0_g1_i3"	3.34639447811714	"meanmale"	"female"
"1386"	"TRINITY_DN123875_c3_g3_i2"	-0.00631256656780358	"meanmale"	"female"
"1387"	"TRINITY_DN123899_c0_g1_i2"	0.856901123801979	"meanmale"	"female"
"1388"	"TRINITY_DN123901_c1_g3_i3"	3.55873832735216	"meanmale"	"female"
"1389"	"TRINITY_DN123927_c0_g1_i2"	1.43571724160539	"meanmale"	"female"
"1390"	"TRINITY_DN123935_c0_g2_i1"	1.05144254598208	"meanmale"	"female"
"1391"	"TRINITY_DN123951_c0_g1_i1"	-1.15486885178326	"meanmale"	"female"
"1392"	"TRINITY_DN123953_c1_g2_i2"	2.27271015255334	"meanmale"	"female"
"1393"	"TRINITY_DN123960_c0_g1_i3"	3.47459772549892	"meanmale"	"female"
"1394"	"TRINITY_DN123962_c0_g1_i1"	1.93544613712348	"meanmale"	"female"
"1395"	"TRINITY_DN123962_c0_g3_i1"	-3.77620352231614	"meanmale"	"female"
"1396"	"TRINITY_DN123962_c2_g2_i1"	-0.0370029567359297	"meanmale"	"female"
"1397"	"TRINITY_DN123972_c0_g2_i1"	2.52966788424572	"meanmale"	"female"
"1398"	"TRINITY_DN123985_c1_g1_i1"	-0.192746786856311	"meanmale"	"female"
"1399"	"TRINITY_DN123988_c0_g3_i1"	-1.73821608212821	"meanmale"	"female"
"1400"	"TRINITY_DN124014_c1_g1_i1"	0.649513460865295	"meanmale"	"female"
"1401"	"TRINITY_DN124015_c2_g3_i1"	2.36885502420057	"meanmale"	"female"
"1402"	"TRINITY_DN124016_c0_g1_i1"	0.873224952498816	"meanmale"	"female"
"1403"	"TRINITY_DN124017_c2_g2_i1"	2.3220315822311	"meanmale"	"female"
"1404"	"TRINITY_DN124030_c4_g1_i1"	2.58500088327243	"meanmale"	"female"
"1405"	"TRINITY_DN124031_c2_g6_i1"	0.00155602280389832	"meanmale"	"female"
"1406"	"TRINITY_DN124040_c1_g1_i1"	2.43409686808274	"meanmale"	"female"
"1407"	"TRINITY_DN124046_c0_g1_i2"	3.07364148138386	"meanmale"	"female"
"1408"	"TRINITY_DN124061_c0_g1_i3"	-3.93910681535067	"meanmale"	"female"
"1409"	"TRINITY_DN124065_c0_g1_i1"	2.73218297210435	"meanmale"	"female"
"1410"	"TRINITY_DN124069_c0_g1_i1"	-0.118133263540714	"meanmale"	"female"
"1411"	"TRINITY_DN124075_c3_g4_i1"	0.87758867860125	"meanmale"	"female"
"1412"	"TRINITY_DN124083_c0_g1_i2"	3.08319602527643	"meanmale"	"female"
"1413"	"TRINITY_DN124091_c0_g1_i1"	1.01304645692906	"meanmale"	"female"
"1414"	"TRINITY_DN124094_c0_g1_i1"	0.224838805163554	"meanmale"	"female"
"1415"	"TRINITY_DN124098_c0_g1_i2"	2.11349790773446	"meanmale"	"female"
"1416"	"TRINITY_DN124109_c0_g2_i3"	2.86065026798892	"meanmale"	"female"
"1417"	"TRINITY_DN124109_c1_g1_i1"	2.34731657417763	"meanmale"	"female"
"1418"	"TRINITY_DN124116_c0_g3_i1"	2.5535025388866	"meanmale"	"female"
"1419"	"TRINITY_DN124126_c0_g1_i3"	2.69108957520667	"meanmale"	"female"
"1420"	"TRINITY_DN124133_c0_g2_i4"	0.836388970928169	"meanmale"	"female"
"1421"	"TRINITY_DN124133_c1_g1_i1"	3.91443321058433	"meanmale"	"female"
"1422"	"TRINITY_DN124147_c1_g3_i2"	-2.86337383510744	"meanmale"	"female"
"1423"	"TRINITY_DN124153_c8_g1_i1"	4.09553111978539	"meanmale"	"female"
"1424"	"TRINITY_DN124153_c8_g3_i3"	5.41456985944569	"meanmale"	"female"
"1425"	"TRINITY_DN124155_c0_g1_i1"	0.269000520425943	"meanmale"	"female"
"1426"	"TRINITY_DN124163_c0_g1_i1"	-1.26898698794461	"meanmale"	"female"
"1427"	"TRINITY_DN124165_c0_g1_i7"	-1.71965619648301	"meanmale"	"female"
"1428"	"TRINITY_DN124176_c0_g2_i1"	2.6669509518454	"meanmale"	"female"
"1429"	"TRINITY_DN124180_c0_g4_i1"	0.991108267160918	"meanmale"	"female"
"1430"	"TRINITY_DN124183_c4_g2_i1"	3.51619051543187	"meanmale"	"female"
"1431"	"TRINITY_DN124186_c1_g1_i1"	2.78534959456147	"meanmale"	"female"
"1432"	"TRINITY_DN124190_c0_g2_i1"	0.848557702683883	"meanmale"	"female"
"1433"	"TRINITY_DN124202_c0_g1_i1"	-0.217353589495909	"meanmale"	"female"
"1434"	"TRINITY_DN124211_c1_g1_i1"	5.9645891535655	"meanmale"	"female"
"1435"	"TRINITY_DN124220_c0_g1_i2"	2.61981604696844	"meanmale"	"female"
"1436"	"TRINITY_DN124226_c0_g1_i1"	-13.2877123795494	"meanmale"	"female"
"1437"	"TRINITY_DN124230_c0_g1_i7"	3.57746218171214	"meanmale"	"female"
"1438"	"TRINITY_DN124234_c1_g1_i2"	-3.78421894348467	"meanmale"	"female"
"1439"	"TRINITY_DN124238_c0_g1_i1"	1.82821639078459	"meanmale"	"female"
"1440"	"TRINITY_DN124241_c0_g2_i2"	4.46205723032246	"meanmale"	"female"
"1441"	"TRINITY_DN124247_c2_g2_i1"	3.47118416607778	"meanmale"	"female"
"1442"	"TRINITY_DN124247_c2_g3_i1"	2.82046295782521	"meanmale"	"female"
"1443"	"TRINITY_DN124252_c0_g1_i3"	0.815027769698058	"meanmale"	"female"
"1444"	"TRINITY_DN124263_c0_g1_i1"	-1.71771437222338	"meanmale"	"female"
"1445"	"TRINITY_DN124265_c0_g1_i2"	4.28957278677091	"meanmale"	"female"
"1446"	"TRINITY_DN124280_c3_g2_i1"	0.653439422766191	"meanmale"	"female"
"1447"	"TRINITY_DN124285_c0_g1_i3"	0.0373739690375142	"meanmale"	"female"
"1448"	"TRINITY_DN124286_c0_g1_i1"	2.37759105007329	"meanmale"	"female"
"1449"	"TRINITY_DN124305_c4_g1_i5"	2.55542950285672	"meanmale"	"female"
"1450"	"TRINITY_DN124306_c2_g1_i1"	0.517046405506275	"meanmale"	"female"
"1451"	"TRINITY_DN124309_c0_g1_i3"	3.29793751419597	"meanmale"	"female"
"1452"	"TRINITY_DN124317_c0_g1_i6"	2.75122571926864	"meanmale"	"female"
"1453"	"TRINITY_DN124322_c0_g1_i1"	1.2228046912628	"meanmale"	"female"
"1454"	"TRINITY_DN124325_c0_g1_i1"	-2.03136776991478	"meanmale"	"female"
"1455"	"TRINITY_DN124331_c1_g1_i2"	-1.77683676057569	"meanmale"	"female"
"1456"	"TRINITY_DN124331_c1_g6_i5"	2.89571751359923	"meanmale"	"female"
"1457"	"TRINITY_DN124336_c0_g2_i1"	-3.70680550824806	"meanmale"	"female"
"1458"	"TRINITY_DN124339_c3_g2_i2"	1.90265861160796	"meanmale"	"female"
"1459"	"TRINITY_DN124339_c4_g2_i1"	-1.26055075480704	"meanmale"	"female"
"1460"	"TRINITY_DN124339_c4_g3_i4"	-1.88218444613534	"meanmale"	"female"
"1461"	"TRINITY_DN124339_c5_g1_i1"	1.98846317335051	"meanmale"	"female"
"1462"	"TRINITY_DN124339_c5_g2_i2"	1.92057658174703	"meanmale"	"female"
"1463"	"TRINITY_DN124340_c1_g1_i4"	1.67794952902636	"meanmale"	"female"
"1464"	"TRINITY_DN124342_c3_g1_i3"	1.75685368829093	"meanmale"	"female"
"1465"	"TRINITY_DN124351_c0_g1_i8"	3.13157082047891	"meanmale"	"female"
"1466"	"TRINITY_DN124356_c7_g4_i1"	4.94896051695563	"meanmale"	"female"
"1467"	"TRINITY_DN124362_c0_g1_i2"	3.01902752425763	"meanmale"	"female"
"1468"	"TRINITY_DN124365_c0_g1_i1"	0.181592349361831	"meanmale"	"female"
"1469"	"TRINITY_DN124370_c0_g1_i1"	5.09878866100357	"meanmale"	"female"
"1470"	"TRINITY_DN124385_c4_g1_i3"	5.8226154041797	"meanmale"	"female"
"1471"	"TRINITY_DN124389_c0_g1_i1"	-13.2877123795494	"meanmale"	"female"
"1472"	"TRINITY_DN124404_c2_g1_i10"	1.35852675374826	"meanmale"	"female"
"1473"	"TRINITY_DN124410_c0_g4_i3"	0.593840634932286	"meanmale"	"female"
"1474"	"TRINITY_DN124411_c0_g2_i4"	2.64685538483019	"meanmale"	"female"
"1475"	"TRINITY_DN124416_c2_g1_i1"	3.86965279105448	"meanmale"	"female"
"1476"	"TRINITY_DN124419_c1_g4_i1"	0.0298872071350168	"meanmale"	"female"
"1477"	"TRINITY_DN124420_c1_g1_i2"	3.02523832836622	"meanmale"	"female"
"1478"	"TRINITY_DN124427_c8_g1_i1"	2.80838934557652	"meanmale"	"female"
"1479"	"TRINITY_DN124438_c0_g1_i1"	-3.18348043949977	"meanmale"	"female"
"1480"	"TRINITY_DN124440_c0_g1_i6"	4.3644189482257	"meanmale"	"female"
"1481"	"TRINITY_DN124445_c0_g3_i2"	2.76720819381836	"meanmale"	"female"
"1482"	"TRINITY_DN124446_c1_g1_i2"	2.6454712044902	"meanmale"	"female"
"1483"	"TRINITY_DN124448_c4_g1_i1"	-13.2877123795494	"meanmale"	"female"
"1484"	"TRINITY_DN124453_c0_g1_i4"	0.898410672221094	"meanmale"	"female"
"1485"	"TRINITY_DN124459_c0_g1_i1"	2.79246804140494	"meanmale"	"female"
"1486"	"TRINITY_DN124462_c0_g1_i2"	1.99820344848692	"meanmale"	"female"
"1487"	"TRINITY_DN124463_c0_g2_i3"	2.37514851610422	"meanmale"	"female"
"1488"	"TRINITY_DN124474_c0_g2_i2"	2.13502198479056	"meanmale"	"female"
"1489"	"TRINITY_DN124490_c6_g3_i7"	1.88049121540164	"meanmale"	"female"
"1490"	"TRINITY_DN124490_c6_g4_i1"	2.92137110838237	"meanmale"	"female"
"1491"	"TRINITY_DN124491_c7_g2_i1"	0.279033081673251	"meanmale"	"female"
"1492"	"TRINITY_DN124496_c0_g3_i4"	0.316206486394163	"meanmale"	"female"
"1493"	"TRINITY_DN124497_c3_g1_i2"	1.26480140797461	"meanmale"	"female"
"1494"	"TRINITY_DN124500_c2_g1_i2"	3.60257086890389	"meanmale"	"female"
"1495"	"TRINITY_DN124500_c2_g8_i1"	-0.156985604022229	"meanmale"	"female"
"1496"	"TRINITY_DN124503_c1_g2_i2"	2.08423961348727	"meanmale"	"female"
"1497"	"TRINITY_DN124509_c0_g1_i1"	-0.978961068332807	"meanmale"	"female"
"1498"	"TRINITY_DN124510_c0_g1_i1"	0.339824044684501	"meanmale"	"female"
"1499"	"TRINITY_DN124511_c0_g1_i1"	5.07935235530461	"meanmale"	"female"
"1500"	"TRINITY_DN124511_c1_g1_i3"	2.92328702255814	"meanmale"	"female"
"1501"	"TRINITY_DN124520_c1_g1_i1"	3.88960378579507	"meanmale"	"female"
"1502"	"TRINITY_DN124521_c0_g1_i1"	1.02448766772938	"meanmale"	"female"
"1503"	"TRINITY_DN124523_c1_g1_i1"	-0.469738040087684	"meanmale"	"female"
"1504"	"TRINITY_DN124534_c3_g3_i1"	-0.199146995805916	"meanmale"	"female"
"1505"	"TRINITY_DN124573_c0_g2_i1"	-2.52029185952935	"meanmale"	"female"
"1506"	"TRINITY_DN124577_c0_g1_i1"	3.11790661461627	"meanmale"	"female"
"1507"	"TRINITY_DN124579_c0_g1_i3"	-0.014594388963548	"meanmale"	"female"
"1508"	"TRINITY_DN124588_c4_g2_i1"	3.89930131288146	"meanmale"	"female"
"1509"	"TRINITY_DN124597_c0_g1_i1"	-0.197399446378701	"meanmale"	"female"
"1510"	"TRINITY_DN124598_c1_g1_i1"	1.93852772802437	"meanmale"	"female"
"1511"	"TRINITY_DN124609_c0_g1_i1"	-2.49357727575822	"meanmale"	"female"
"1512"	"TRINITY_DN124615_c0_g1_i1"	2.47617013304035	"meanmale"	"female"
"1513"	"TRINITY_DN124616_c3_g1_i2"	0.0462605435108443	"meanmale"	"female"
"1514"	"TRINITY_DN124616_c3_g3_i1"	1.13173568933199	"meanmale"	"female"
"1515"	"TRINITY_DN124621_c1_g2_i1"	2.69445372756958	"meanmale"	"female"
"1516"	"TRINITY_DN124621_c1_g3_i2"	3.96975828214799	"meanmale"	"female"
"1517"	"TRINITY_DN124631_c0_g1_i5"	6.64405236617838	"meanmale"	"female"
"1518"	"TRINITY_DN124645_c0_g1_i1"	2.55624787550928	"meanmale"	"female"
"1519"	"TRINITY_DN124646_c0_g1_i1"	1.04859050980521	"meanmale"	"female"
"1520"	"TRINITY_DN124649_c0_g1_i1"	-3.11543375704674	"meanmale"	"female"
"1521"	"TRINITY_DN124650_c4_g3_i2"	1.9076190512756	"meanmale"	"female"
"1522"	"TRINITY_DN124651_c3_g3_i3"	3.14870894808023	"meanmale"	"female"
"1523"	"TRINITY_DN124656_c2_g1_i8"	1.70943837513115	"meanmale"	"female"
"1524"	"TRINITY_DN124665_c1_g1_i1"	4.14502975574807	"meanmale"	"female"
"1525"	"TRINITY_DN124667_c1_g2_i1"	0.731276117145605	"meanmale"	"female"
"1526"	"TRINITY_DN124680_c0_g2_i3"	-0.866612341217878	"meanmale"	"female"
"1527"	"TRINITY_DN124685_c0_g2_i1"	0.394709140465085	"meanmale"	"female"
"1528"	"TRINITY_DN124686_c2_g1_i1"	2.18776108665188	"meanmale"	"female"
"1529"	"TRINITY_DN124691_c2_g2_i5"	3.67175488934784	"meanmale"	"female"
"1530"	"TRINITY_DN124703_c0_g1_i1"	0.226187964761859	"meanmale"	"female"
"1531"	"TRINITY_DN124708_c2_g1_i1"	5.65541516668696	"meanmale"	"female"
"1532"	"TRINITY_DN124714_c0_g1_i1"	1.81135102564541	"meanmale"	"female"
"1533"	"TRINITY_DN124732_c1_g2_i1"	2.94849736891	"meanmale"	"female"
"1534"	"TRINITY_DN124746_c10_g3_i2"	0.398049455319106	"meanmale"	"female"
"1535"	"TRINITY_DN124747_c0_g1_i2"	3.47475507396913	"meanmale"	"female"
"1536"	"TRINITY_DN124749_c0_g1_i1"	2.29147998081989	"meanmale"	"female"
"1537"	"TRINITY_DN124761_c0_g1_i1"	3.95824359956379	"meanmale"	"female"
"1538"	"TRINITY_DN124764_c1_g1_i2"	0.6819559923457	"meanmale"	"female"
"1539"	"TRINITY_DN124765_c5_g3_i1"	2.07900684464687	"meanmale"	"female"
"1540"	"TRINITY_DN124768_c1_g3_i1"	4.58307519870739	"meanmale"	"female"
"1541"	"TRINITY_DN124769_c2_g1_i16"	1.48675913114569	"meanmale"	"female"
"1542"	"TRINITY_DN124784_c1_g2_i1"	1.41680577117785	"meanmale"	"female"
"1543"	"TRINITY_DN124792_c0_g2_i1"	3.29993532827474	"meanmale"	"female"
"1544"	"TRINITY_DN124802_c6_g1_i2"	5.23556115699951	"meanmale"	"female"
"1545"	"TRINITY_DN124802_c6_g3_i1"	2.22486276507861	"meanmale"	"female"
"1546"	"TRINITY_DN124809_c0_g2_i2"	2.74782550370887	"meanmale"	"female"
"1547"	"TRINITY_DN124812_c0_g1_i2"	1.57160094510934	"meanmale"	"female"
"1548"	"TRINITY_DN124814_c0_g1_i1"	-1.05581643163483	"meanmale"	"female"
"1549"	"TRINITY_DN124818_c1_g1_i2"	2.35108581806062	"meanmale"	"female"
"1550"	"TRINITY_DN124831_c8_g3_i6"	4.54314753156681	"meanmale"	"female"
"1551"	"TRINITY_DN124832_c11_g3_i2"	2.96372725269908	"meanmale"	"female"
"1552"	"TRINITY_DN124832_c12_g1_i1"	-4.24109535423995	"meanmale"	"female"
"1553"	"TRINITY_DN124832_c6_g2_i5"	0.98725351627206	"meanmale"	"female"
"1554"	"TRINITY_DN124832_c9_g3_i2"	4.04762593979292	"meanmale"	"female"
"1555"	"TRINITY_DN124854_c0_g1_i5"	-0.0438821994361563	"meanmale"	"female"
"1556"	"TRINITY_DN124855_c0_g3_i1"	2.7527206833361	"meanmale"	"female"
"1557"	"TRINITY_DN124855_c0_g8_i1"	0.103492944740247	"meanmale"	"female"
"1558"	"TRINITY_DN124855_c0_g9_i1"	2.11066816717448	"meanmale"	"female"
"1559"	"TRINITY_DN124856_c0_g1_i2"	4.14318327459511	"meanmale"	"female"
"1560"	"TRINITY_DN124862_c1_g2_i1"	0.448664937935538	"meanmale"	"female"
"1561"	"TRINITY_DN124864_c5_g3_i3"	2.73169583267823	"meanmale"	"female"
"1562"	"TRINITY_DN124873_c0_g1_i3"	3.0006363604545	"meanmale"	"female"
"1563"	"TRINITY_DN124874_c2_g2_i1"	0.954910824315893	"meanmale"	"female"
"1564"	"TRINITY_DN124883_c0_g1_i1"	3.30452016814142	"meanmale"	"female"
"1565"	"TRINITY_DN124886_c0_g1_i1"	4.27191036768972	"meanmale"	"female"
"1566"	"TRINITY_DN124890_c0_g3_i1"	2.07683504157068	"meanmale"	"female"
"1567"	"TRINITY_DN124907_c0_g1_i1"	-4.07819506073183	"meanmale"	"female"
"1568"	"TRINITY_DN124911_c0_g2_i4"	2.56346186734752	"meanmale"	"female"
"1569"	"TRINITY_DN124913_c0_g1_i4"	2.02426493234839	"meanmale"	"female"
"1570"	"TRINITY_DN124922_c6_g7_i1"	3.24474943883094	"meanmale"	"female"
"1571"	"TRINITY_DN124936_c2_g1_i2"	-0.610590771446325	"meanmale"	"female"
"1572"	"TRINITY_DN124941_c0_g1_i1"	1.45397319029714	"meanmale"	"female"
"1573"	"TRINITY_DN124943_c1_g1_i1"	0.909294174558066	"meanmale"	"female"
"1574"	"TRINITY_DN124951_c0_g3_i3"	-1.77917617729772	"meanmale"	"female"
"1575"	"TRINITY_DN124954_c5_g3_i6"	4.84741915766611	"meanmale"	"female"
"1576"	"TRINITY_DN124959_c2_g1_i1"	2.73764853078251	"meanmale"	"female"
"1577"	"TRINITY_DN124959_c2_g4_i7"	3.2483687692043	"meanmale"	"female"
"1578"	"TRINITY_DN124967_c2_g1_i1"	0.230606042125158	"meanmale"	"female"
"1579"	"TRINITY_DN124968_c0_g1_i2"	2.09862048884927	"meanmale"	"female"
"1580"	"TRINITY_DN124970_c0_g1_i4"	2.43116357954731	"meanmale"	"female"
"1581"	"TRINITY_DN124997_c9_g4_i3"	1.68808354158456	"meanmale"	"female"
"1582"	"TRINITY_DN124999_c0_g1_i1"	1.71018967574338	"meanmale"	"female"
"1583"	"TRINITY_DN125002_c0_g1_i1"	0.978841762061548	"meanmale"	"female"
"1584"	"TRINITY_DN125009_c0_g1_i1"	-0.742974467181083	"meanmale"	"female"
"1585"	"TRINITY_DN125015_c1_g1_i1"	1.00506428235991	"meanmale"	"female"
"1586"	"TRINITY_DN125018_c0_g1_i1"	1.65206592509414	"meanmale"	"female"
"1587"	"TRINITY_DN125025_c0_g1_i2"	-0.435552428944295	"meanmale"	"female"
"1588"	"TRINITY_DN125033_c0_g2_i2"	2.97329788132437	"meanmale"	"female"
"1589"	"TRINITY_DN125043_c0_g2_i6"	2.31415540291417	"meanmale"	"female"
"1590"	"TRINITY_DN125045_c0_g1_i2"	3.24202896265216	"meanmale"	"female"
"1591"	"TRINITY_DN125052_c1_g2_i1"	2.53635748916282	"meanmale"	"female"
"1592"	"TRINITY_DN125054_c0_g1_i2"	0.138754426991972	"meanmale"	"female"
"1593"	"TRINITY_DN125054_c0_g2_i1"	-0.157584878589909	"meanmale"	"female"
"1594"	"TRINITY_DN125062_c0_g1_i2"	1.89302692624223	"meanmale"	"female"
"1595"	"TRINITY_DN125065_c0_g1_i1"	-1.40649192014035	"meanmale"	"female"
"1596"	"TRINITY_DN125066_c0_g1_i1"	4.68002402745041	"meanmale"	"female"
"1597"	"TRINITY_DN125068_c2_g1_i2"	2.99517503408083	"meanmale"	"female"
"1598"	"TRINITY_DN125072_c0_g2_i1"	3.96738330621119	"meanmale"	"female"
"1599"	"TRINITY_DN125076_c0_g1_i6"	3.73738735309764	"meanmale"	"female"
"1600"	"TRINITY_DN125092_c6_g5_i2"	3.59170259608177	"meanmale"	"female"
"1601"	"TRINITY_DN125104_c0_g8_i5"	4.25416157431964	"meanmale"	"female"
"1602"	"TRINITY_DN125113_c2_g1_i3"	-0.158268301241832	"meanmale"	"female"
"1603"	"TRINITY_DN125119_c3_g1_i1"	-13.2877123795494	"meanmale"	"female"
"1604"	"TRINITY_DN125119_c3_g3_i1"	-13.2877123795494	"meanmale"	"female"
"1605"	"TRINITY_DN125119_c3_g4_i1"	-1.98632520247272	"meanmale"	"female"
"1606"	"TRINITY_DN125119_c3_g6_i1"	-1.32056133210069	"meanmale"	"female"
"1607"	"TRINITY_DN125122_c0_g1_i3"	2.3390226096869	"meanmale"	"female"
"1608"	"TRINITY_DN125127_c2_g1_i1"	1.70767301261763	"meanmale"	"female"
"1609"	"TRINITY_DN125133_c0_g1_i3"	-0.449612279504518	"meanmale"	"female"
"1610"	"TRINITY_DN125133_c0_g2_i7"	-0.164671889687067	"meanmale"	"female"
"1611"	"TRINITY_DN125134_c9_g1_i2"	3.80641024905502	"meanmale"	"female"
"1612"	"TRINITY_DN125136_c4_g1_i2"	3.61615450196	"meanmale"	"female"
"1613"	"TRINITY_DN125143_c3_g4_i3"	-3.0948180907547	"meanmale"	"female"
"1614"	"TRINITY_DN125147_c0_g1_i3"	1.30329356981347	"meanmale"	"female"
"1615"	"TRINITY_DN125155_c0_g3_i1"	0.157314738402768	"meanmale"	"female"
"1616"	"TRINITY_DN125156_c0_g2_i2"	1.84396153595262	"meanmale"	"female"
"1617"	"TRINITY_DN125176_c0_g1_i1"	4.32622260390295	"meanmale"	"female"
"1618"	"TRINITY_DN125185_c1_g1_i1"	2.9190083066309	"meanmale"	"female"
"1619"	"TRINITY_DN125186_c3_g1_i6"	1.72765940338865	"meanmale"	"female"
"1620"	"TRINITY_DN125191_c5_g6_i1"	-1.35781533254607	"meanmale"	"female"
"1621"	"TRINITY_DN125192_c1_g1_i6"	-0.234968992633033	"meanmale"	"female"
"1622"	"TRINITY_DN125199_c1_g1_i4"	1.0473937818745	"meanmale"	"female"
