log2PRKM	Sex	Bias
0.5940447782	"meanmale"	"male"
0.8888934544	"meanmale"	"male"
1.2330209396	"meanmale"	"male"
1.0677932986	"meanmale"	"male"
0.344432708	"meanmale"	"male"
0.8147407092	"meanmale"	"male"
0.5376494992	"meanmale"	"male"
3.3063305582	"meanmale"	"male"
1.539989327	"meanmale"	"male"
0.8741279216	"meanmale"	"male"
0.2564929322	"meanmale"	"male"
0.916546237	"meanmale"	"male"
0.2873946654	"meanmale"	"male"
0.587746531	"meanmale"	"male"
0.5173956332	"meanmale"	"male"
0.0710103548	"meanmale"	"male"
0.8167764738	"meanmale"	"male"
0.8409551918	"meanmale"	"male"
-0.2781655216	"meanmale"	"male"
0.9727282244	"meanmale"	"male"
1.3770707358	"meanmale"	"male"
0.7515268646	"meanmale"	"male"
0.5476129738	"meanmale"	"male"
0.1062242012	"meanmale"	"male"
0.5817443934	"meanmale"	"male"
1.2244316432	"meanmale"	"male"
1.4047780214	"meanmale"	"male"
0.9173137228	"meanmale"	"male"
-0.400222899	"meanmale"	"male"
NA	"meanmale"	"male"
0.6065230978	"meanmale"	"male"
0.3280800878	"meanmale"	"male"
3.6749807822	"meanmale"	"male"
0.695151998	"meanmale"	"male"
0.6914693594	"meanmale"	"male"
-0.2177172738	"meanmale"	"male"
0.971134472	"meanmale"	"male"
1.7847017254	"meanmale"	"male"
0.6603282864	"meanmale"	"male"
0.8432948024	"meanmale"	"male"
1.6533187788	"meanmale"	"male"
1.2117184594	"meanmale"	"male"
1.3975059224	"meanmale"	"male"
0.3147385928	"meanmale"	"male"
0.3689725118	"meanmale"	"male"
0.457290452	"meanmale"	"male"
0.522227984	"meanmale"	"male"
0.7787005722	"meanmale"	"male"
1.5140170264	"meanmale"	"male"
0.2660074634	"meanmale"	"male"
1.1789594106	"meanmale"	"male"
-0.0415698654	"meanmale"	"male"
1.9076133616	"meanmale"	"male"
1.4272559974	"meanmale"	"male"
1.2847916916	"meanmale"	"male"
0.5098787402	"meanmale"	"male"
0.966196489	"meanmale"	"male"
1.9462892442	"meanmale"	"male"
0.895059926	"meanmale"	"male"
2.3561768122	"meanmale"	"male"
0.6172976062	"meanmale"	"male"
0.6870744946	"meanmale"	"male"
0.6552356344	"meanmale"	"male"
0.3462649428	"meanmale"	"male"
-0.0191346808	"meanmale"	"male"
0.105974371	"meanmale"	"male"
0.3733831974	"meanmale"	"male"
0.6351628042	"meanmale"	"male"
0.6745103254	"meanmale"	"male"
2.6474720444	"meanmale"	"male"
3.0664298438	"meanmale"	"male"
0.445101031	"meanmale"	"male"
2.7528414714	"meanmale"	"male"
2.820524489	"meanmale"	"male"
0.5185958114	"meanmale"	"male"
0.1527213664	"meanmale"	"male"
1.032409801	"meanmale"	"male"
0.7470442288	"meanmale"	"male"
2.3007453614	"meanmale"	"male"
0.2643383634	"meanmale"	"male"
1.2797758842	"meanmale"	"male"
1.7730939266	"meanmale"	"male"
2.0642693592	"meanmale"	"male"
1.1386102214	"meanmale"	"male"
0.4837524376	"meanmale"	"male"
1.9674510724	"meanmale"	"male"
0.7815176974	"meanmale"	"male"
0.6718281058	"meanmale"	"male"
0.8696922054	"meanmale"	"male"
1.7138409042	"meanmale"	"male"
1.004346673	"meanmale"	"male"
0.9669815606	"meanmale"	"male"
0.5854458624	"meanmale"	"male"
-0.110658069	"meanmale"	"male"
-0.0275124572	"meanmale"	"male"
0.3721065942	"meanmale"	"male"
1.5889207794	"meanmale"	"male"
1.2489647338	"meanmale"	"male"
1.1326435452	"meanmale"	"male"
-0.3835476656	"meanmale"	"male"
1.1948777518	"meanmale"	"male"
0.3579197538	"meanmale"	"male"
2.2370896688	"meanmale"	"male"
0.9587122438	"meanmale"	"male"
-0.6152218354	"meanmale"	"male"
0.2974513204	"meanmale"	"male"
1.6272116238	"meanmale"	"male"
1.4177038306	"meanmale"	"male"
1.457275169	"meanmale"	"male"
0.7098229124	"meanmale"	"male"
0.100634181	"meanmale"	"male"
0.6938680486	"meanmale"	"male"
1.7868334778	"meanmale"	"male"
0.7384666128	"meanmale"	"male"
1.225594789	"meanmale"	"male"
1.1471989432	"meanmale"	"male"
1.7166497294	"meanmale"	"male"
0.6960747218	"meanmale"	"male"
0.7147302444	"meanmale"	"male"
0.1587014158	"meanmale"	"male"
1.8067993252	"meanmale"	"male"
0.5822947214	"meanmale"	"male"
1.238865326	"meanmale"	"male"
0.4683641146	"meanmale"	"male"
0.0541085288	"meanmale"	"male"
0.8789406598	"meanmale"	"male"
0.7963640844	"meanmale"	"male"
0.696508963	"meanmale"	"male"
0.5374689656	"meanmale"	"male"
1.392629205	"meanmale"	"male"
0.0479870968	"meanmale"	"male"
1.4347794452	"meanmale"	"male"
1.0960187196	"meanmale"	"male"
0.298411632	"meanmale"	"male"
1.792488053	"meanmale"	"male"
0.7470427658	"meanmale"	"male"
1.2129731472	"meanmale"	"male"
3.5214288694	"meanmale"	"male"
1.5209285734	"meanmale"	"male"
1.5941556678	"meanmale"	"male"
0.5673856192	"meanmale"	"male"
0.710396896	"meanmale"	"male"
0.3723989222	"meanmale"	"male"
0.3631433218	"meanmale"	"male"
1.5711191144	"meanmale"	"male"
1.0646851278	"meanmale"	"male"
1.1969416572	"meanmale"	"male"
0.559903082	"meanmale"	"male"
0.8435073362	"meanmale"	"male"
1.3656175668	"meanmale"	"male"
1.6672082794	"meanmale"	"male"
0.1779037836	"meanmale"	"male"
1.349261362	"meanmale"	"male"
-0.257818872	"meanmale"	"male"
0.7771516134	"meanmale"	"male"
1.3189957022	"meanmale"	"male"
0.7100870888	"meanmale"	"male"
1.6003846826	"meanmale"	"male"
1.018599895	"meanmale"	"male"
-0.0603097832	"meanmale"	"male"
0.2283224034	"meanmale"	"male"
0.929630295	"meanmale"	"male"
0.8706723578	"meanmale"	"male"
1.8418503758	"meanmale"	"male"
0.4258268762	"meanmale"	"male"
0.0558587904	"meanmale"	"male"
0.7434231224	"meanmale"	"male"
0.6031694236	"meanmale"	"male"
0.2352205802	"meanmale"	"male"
0.2780649096	"meanmale"	"male"
-0.0554395292	"meanmale"	"male"
0.438515215	"meanmale"	"male"
0.5430616022	"meanmale"	"male"
1.2224235606	"meanmale"	"male"
1.1024441918	"meanmale"	"male"
0.6256010796	"meanmale"	"male"
1.1605526884	"meanmale"	"male"
0.4091693278	"meanmale"	"male"
3.4794420596	"meanmale"	"male"
0.7771582732	"meanmale"	"male"
1.092119597	"meanmale"	"male"
0.778873009	"meanmale"	"male"
1.2132352872	"meanmale"	"male"
0.7798290576	"meanmale"	"male"
1.273425448	"meanmale"	"male"
2.095473233	"meanmale"	"male"
1.8164373892	"meanmale"	"male"
0.8112768364	"meanmale"	"male"
0.7534701312	"meanmale"	"male"
1.4042827348	"meanmale"	"male"
1.661394314	"meanmale"	"male"
1.4187215632	"meanmale"	"male"
0.6145750048	"meanmale"	"male"
0.1394376674	"meanmale"	"male"
1.4615457094	"meanmale"	"male"
1.0149247354	"meanmale"	"male"
0.4495685798	"meanmale"	"male"
1.0092874804	"meanmale"	"male"
0.11345501	"meanmale"	"male"
0.5150552464	"meanmale"	"male"
-0.2674260794	"meanmale"	"male"
0.72477806	"meanmale"	"male"
0.4120020184	"meanmale"	"male"
-0.0012755646	"meanmale"	"male"
0.9221025298	"meanmale"	"male"
0.204075136	"meanmale"	"male"
0.8758614748	"meanmale"	"male"
0.3542824488	"meanmale"	"male"
0.3029025498	"meanmale"	"male"
0.3091650442	"meanmale"	"male"
1.0800087976	"meanmale"	"male"
0.2337467796	"meanmale"	"male"
1.1739102664	"meanmale"	"male"
0.9098163724	"meanmale"	"male"
0.80158422	"meanmale"	"male"
0.1545146692	"meanmale"	"male"
0.4428573788	"meanmale"	"male"
1.0907382644	"meanmale"	"male"
1.3190633446	"meanmale"	"male"
0.7532210994	"meanmale"	"male"
1.4034914774	"meanmale"	"male"
0.1845282686	"meanmale"	"male"
0.1655354382	"meanmale"	"male"
1.3859315114	"meanmale"	"male"
1.3478448766	"meanmale"	"male"
0.7628145306	"meanmale"	"male"
-0.2166052664	"meanmale"	"male"
0.0506579962	"meanmale"	"male"
0.1579584856	"meanmale"	"male"
0.2318385868	"meanmale"	"male"
-0.1378856696	"meanmale"	"male"
0.1864492154	"meanmale"	"male"
0.3225062022	"meanmale"	"male"
1.5665501572	"meanmale"	"male"
0.5405605812	"meanmale"	"male"
0.689105641	"meanmale"	"male"
1.1127403334	"meanmale"	"male"
0.7457991024	"meanmale"	"male"
0.9662282838	"meanmale"	"male"
0.6269795088	"meanmale"	"male"
0.1733600548	"meanmale"	"male"
0.7896726064	"meanmale"	"male"
0.1618541944	"meanmale"	"male"
0.1489753514	"meanmale"	"male"
0.5114386534	"meanmale"	"male"
2.061948259	"meanmale"	"male"
1.825706913	"meanmale"	"male"
1.5087346924	"meanmale"	"male"
0.7280580416	"meanmale"	"male"
0.6574204612	"meanmale"	"male"
0.887487297	"meanmale"	"male"
1.5420892252	"meanmale"	"male"
0.9389935374	"meanmale"	"male"
1.5046477594	"meanmale"	"male"
0.4771652032	"meanmale"	"male"
-0.1860044408	"meanmale"	"male"
0.6544365248	"meanmale"	"male"
0.9854875272	"meanmale"	"male"
0.882818503	"meanmale"	"male"
-0.239427384	"meanmale"	"male"
0.2625708388	"meanmale"	"male"
0.7952196072	"meanmale"	"male"
0.2832326042	"meanmale"	"male"
0.3077605674	"meanmale"	"male"
0.5106210098	"meanmale"	"male"
0.0826468824	"meanmale"	"male"
0.6554941768	"meanmale"	"male"
0.6778647378	"meanmale"	"male"
0.1822123974	"meanmale"	"male"
1.3097055036	"meanmale"	"male"
1.4388745472	"meanmale"	"male"
0.8924284416	"meanmale"	"male"
3.3339396294	"meanmale"	"male"
0.9304777132	"meanmale"	"male"
1.2141874568	"meanmale"	"male"
1.1461296986	"meanmale"	"male"
0.0174919322	"meanmale"	"male"
1.2365423724	"meanmale"	"male"
0.3338925976	"meanmale"	"male"
3.5011893246	"meanmale"	"male"
0.632610248	"meanmale"	"male"
0.5739697976	"meanmale"	"male"
0.3297045934	"meanmale"	"male"
-0.0491756912	"meanmale"	"male"
-0.321123748	"meanmale"	"male"
0.058600866	"meanmale"	"male"
-0.1879534644	"meanmale"	"male"
-0.1124431704	"meanmale"	"male"
0.1735482	"meanmale"	"male"
0.6310263694	"meanmale"	"male"
0.9025820562	"meanmale"	"male"
0.0954577618	"meanmale"	"male"
0.7225704864	"meanmale"	"male"
0.903671621	"meanmale"	"male"
1.6192711734	"meanmale"	"male"
0.3041974088	"meanmale"	"male"
0.798516972	"meanmale"	"male"
-0.028847618	"meanmale"	"male"
0.9540005938	"meanmale"	"male"
1.1025137984	"meanmale"	"male"
1.006879747	"meanmale"	"male"
0.3946501542	"meanmale"	"male"
0.8569622054	"meanmale"	"male"
0.6785479898	"meanmale"	"male"
1.5857936158	"meanmale"	"male"
0.5683756284	"meanmale"	"male"
0.2666979222	"meanmale"	"male"
0.2816175616	"meanmale"	"male"
0.6610113054	"meanmale"	"male"
0.4778175096	"meanmale"	"male"
1.3791047264	"meanmale"	"male"
1.1824031714	"meanmale"	"male"
0.5195631328	"meanmale"	"male"
0.445645505	"meanmale"	"male"
0.8015057978	"meanmale"	"male"
-0.3172090698	"meanmale"	"male"
0.5056438652	"meanmale"	"male"
0.9745578812	"meanmale"	"male"
0.7164806372	"meanmale"	"male"
0.982382187	"meanmale"	"male"
1.076713845	"meanmale"	"male"
0.4916188484	"meanmale"	"male"
1.0612197002	"meanmale"	"male"
3.3682101496	"meanmale"	"male"
1.098155411	"meanmale"	"male"
-0.0823764506	"meanmale"	"male"
0.5438175484	"meanmale"	"male"
0.991068185	"meanmale"	"male"
1.1723497094	"meanmale"	"male"
0.3090898046	"meanmale"	"male"
1.1199485592	"meanmale"	"male"
0.4235017106	"meanmale"	"male"
1.9646664046	"meanmale"	"male"
0.3089628508	"meanmale"	"male"
0.2832712788	"meanmale"	"male"
0.4857903226	"meanmale"	"male"
0.6033348754	"meanmale"	"male"
0.2586273412	"meanmale"	"male"
2.2569287732	"meanmale"	"male"
0.8017345622	"meanmale"	"male"
0.5775244788	"meanmale"	"male"
0.2178222906	"meanmale"	"male"
0.7786034146	"meanmale"	"male"
1.2655863236	"meanmale"	"male"
0.23426406	"meanmale"	"male"
1.7361514484	"meanmale"	"male"
1.977211979	"meanmale"	"male"
0.9545708198	"meanmale"	"male"
0.974351854	"meanmale"	"male"
1.1926918432	"meanmale"	"male"
1.1957603618	"meanmale"	"male"
0.6668135278	"meanmale"	"male"
0.750244276	"meanmale"	"male"
1.101638655	"meanmale"	"male"
0.742755134	"meanmale"	"male"
1.0533838942	"meanmale"	"male"
0.296581654	"meanmale"	"male"
0.417881128	"meanmale"	"male"
1.6086181334	"meanmale"	"male"
1.0196031154	"meanmale"	"male"
1.395253007	"meanmale"	"male"
0.9729636714	"meanmale"	"male"
0.4986622388	"meanmale"	"male"
0.6169655098	"meanmale"	"male"
0.2246382256	"meanmale"	"male"
0.1680264132	"meanmale"	"male"
1.0887375454	"meanmale"	"male"
1.6611198494	"meanmale"	"male"
1.2065335458	"meanmale"	"male"
1.314850785	"meanmale"	"male"
-0.00402246140000001	"meanmale"	"male"
3.6994346592	"meanmale"	"male"
0.0803460548	"meanmale"	"male"
0.5864533062	"meanmale"	"male"
0.4311029672	"meanmale"	"male"
-0.265321698	"meanmale"	"male"
0.7149452902	"meanmale"	"male"
1.1713907568	"meanmale"	"male"
1.0495592958	"meanmale"	"male"
1.3202450056	"meanmale"	"male"
-0.0266965838	"meanmale"	"male"
0.7272630424	"meanmale"	"male"
0.7548976496	"meanmale"	"male"
1.0059018014	"meanmale"	"male"
2.0354096996	"meanmale"	"male"
1.039445158	"meanmale"	"male"
0.2829246322	"meanmale"	"male"
1.5487940968	"meanmale"	"male"
1.5150416612	"meanmale"	"male"
1.7755525182	"meanmale"	"male"
0.1109752702	"meanmale"	"male"
0.2538068766	"meanmale"	"male"
0.545166857	"meanmale"	"male"
0.392287324	"meanmale"	"male"
0.8607381744	"meanmale"	"male"
0.90706381	"meanmale"	"male"
0.9162512268	"meanmale"	"male"
1.8497480808	"meanmale"	"male"
1.2271081568	"meanmale"	"male"
0.6509353392	"meanmale"	"male"
0.8617399576	"meanmale"	"male"
1.265668627	"meanmale"	"male"
0.1663490484	"meanmale"	"male"
0.437034917	"meanmale"	"male"
0.418581252	"meanmale"	"male"
0.1178284268	"meanmale"	"male"
0.7526242894	"meanmale"	"male"
0.2895411676	"meanmale"	"male"
3.1485827672	"meanmale"	"male"
-0.0509773802	"meanmale"	"male"
0.4008220644	"meanmale"	"male"
1.0921277624	"meanmale"	"male"
1.4259941836	"meanmale"	"male"
0.108742507	"meanmale"	"male"
1.2472917948	"meanmale"	"male"
0.0305285504	"meanmale"	"male"
1.5138964124	"meanmale"	"male"
1.1752680518	"meanmale"	"male"
0.5346876316	"meanmale"	"male"
NA	"meanmale"	"male"
1.1325678912	"meanmale"	"male"
0.5505076652	"meanmale"	"male"
0.899286865	"meanmale"	"male"
0.0918894384	"meanmale"	"male"
1.8466175474	"meanmale"	"male"
1.6417280564	"meanmale"	"male"
1.124634471	"meanmale"	"male"
0.961593414	"meanmale"	"male"
0.7211957972	"meanmale"	"male"
1.4763024702	"meanmale"	"male"
0.955754497	"meanmale"	"male"
0.5303071608	"meanmale"	"male"
1.2337673122	"meanmale"	"male"
0.8727137212	"meanmale"	"male"
0.6472122384	"meanmale"	"male"
-0.2911584738	"meanmale"	"male"
NA	"meanmale"	"male"
-0.271810844	"meanmale"	"male"
0.2062047758	"meanmale"	"male"
0.4696412144	"meanmale"	"male"
1.3048963298	"meanmale"	"male"
0.4304425646	"meanmale"	"male"
0.3824705298	"meanmale"	"male"
0.804005877	"meanmale"	"male"
0.3696463736	"meanmale"	"male"
2.2722166634	"meanmale"	"male"
-0.5441437702	"meanmale"	"male"
0.8253304438	"meanmale"	"male"
-0.0379942062	"meanmale"	"male"
0.346064796	"meanmale"	"male"
2.3054534912	"meanmale"	"male"
1.0693680874	"meanmale"	"male"
1.0259153194	"meanmale"	"male"
0.3567689538	"meanmale"	"male"
1.8635391272	"meanmale"	"male"
-0.3967383392	"meanmale"	"male"
1.622988282	"meanmale"	"male"
0.8108428454	"meanmale"	"male"
NA	"meanmale"	"male"
0.5074290574	"meanmale"	"male"
0.0011962618	"meanmale"	"male"
1.1898785436	"meanmale"	"male"
0.8068869518	"meanmale"	"male"
1.5332497728	"meanmale"	"male"
1.5716713156	"meanmale"	"male"
0.5670851404	"meanmale"	"male"
1.3112816954	"meanmale"	"male"
1.178681186	"meanmale"	"male"
4.0953978288	"meanmale"	"male"
3.8042894844	"meanmale"	"male"
-0.0718975934	"meanmale"	"male"
1.4569265472	"meanmale"	"male"
0.984534612	"meanmale"	"male"
0.0190484024	"meanmale"	"male"
0.2492156954	"meanmale"	"male"
0.2198836968	"meanmale"	"male"
1.4065764202	"meanmale"	"male"
0.9909846806	"meanmale"	"male"
0.426470745	"meanmale"	"male"
0.3440747754	"meanmale"	"male"
0.213568473	"meanmale"	"male"
2.1925835498	"meanmale"	"male"
2.2597327014	"meanmale"	"male"
0.4079330696	"meanmale"	"male"
0.3695886754	"meanmale"	"male"
0.967938233	"meanmale"	"male"
1.1430541718	"meanmale"	"male"
1.0122782838	"meanmale"	"male"
1.2340374856	"meanmale"	"male"
0.4943109786	"meanmale"	"male"
0.5053979162	"meanmale"	"male"
0.6489606178	"meanmale"	"male"
-0.1792155098	"meanmale"	"male"
1.1344487226	"meanmale"	"male"
0.2278299564	"meanmale"	"male"
2.7219196164	"meanmale"	"male"
0.9710484532	"meanmale"	"male"
0.4608610178	"meanmale"	"male"
0.4708587774	"meanmale"	"male"
0.1971896888	"meanmale"	"male"
0.5671074522	"meanmale"	"male"
0.5945764434	"meanmale"	"male"
-0.0677138518	"meanmale"	"male"
1.9695394676	"meanmale"	"male"
1.6043337944	"meanmale"	"male"
0.1329482338	"meanmale"	"male"
0.149902477	"meanmale"	"male"
1.0445255266	"meanmale"	"male"
0.6585329036	"meanmale"	"male"
0.9909107608	"meanmale"	"male"
0.8321617254	"meanmale"	"male"
0.5152513706	"meanmale"	"male"
0.5544600778	"meanmale"	"male"
0.3014538508	"meanmale"	"male"
1.5168303708	"meanmale"	"male"
1.1553226336	"meanmale"	"male"
0.6956579838	"meanmale"	"male"
0.495021988	"meanmale"	"male"
1.1069944116	"meanmale"	"male"
0.0042582966	"meanmale"	"male"
-0.3870718632	"meanmale"	"male"
1.6734735868	"meanmale"	"male"
0.4435788996	"meanmale"	"male"
0.9057466532	"meanmale"	"male"
0.5805834838	"meanmale"	"male"
0.5130851462	"meanmale"	"male"
0.8549393818	"meanmale"	"male"
0.4154165362	"meanmale"	"male"
1.9964540022	"meanmale"	"male"
1.6425739336	"meanmale"	"male"
0.491460389	"meanmale"	"male"
1.2150917976	"meanmale"	"male"
1.498296048	"meanmale"	"male"
1.6793153374	"meanmale"	"male"
-0.0880282368	"meanmale"	"male"
1.023765528	"meanmale"	"male"
0.1281567352	"meanmale"	"male"
0.6376975392	"meanmale"	"male"
0.6055660218	"meanmale"	"male"
1.6845863388	"meanmale"	"male"
-0.0804339066	"meanmale"	"male"
0.5974089104	"meanmale"	"male"
0.643479905	"meanmale"	"male"
-0.1264666222	"meanmale"	"male"
NA	"meanmale"	"male"
1.0102401864	"meanmale"	"male"
0.9569804716	"meanmale"	"male"
0.3481837034	"meanmale"	"male"
1.1922277494	"meanmale"	"male"
1.220540876	"meanmale"	"male"
1.0791725246	"meanmale"	"male"
-0.0445012414	"meanmale"	"male"
0.8104986396	"meanmale"	"male"
0.5138696334	"meanmale"	"male"
-0.440480208	"meanmale"	"male"
2.4891998414	"meanmale"	"male"
0.9668768308	"meanmale"	"male"
0.097623236	"meanmale"	"male"
0.7323577456	"meanmale"	"male"
1.0862549122	"meanmale"	"male"
2.1512964708	"meanmale"	"male"
0.00500970059999999	"meanmale"	"male"
0.4283700658	"meanmale"	"male"
1.106801877	"meanmale"	"male"
3.369345003	"meanmale"	"male"
0.1220347146	"meanmale"	"male"
0.671798789	"meanmale"	"male"
1.0967963322	"meanmale"	"male"
1.1958850936	"meanmale"	"male"
0.3872718416	"meanmale"	"male"
1.0742985304	"meanmale"	"male"
1.0698216742	"meanmale"	"male"
0.9436261398	"meanmale"	"male"
0.5382488368	"meanmale"	"male"
1.4599256006	"meanmale"	"male"
1.5171149128	"meanmale"	"male"
0.9794956548	"meanmale"	"male"
0.901063424	"meanmale"	"male"
1.0129642842	"meanmale"	"male"
0.0253870082	"meanmale"	"male"
0.5241414158	"meanmale"	"male"
0.014574814	"meanmale"	"male"
0.6373625672	"meanmale"	"male"
0.5243485478	"meanmale"	"male"
2.1309082898	"meanmale"	"male"
0.2246338228	"meanmale"	"male"
0.7771956076	"meanmale"	"male"
1.5549965534	"meanmale"	"male"
0.1670295186	"meanmale"	"male"
1.2864638546	"meanmale"	"male"
0.941328554	"meanmale"	"male"
0.3746590402	"meanmale"	"male"
0.6284470424	"meanmale"	"male"
3.462971732	"meanmale"	"male"
3.3225628258	"meanmale"	"male"
1.1262991944	"meanmale"	"male"
0.572155223	"meanmale"	"male"
0.3849326974	"meanmale"	"male"
-0.00887284679999999	"meanmale"	"male"
0.0278266824	"meanmale"	"male"
1.02515789	"meanmale"	"male"
0.3715373254	"meanmale"	"male"
0.7310248368	"meanmale"	"male"
0.6953967232	"meanmale"	"male"
1.1997589864	"meanmale"	"male"
0.7488456014	"meanmale"	"male"
0.2232803792	"meanmale"	"male"
-0.0066346158	"meanmale"	"male"
1.5297956014	"meanmale"	"male"
0.9473572086	"meanmale"	"male"
0.2474289692	"meanmale"	"male"
0.3847973152	"meanmale"	"male"
0.9965311112	"meanmale"	"male"
1.4575522788	"meanmale"	"male"
-0.268760623	"meanmale"	"male"
0.6570582384	"meanmale"	"male"
0.3521505066	"meanmale"	"male"
1.0047795568	"meanmale"	"male"
0.068487611	"meanmale"	"male"
1.8315002202	"meanmale"	"male"
0.2102771744	"meanmale"	"male"
-0.0157348556	"meanmale"	"male"
1.2731943468	"meanmale"	"male"
0.672133674	"meanmale"	"male"
0.8279388882	"meanmale"	"male"
1.2506790196	"meanmale"	"male"
0.9174137694	"meanmale"	"male"
-0.0562276666	"meanmale"	"male"
0.4009228704	"meanmale"	"male"
2.2401845608	"meanmale"	"male"
1.3864660888	"meanmale"	"male"
0.8045220252	"meanmale"	"male"
0.5074127612	"meanmale"	"male"
1.5285116726	"meanmale"	"male"
0.196004903	"meanmale"	"male"
0.7569117442	"meanmale"	"male"
0.7664566656	"meanmale"	"male"
0.574912454	"meanmale"	"male"
0.9206950896	"meanmale"	"male"
0.7951959098	"meanmale"	"male"
0.3949653228	"meanmale"	"male"
1.416500498	"meanmale"	"male"
0.6444243796	"meanmale"	"male"
0.1612618076	"meanmale"	"male"
1.8945877364	"meanmale"	"male"
0.1239181732	"meanmale"	"male"
0.5071265952	"meanmale"	"male"
1.522136596	"meanmale"	"male"
0.156732656	"meanmale"	"male"
0.3894503186	"meanmale"	"male"
1.6669560328	"meanmale"	"male"
1.4082831484	"meanmale"	"male"
0.4097648946	"meanmale"	"male"
0.3680069298	"meanmale"	"male"
3.5549743496	"meanmale"	"male"
3.4351716978	"meanmale"	"male"
1.093330203	"meanmale"	"male"
1.2852157052	"meanmale"	"male"
2.8343288846	"meanmale"	"male"
-0.4836550082	"meanmale"	"male"
1.8717429708	"meanmale"	"male"
1.0478340666	"meanmale"	"male"
-0.4229580624	"meanmale"	"male"
0.1082811526	"meanmale"	"male"
0.873563576	"meanmale"	"male"
0.2780022316	"meanmale"	"male"
0.5829020394	"meanmale"	"male"
1.0702789428	"meanmale"	"male"
0.9745812834	"meanmale"	"male"
0.1296086366	"meanmale"	"male"
0.9236030048	"meanmale"	"male"
2.1008256764	"meanmale"	"male"
0.0422085846	"meanmale"	"male"
0.7476154346	"meanmale"	"male"
0.912712661	"meanmale"	"male"
-0.00132895099999999	"meanmale"	"male"
0.1026819266	"meanmale"	"male"
1.3954136484	"meanmale"	"male"
1.3156786636	"meanmale"	"male"
-0.3722825082	"meanmale"	"male"
0.550666489	"meanmale"	"male"
0.21311708	"meanmale"	"male"
-0.450442524	"meanmale"	"male"
1.033735726	"meanmale"	"male"
0.7451923044	"meanmale"	"male"
1.5896182644	"meanmale"	"male"
1.0878678136	"meanmale"	"male"
1.30102946	"meanmale"	"male"
1.0976659406	"meanmale"	"male"
1.1336905176	"meanmale"	"male"
0.6188789168	"meanmale"	"male"
0.9365357928	"meanmale"	"male"
1.2448683618	"meanmale"	"male"
1.6123451126	"meanmale"	"male"
1.567418714	"meanmale"	"male"
0.7915210346	"meanmale"	"male"
1.0609453644	"meanmale"	"male"
0.3793498074	"meanmale"	"male"
0.3918438508	"meanmale"	"male"
0.3881204622	"meanmale"	"male"
0.7765559504	"meanmale"	"male"
3.5942683818	"meanmale"	"male"
-0.1466875478	"meanmale"	"male"
2.2282156832	"meanmale"	"male"
0.5720519742	"meanmale"	"male"
0.1735540768	"meanmale"	"male"
0.587030422	"meanmale"	"male"
0.7670534468	"meanmale"	"male"
-0.418217531	"meanmale"	"male"
1.6907326802	"meanmale"	"male"
1.615109429	"meanmale"	"male"
0.9869908502	"meanmale"	"male"
1.9275201936	"meanmale"	"male"
0.8268596482	"meanmale"	"male"
0.3896248106	"meanmale"	"male"
0.7371110236	"meanmale"	"male"
1.6913834392	"meanmale"	"male"
1.2378773148	"meanmale"	"male"
0.9607561078	"meanmale"	"male"
1.8606770368	"meanmale"	"male"
1.8916216704	"meanmale"	"male"
1.0468709104	"meanmale"	"male"
-0.1848591614	"meanmale"	"male"
-0.319626421	"meanmale"	"male"
0.3070514424	"meanmale"	"male"
1.1183995784	"meanmale"	"male"
0.1500924748	"meanmale"	"male"
0.7770856846	"meanmale"	"male"
1.0619264132	"meanmale"	"male"
0.3768205024	"meanmale"	"male"
0.7051039016	"meanmale"	"male"
1.0985759336	"meanmale"	"male"
1.3826422284	"meanmale"	"male"
1.0819746168	"meanmale"	"male"
0.9585879742	"meanmale"	"male"
0.6707405948	"meanmale"	"male"
0.9297872862	"meanmale"	"male"
1.1906310492	"meanmale"	"male"
0.9685769208	"meanmale"	"male"
1.0092545202	"meanmale"	"male"
0.4943113642	"meanmale"	"male"
2.3334617646	"meanmale"	"male"
0.5426796988	"meanmale"	"male"
0.597338122	"meanmale"	"male"
0.2534184352	"meanmale"	"male"
2.7751266084	"meanmale"	"male"
1.032368593	"meanmale"	"male"
1.667553537	"meanmale"	"male"
-0.2371544592	"meanmale"	"male"
0.7975528928	"meanmale"	"male"
0.2671701056	"meanmale"	"male"
0.0772420436	"meanmale"	"male"
-0.5324120326	"meanmale"	"male"
0.779515007	"meanmale"	"male"
0.6245254082	"meanmale"	"male"
2.3965532954	"meanmale"	"male"
1.1317742484	"meanmale"	"male"
0.4553531374	"meanmale"	"male"
3.7780918064	"meanmale"	"male"
1.233405026	"meanmale"	"male"
1.024380404	"meanmale"	"male"
1.4687302822	"meanmale"	"male"
0.4552836434	"meanmale"	"male"
0.7070431066	"meanmale"	"male"
0.5676229136	"meanmale"	"male"
1.0029928318	"meanmale"	"male"
3.1422343542	"meanmale"	"male"
1.2864059464	"meanmale"	"male"
0.1461830614	"meanmale"	"male"
1.4390748446	"meanmale"	"male"
0.9938218482	"meanmale"	"male"
1.0714646404	"meanmale"	"male"
-0.2165900484	"meanmale"	"male"
-0.777664477	"meanmale"	"male"
0.1617161818	"meanmale"	"male"
0.5801697842	"meanmale"	"male"
0.9905420642	"meanmale"	"male"
0.5238797768	"meanmale"	"male"
0.9874746178	"meanmale"	"male"
0.9105378844	"meanmale"	"male"
0.3914509912	"meanmale"	"male"
