LogCPM	sex	bias
3.208392201	meanmale	female
-0.175806193	meanmale	female
3.00072332	meanmale	female
2.502541301	meanmale	female
4.87631409	meanmale	female
0.425398664	meanmale	female
1.591186443	meanmale	female
0.883846782	meanmale	female
5.264755474	meanmale	female
2.264264468	meanmale	female
1.035799741	meanmale	female
-2.437771423	meanmale	female
-0.220418135	meanmale	female
2.800881958	meanmale	female
0.267805566	meanmale	female
2.957923898	meanmale	female
6.090551411	meanmale	female
-0.47956999	meanmale	female
-0.416511791	meanmale	female
-0.132582052	meanmale	female
3.939229137	meanmale	female
-0.162354817	meanmale	female
0.073406314	meanmale	female
-0.814493422	meanmale	female
3.144791883	meanmale	female
4.371269567	meanmale	female
4.050848418	meanmale	female
-2.372321844	meanmale	female
3.981555344	meanmale	female
0.338466842	meanmale	female
-2.348212986	meanmale	female
5.133959128	meanmale	female
1.054447514	meanmale	female
3.909732771	meanmale	female
4.404107753	meanmale	female
5.28341207	meanmale	female
3.167216498	meanmale	female
1.6587608	meanmale	female
2.5175499	meanmale	female
3.413931589	meanmale	female
-0.82142419	meanmale	female
2.912935524	meanmale	female
0.22068858	meanmale	female
2.298788292	meanmale	female
1.355123591	meanmale	female
1.845109419	meanmale	female
2.177534366	meanmale	female
0.483657215	meanmale	female
0.112608909	meanmale	female
1.009186273	meanmale	female
5.043387615	meanmale	female
1.491117061	meanmale	female
2.861201911	meanmale	female
5.59552206	meanmale	female
2.483277991	meanmale	female
2.746738714	meanmale	female
1.110786707	meanmale	female
2.346115906	meanmale	female
3.032301192	meanmale	female
4.107038644	meanmale	female
0.669077507	meanmale	female
3.584377574	meanmale	female
3.076486169	meanmale	female
3.009194418	meanmale	female
1.728517192	meanmale	female
2.347587781	meanmale	female
3.166920286	meanmale	female
4.158359029	meanmale	female
0.148685394	meanmale	female
3.643652318	meanmale	female
0.763195748	meanmale	female
3.047629261	meanmale	female
3.279461636	meanmale	female
2.727059502	meanmale	female
5.403657268	meanmale	female
0.675726211	meanmale	female
3.596029754	meanmale	female
3.564655598	meanmale	female
3.589872385	meanmale	female
4.716053903	meanmale	female
2.195008876	meanmale	female
1.43405904	meanmale	female
0.397859911	meanmale	female
5.415758979	meanmale	female
3.224330879	meanmale	female
3.362275291	meanmale	female
3.722283733	meanmale	female
6.524439083	meanmale	female
5.355325491	meanmale	female
-1.48171743	meanmale	female
-3.566257571	meanmale	female
4.198829647	meanmale	female
4.861428549	meanmale	female
3.958803211	meanmale	female
4.747704262	meanmale	female
0.811620274	meanmale	female
-0.236896002	meanmale	female
4.002128845	meanmale	female
3.36337404	meanmale	female
-0.863135458	meanmale	female
1.990109062	meanmale	female
0.481214863	meanmale	female
4.399907343	meanmale	female
-2.670900969	meanmale	female
-3.400726423	meanmale	female
2.778671811	meanmale	female
1.592126218	meanmale	female
1.452598787	meanmale	female
2.131894122	meanmale	female
3.157208719	meanmale	female
2.486846313	meanmale	female
0.861654292	meanmale	female
0.082592291	meanmale	female
4.568224559	meanmale	female
-0.058205377	meanmale	female
1.204224622	meanmale	female
-0.809950873	meanmale	female
0.521040771	meanmale	female
1.689396349	meanmale	female
4.839898312	meanmale	female
2.92249221	meanmale	female
1.907967189	meanmale	female
1.902965365	meanmale	female
1.159645986	meanmale	female
3.470124477	meanmale	female
4.36981674	meanmale	female
2.984428548	meanmale	female
0.782823896	meanmale	female
2.437793729	meanmale	female
2.181435096	meanmale	female
4.322054719	meanmale	female
1.041809799	meanmale	female
5.060197975	meanmale	female
2.87982594	meanmale	female
-0.152080441	meanmale	female
4.603204368	meanmale	female
4.306685185	meanmale	female
5.362730041	meanmale	female
2.962697467	meanmale	female
-0.41557867	meanmale	female
1.73884534	meanmale	female
0.115297334	meanmale	female
1.143743546	meanmale	female
2.462436158	meanmale	female
3.145194948	meanmale	female
5.054908359	meanmale	female
-2.591358759	meanmale	female
1.605461837	meanmale	female
1.504599634	meanmale	female
6.953048271	meanmale	female
3.28084782	meanmale	female
3.269054085	meanmale	female
1.44724953	meanmale	female
-0.701313236	meanmale	female
3.692111297	meanmale	female
-1.249376889	meanmale	female
3.896202698	meanmale	female
4.850411139	meanmale	female
3.090808807	meanmale	female
3.911982328	meanmale	female
4.131833455	meanmale	female
4.469825076	meanmale	female
4.10159719	meanmale	female
0.757754265	meanmale	female
4.198116243	meanmale	female
3.919639052	meanmale	female
1.69929149	meanmale	female
2.829561088	meanmale	female
1.387040778	meanmale	female
0.507968724	meanmale	female
2.377981167	meanmale	female
-2.873524795	meanmale	female
0.096649974	meanmale	female
1.33058884	meanmale	female
1.929810857	meanmale	female
-0.971116032	meanmale	female
-0.940170771	meanmale	female
4.137752215	meanmale	female
5.56868352	meanmale	female
0.140948202	meanmale	female
2.06296104	meanmale	female
3.96833233	meanmale	female
5.209532944	meanmale	female
0.430558894	meanmale	female
4.37810792	meanmale	female
3.077511589	meanmale	female
4.007421785	meanmale	female
2.884545855	meanmale	female
5.900510227	meanmale	female
0.213740293	meanmale	female
3.962102611	meanmale	female
-0.330094277	meanmale	female
4.506611913	meanmale	female
2.997149792	meanmale	female
4.306754688	meanmale	female
3.151031869	meanmale	female
1.742498941	meanmale	female
2.444451186	meanmale	female
1.720455011	meanmale	female
2.303054916	meanmale	female
-0.81725107	meanmale	female
-1.498706638	meanmale	female
2.230291467	meanmale	female
-2.968601763	meanmale	female
1.490242001	meanmale	female
3.217013473	meanmale	female
4.714833357	meanmale	female
-1.021477294	meanmale	female
2.884731971	meanmale	female
3.474264845	meanmale	female
2.053336403	meanmale	female
3.493007008	meanmale	female
0.441801459	meanmale	female
4.722838564	meanmale	female
2.617050235	meanmale	female
0.503515893	meanmale	female
1.543688426	meanmale	female
1.49574985	meanmale	female
3.053968144	meanmale	female
2.964000033	meanmale	female
6.447844232	meanmale	female
5.071937677	meanmale	female
2.112775181	meanmale	female
-2.4100934	meanmale	female
1.518050913	meanmale	female
4.076461695	meanmale	female
2.466679587	meanmale	female
1.317471922	meanmale	female
3.629306412	meanmale	female
-0.842790673	meanmale	female
-3.137920576	meanmale	female
-0.274567041	meanmale	female
4.604805587	meanmale	female
0.120788494	meanmale	female
2.358897922	meanmale	female
3.741363919	meanmale	female
1.100120206	meanmale	female
3.980921596	meanmale	female
1.496634575	meanmale	female
7.150392334	meanmale	female
3.211781547	meanmale	female
3.884847794	meanmale	female
4.801436981	meanmale	female
-1.175346745	meanmale	female
3.062387992	meanmale	female
0.438255141	meanmale	female
4.156979197	meanmale	female
2.050363745	meanmale	female
5.391752927	meanmale	female
2.356084554	meanmale	female
3.989152375	meanmale	female
0.980805464	meanmale	female
-1.609904105	meanmale	female
3.070401714	meanmale	female
3.742154778	meanmale	female
0.039335673	meanmale	female
2.733884485	meanmale	female
-0.581991195	meanmale	female
0.955471864	meanmale	female
3.562140588	meanmale	female
-1.536738716	meanmale	female
4.512052308	meanmale	female
4.480128762	meanmale	female
3.840435173	meanmale	female
1.853552194	meanmale	female
3.730363628	meanmale	female
-0.531726505	meanmale	female
0.612153927	meanmale	female
1.127304006	meanmale	female
2.145045288	meanmale	female
3.542782258	meanmale	female
1.492348469	meanmale	female
-2.692255219	meanmale	female
3.444115575	meanmale	female
-0.452297245	meanmale	female
5.374780837	meanmale	female
-0.533487835	meanmale	female
1.443010029	meanmale	female
2.413833638	meanmale	female
2.536509021	meanmale	female
1.01662766	meanmale	female
2.169000554	meanmale	female
-0.354242927	meanmale	female
7.73075919	meanmale	female
4.147439321	meanmale	female
1.463920724	meanmale	female
4.428831263	meanmale	female
4.014430466	meanmale	female
3.408068825	meanmale	female
-0.924584593	meanmale	female
2.257079993	meanmale	female
6.096737225	meanmale	female
3.092500898	meanmale	female
0.577717901	meanmale	female
2.00969644	meanmale	female
3.817662777	meanmale	female
4.025145218	meanmale	female
1.306504425	meanmale	female
3.317459214	meanmale	female
1.05016771	meanmale	female
0.818187577	meanmale	female
4.552959524	meanmale	female
1.948996131	meanmale	female
3.115854008	meanmale	female
1.489011663	meanmale	female
3.114758205	meanmale	female
-0.592394143	meanmale	female
-0.784555144	meanmale	female
0.736911322	meanmale	female
5.323057392	meanmale	female
4.409485544	meanmale	female
1.759995953	meanmale	female
3.935509203	meanmale	female
1.410403957	meanmale	female
2.382234188	meanmale	female
3.732481406	meanmale	female
1.774987497	meanmale	female
3.449416772	meanmale	female
3.64963931	meanmale	female
0.254371991	meanmale	female
0.653974899	meanmale	female
2.58393087	meanmale	female
4.345024642	meanmale	female
-0.955196647	meanmale	female
4.895516156	meanmale	female
3.733119513	meanmale	female
3.448575387	meanmale	female
1.306247137	meanmale	female
3.23577896	meanmale	female
1.878511397	meanmale	female
1.030912807	meanmale	female
2.276532286	meanmale	female
-3.102682838	meanmale	female
1.294335309	meanmale	female
1.220894459	meanmale	female
0.611074192	meanmale	female
4.193547921	meanmale	female
0.203470168	meanmale	female
2.970188105	meanmale	female
1.797679771	meanmale	female
4.908462463	meanmale	female
3.369881497	meanmale	female
1.26754668	meanmale	female
6.835013417	meanmale	female
1.010489204	meanmale	female
2.441152506	meanmale	female
3.35945315	meanmale	female
-2.876775522	meanmale	female
3.383841303	meanmale	female
6.978132444	meanmale	female
3.455327049	meanmale	female
4.37861931	meanmale	female
4.292155081	meanmale	female
-0.17412555	meanmale	female
0.678263699	meanmale	female
1.029779365	meanmale	female
2.6085425	meanmale	female
1.935568168	meanmale	female
0.799100753	meanmale	female
-0.353929864	meanmale	female
0.664205909	meanmale	female
3.603201242	meanmale	female
4.022423437	meanmale	female
0.141302928	meanmale	female
-1.903664796	meanmale	female
-3.128320342	meanmale	female
-0.439788775	meanmale	female
3.619519287	meanmale	female
4.141521862	meanmale	female
1.045985524	meanmale	female
4.442382202	meanmale	female
3.572794928	meanmale	female
-2.611483429	meanmale	female
2.642080862	meanmale	female
0.354822196	meanmale	female
1.331022345	meanmale	female
2.738863896	meanmale	female
4.279463343	meanmale	female
1.176019147	meanmale	female
3.472703641	meanmale	female
2.262864978	meanmale	female
-0.534799084	meanmale	female
3.081295763	meanmale	female
0.187503083	meanmale	female
4.006725667	meanmale	female
2.29788907	meanmale	female
-3.566257571	meanmale	female
5.033126272	meanmale	female
1.091020952	meanmale	female
3.080790375	meanmale	female
3.333662336	meanmale	female
0.754260931	meanmale	female
3.491876087	meanmale	female
2.375531019	meanmale	female
-0.254202189	meanmale	female
3.300834495	meanmale	female
2.406349622	meanmale	female
1.879645332	meanmale	female
0.002516268	meanmale	female
1.719882885	meanmale	female
0.634297604	meanmale	female
2.248566545	meanmale	female
3.434083554	meanmale	female
3.654291235	meanmale	female
4.856622742	meanmale	female
1.178268792	meanmale	female
3.912843017	meanmale	female
2.2284562	meanmale	female
3.594991776	meanmale	female
4.463943056	meanmale	female
-2.371945053	meanmale	female
0.473624661	meanmale	female
1.211287406	meanmale	female
0.343527065	meanmale	female
2.414974809	meanmale	female
3.461124981	meanmale	female
2.373207509	meanmale	female
2.928065276	meanmale	female
2.972766688	meanmale	female
2.455718541	meanmale	female
0.602496298	meanmale	female
3.622805965	meanmale	female
2.94938066	meanmale	female
3.897274661	meanmale	female
-0.648597611	meanmale	female
0.820659983	meanmale	female
2.424445466	meanmale	female
4.624546828	meanmale	female
1.248020346	meanmale	female
2.495064108	meanmale	female
6.341267954	meanmale	female
1.626582548	meanmale	female
4.3252537	meanmale	female
1.552972314	meanmale	female
3.678398267	meanmale	female
4.130612823	meanmale	female
1.472368259	meanmale	female
1.031228217	meanmale	female
4.961066511	meanmale	female
5.172969643	meanmale	female
0.496556344	meanmale	female
1.942424985	meanmale	female
0.023340648	meanmale	female
0.09607697	meanmale	female
0.088173762	meanmale	female
2.256468713	meanmale	female
4.431771085	meanmale	female
1.769908425	meanmale	female
5.330819435	meanmale	female
1.91722122	meanmale	female
1.168130422	meanmale	female
4.601970789	meanmale	female
3.133518847	meanmale	female
0.599229	meanmale	female
1.088771179	meanmale	female
0.010600112	meanmale	female
2.221917566	meanmale	female
2.560284592	meanmale	female
2.997415707	meanmale	female
3.605262167	meanmale	female
-0.89065837	meanmale	female
1.702117673	meanmale	female
-1.094215161	meanmale	female
2.401102795	meanmale	female
0.836944277	meanmale	female
4.635045792	meanmale	female
4.588024084	meanmale	female
-1.637402961	meanmale	female
1.419667244	meanmale	female
3.676620808	meanmale	female
-0.355692001	meanmale	female
0.543365499	meanmale	female
-0.081904164	meanmale	female
-1.814879951	meanmale	female
3.139796325	meanmale	female
1.080051767	meanmale	female
4.361689842	meanmale	female
-0.079170916	meanmale	female
1.488813438	meanmale	female
0.47668516	meanmale	female
0.478647031	meanmale	female
1.625900848	meanmale	female
4.785878781	meanmale	female
1.809077052	meanmale	female
-0.456904332	meanmale	female
4.03377417	meanmale	female
-0.819820855	meanmale	female
3.213456471	meanmale	female
3.899248759	meanmale	female
1.584947427	meanmale	female
4.125632844	meanmale	female
-0.016956339	meanmale	female
4.614257535	meanmale	female
-0.943328018	meanmale	female
5.985407733	meanmale	female
-0.183994987	meanmale	female
3.11559824	meanmale	female
3.610948052	meanmale	female
-0.92428279	meanmale	female
4.581092359	meanmale	female
3.241166687	meanmale	female
0.874386658	meanmale	female
2.62466978	meanmale	female
1.888070695	meanmale	female
0.217115963	meanmale	female
-1.081904213	meanmale	female
4.860648458	meanmale	female
-0.145164382	meanmale	female
5.002472049	meanmale	female
3.840659922	meanmale	female
0.477254163	meanmale	female
1.096582172	meanmale	female
2.673123025	meanmale	female
4.445063031	meanmale	female
-0.460950254	meanmale	female
2.228536865	meanmale	female
-3.400726423	meanmale	female
2.296486179	meanmale	female
3.220155233	meanmale	female
2.242320164	meanmale	female
-1.252413358	meanmale	female
3.97054222	meanmale	female
-3.566257571	meanmale	female
0.771974809	meanmale	female
4.448724045	meanmale	female
-0.331929049	meanmale	female
1.86420159	meanmale	female
0.886569421	meanmale	female
-0.484694249	meanmale	female
2.76072478	meanmale	female
4.298247568	meanmale	female
2.707616429	meanmale	female
-1.883812085	meanmale	female
2.800796875	meanmale	female
3.074738731	meanmale	female
3.192376309	meanmale	female
5.920440848	meanmale	female
3.946675293	meanmale	female
3.009392196	meanmale	female
-1.149385313	meanmale	female
0.955503612	meanmale	female
1.131354711	meanmale	female
-3.137920576	meanmale	female
3.840774436	meanmale	female
0.466654969	meanmale	female
5.400535236	meanmale	female
0.231314512	meanmale	female
0.81910387	meanmale	female
1.27956442	meanmale	female
3.83600458	meanmale	female
-0.964162634	meanmale	female
1.396132211	meanmale	female
-0.971029875	meanmale	female
0.876647206	meanmale	female
3.359255395	meanmale	female
4.964954308	meanmale	female
2.587302305	meanmale	female
-0.650640541	meanmale	female
1.209296923	meanmale	female
-0.384802063	meanmale	female
3.286722838	meanmale	female
3.474980696	meanmale	female
2.401184664	meanmale	female
3.643215018	meanmale	female
2.830245665	meanmale	female
-3.27781422	meanmale	female
0.806558742	meanmale	female
3.04855848	meanmale	female
1.077673808	meanmale	female
2.328597581	meanmale	female
-0.129263154	meanmale	female
1.440077888	meanmale	female
3.321081561	meanmale	female
2.600853791	meanmale	female
2.470995234	meanmale	female
0.639425974	meanmale	female
2.837838836	meanmale	female
7.414329246	meanmale	female
1.759209825	meanmale	female
-0.10618405	meanmale	female
-0.371611784	meanmale	female
1.589963643	meanmale	female
2.052373052	meanmale	female
0.387748449	meanmale	female
2.0890474	meanmale	female
2.160105403	meanmale	female
2.794845004	meanmale	female
-0.158348208	meanmale	female
4.930581329	meanmale	female
0.144656	meanmale	female
4.789144029	meanmale	female
3.208130629	meanmale	female
3.70869568	meanmale	female
4.34579067	meanmale	female
2.945145062	meanmale	female
0.113620386	meanmale	female
1.48308747	meanmale	female
-0.76411088	meanmale	female
3.858687167	meanmale	female
-0.193363897	meanmale	female
3.500383436	meanmale	female
3.730872001	meanmale	female
-0.585327198	meanmale	female
3.763156263	meanmale	female
1.138956405	meanmale	female
1.826484775	meanmale	female
3.552760446	meanmale	female
1.933741739	meanmale	female
-0.726910854	meanmale	female
0.447340704	meanmale	female
2.280069558	meanmale	female
2.984698494	meanmale	female
0.511943998	meanmale	female
-0.492933261	meanmale	female
4.355967344	meanmale	female
3.159685507	meanmale	female
1.681014304	meanmale	female
2.67051026	meanmale	female
2.466761536	meanmale	female
3.537621311	meanmale	female
1.70306493	meanmale	female
3.791324746	meanmale	female
0.870271655	meanmale	female
1.08650212	meanmale	female
3.447701305	meanmale	female
3.152835808	meanmale	female
1.217712458	meanmale	female
1.029480646	meanmale	female
3.476877822	meanmale	female
2.89682976	meanmale	female
5.558725308	meanmale	female
-0.545417086	meanmale	female
2.920262276	meanmale	female
3.369220586	meanmale	female
0.63946023	meanmale	female
2.755728509	meanmale	female
1.500373859	meanmale	female
3.993342742	meanmale	female
-0.235240979	meanmale	female
2.952510227	meanmale	female
3.308137427	meanmale	female
2.667084195	meanmale	female
5.207290722	meanmale	female
1.691462736	meanmale	female
5.464701161	meanmale	female
2.872741114	meanmale	female
5.349058157	meanmale	female
0.910055635	meanmale	female
2.467144235	meanmale	female
3.679603589	meanmale	female
4.472824909	meanmale	female
1.710603817	meanmale	female
4.753565581	meanmale	female
4.793720697	meanmale	female
2.902351084	meanmale	female
2.769911365	meanmale	female
2.570008246	meanmale	female
1.380248009	meanmale	female
2.82172153	meanmale	female
2.969979538	meanmale	female
3.043552239	meanmale	female
-1.029660166	meanmale	female
6.62673123	meanmale	female
2.888865833	meanmale	female
5.310392649	meanmale	female
3.564981951	meanmale	female
0.270042995	meanmale	female
1.161361989	meanmale	female
3.816962186	meanmale	female
-2.74516154	meanmale	female
-0.299138173	meanmale	female
1.805271177	meanmale	female
6.047462885	meanmale	female
2.304209958	meanmale	female
3.012577483	meanmale	female
2.425693484	meanmale	female
3.984116663	meanmale	female
1.028374589	meanmale	female
2.880063445	meanmale	female
0.463717875	meanmale	female
1.792354384	meanmale	female
3.249298154	meanmale	female
0.495383245	meanmale	female
1.299395497	meanmale	female
4.871697707	meanmale	female
1.747870235	meanmale	female
0.399251974	meanmale	female
3.838347045	meanmale	female
3.132347071	meanmale	female
2.961962292	meanmale	female
1.960745059	meanmale	female
6.454254572	meanmale	female
0.066458295	meanmale	female
-0.271059848	meanmale	female
3.9586598	meanmale	female
3.38621917	meanmale	female
2.306287257	meanmale	female
1.150544439	meanmale	female
5.085122628	meanmale	female
0.779073258	meanmale	female
1.962912152	meanmale	female
5.297834666	meanmale	female
0.968621336	meanmale	female
1.338537611	meanmale	female
5.63897417	meanmale	female
0.285703877	meanmale	female
2.032018569	meanmale	female
3.132951013	meanmale	female
-1.079457752	meanmale	female
3.15944257	meanmale	female
4.912150539	meanmale	female
-0.700923788	meanmale	female
3.033680569	meanmale	female
4.921227012	meanmale	female
-0.624515036	meanmale	female
6.732895945	meanmale	female
0.94355267	meanmale	female
3.751683692	meanmale	female
1.929176391	meanmale	female
5.215641128	meanmale	female
3.389048709	meanmale	female
0.882801872	meanmale	female
4.262766982	meanmale	female
3.3889536	meanmale	female
2.311268557	meanmale	female
-1.409002009	meanmale	female
4.026092088	meanmale	female
2.555441773	meanmale	female
6.215657977	meanmale	female
5.485445206	meanmale	female
1.600689913	meanmale	female
-0.815361216	meanmale	female
1.153006311	meanmale	female
2.88118735	meanmale	female
3.712128832	meanmale	female
3.902988518	meanmale	female
1.443983369	meanmale	female
0.630423323	meanmale	female
4.908257385	meanmale	female
2.970150018	meanmale	female
5.9168336	meanmale	female
3.102612583	meanmale	female
3.530398959	meanmale	female
3.85563498	meanmale	female
-0.547478306	meanmale	female
2.530934653	meanmale	female
4.276053873	meanmale	female
3.584453491	meanmale	female
4.549926843	meanmale	female
2.950447413	meanmale	female
-0.067748809	meanmale	female
0.275666317	meanmale	female
1.49211392	meanmale	female
1.734747927	meanmale	female
-0.003810035	meanmale	female
3.942362079	meanmale	female
3.742428382	meanmale	female
2.8951275	meanmale	female
6.130097743	meanmale	female
2.212820802	meanmale	female
2.908921352	meanmale	female
2.593358176	meanmale	female
2.765095914	meanmale	female
3.428333203	meanmale	female
0.425853312	meanmale	female
2.23596002	meanmale	female
2.719190088	meanmale	female
2.527136034	meanmale	female
2.875707501	meanmale	female
4.210062765	meanmale	female
3.650665785	meanmale	female
3.529887868	meanmale	female
5.060777719	meanmale	female
2.048008992	meanmale	female
2.557867804	meanmale	female
0.451737873	meanmale	female
0.772586187	meanmale	female
4.070669602	meanmale	female
3.543856195	meanmale	female
1.990058425	meanmale	female
-0.476619441	meanmale	female
3.895586095	meanmale	female
2.411647718	meanmale	female
-0.882691383	meanmale	female
3.135203095	meanmale	female
2.880065448	meanmale	female
5.011343345	meanmale	female
1.893808851	meanmale	female
-3.566257571	meanmale	female
-0.703250126	meanmale	female
3.06809417	meanmale	female
0.467708226	meanmale	female
1.495781342	meanmale	female
4.787078585	meanmale	female
2.536395167	meanmale	female
5.873461172	meanmale	female
4.081559648	meanmale	female
2.011324333	meanmale	female
3.200173884	meanmale	female
0.921853112	meanmale	female
4.080148921	meanmale	female
5.5786813	meanmale	female
3.359663389	meanmale	female
4.40594889	meanmale	female
2.503147789	meanmale	female
2.788301027	meanmale	female
3.24519195	meanmale	female
0.290017842	meanmale	female
3.407838476	meanmale	female
1.159586997	meanmale	female
3.475015021	meanmale	female
-0.704431442	meanmale	female
2.87561854	meanmale	female
0.231508698	meanmale	female
3.141971443	meanmale	female
3.440044443	meanmale	female
0.630713037	meanmale	female
0.164599442	meanmale	female
3.149716043	meanmale	female
2.182261876	meanmale	female
1.110527982	meanmale	female
1.907316505	meanmale	female
-1.736393247	meanmale	female
4.394588929	meanmale	female
3.096189629	meanmale	female
3.007801549	meanmale	female
2.655246601	meanmale	female
3.343325503	meanmale	female
2.536891181	meanmale	female
4.161795398	meanmale	female
3.343606359	meanmale	female
-0.284447535	meanmale	female
5.010719946	meanmale	female
-2.742071293	meanmale	female
1.252406296	meanmale	female
2.514324557	meanmale	female
2.564080099	meanmale	female
1.422200114	meanmale	female
4.147296536	meanmale	female
2.896124575	meanmale	female
3.418154375	meanmale	female
4.382891249	meanmale	female
4.424428631	meanmale	female
4.709141258	meanmale	female
2.871932022	meanmale	female
-2.001470494	meanmale	female
1.548151715	meanmale	female
1.8129527	meanmale	female
1.032139983	meanmale	female
4.515880873	meanmale	female
-0.115887395	meanmale	female
-1.625281698	meanmale	female
0.696493543	meanmale	female
3.148281513	meanmale	female
-0.115047407	meanmale	female
3.022129197	meanmale	female
1.51641449	meanmale	female
1.60155504	meanmale	female
2.987780608	meanmale	female
0.851546531	meanmale	female
5.218428518	meanmale	female
1.706842744	meanmale	female
1.608431054	meanmale	female
4.777302208	meanmale	female
5.249037203	meanmale	female
4.649831348	meanmale	female
3.565940362	meanmale	female
-0.590569987	meanmale	female
0.067833867	meanmale	female
2.312316593	meanmale	female
3.121728386	meanmale	female
-0.78280334	meanmale	female
5.456073198	meanmale	female
2.933436293	meanmale	female
0.799603061	meanmale	female
1.051376669	meanmale	female
0.14691852	meanmale	female
2.067926899	meanmale	female
2.748040475	meanmale	female
1.632226942	meanmale	female
0.85863722	meanmale	female
-0.775717444	meanmale	female
4.444713271	meanmale	female
2.728561219	meanmale	female
6.339500104	meanmale	female
-0.722061424	meanmale	female
3.727972075	meanmale	female
1.849151599	meanmale	female
0.517554683	meanmale	female
-0.356127059	meanmale	female
3.744324934	meanmale	female
3.528054437	meanmale	female
3.402304603	meanmale	female
3.813179233	meanmale	female
2.707195718	meanmale	female
2.334654191	meanmale	female
-0.474952092	meanmale	female
2.504919571	meanmale	female
3.960104857	meanmale	female
3.599761336	meanmale	female
5.810834795	meanmale	female
4.52564863	meanmale	female
-1.311127037	meanmale	female
0.796150306	meanmale	female
0.56939357	meanmale	female
4.702909534	meanmale	female
5.129170126	meanmale	female
8.097684597	meanmale	female
3.937802997	meanmale	female
-0.679835654	meanmale	female
2.399294113	meanmale	female
2.915440885	meanmale	female
-1.984968087	meanmale	female
4.098296375	meanmale	female
0.570350797	meanmale	female
3.162601346	meanmale	female
5.460562672	meanmale	female
2.536617577	meanmale	female
4.559553078	meanmale	female
4.216496045	meanmale	female
0.887463807	meanmale	female
2.159655597	meanmale	female
3.375711118	meanmale	female
-0.961922563	meanmale	female
0.392211986	meanmale	female
5.466192352	meanmale	female
3.113968629	meanmale	female
3.57691436	meanmale	female
1.286748996	meanmale	female
2.695755055	meanmale	female
3.030208107	meanmale	female
5.795668883	meanmale	female
3.614939914	meanmale	female
-0.130369255	meanmale	female
1.63920897	meanmale	female
2.313571145	meanmale	female
1.239195922	meanmale	female
4.61389072	meanmale	female
3.191773622	meanmale	female
0.399738994	meanmale	female
3.417878241	meanmale	female
1.405753673	meanmale	female
-0.15193185	meanmale	female
1.718741534	meanmale	female
5.253538083	meanmale	female
3.037021435	meanmale	female
0.396706647	meanmale	female
3.658080192	meanmale	female
4.734044896	meanmale	female
3.438293913	meanmale	female
3.297613568	meanmale	female
0.717443173	meanmale	female
3.692675545	meanmale	female
3.965251764	meanmale	female
0.940357559	meanmale	female
4.935980525	meanmale	female
-0.123249642	meanmale	female
5.803642898	meanmale	female
0.736124001	meanmale	female
2.263225661	meanmale	female
0.662718688	meanmale	female
-0.848269316	meanmale	female
4.060434231	meanmale	female
6.647377932	meanmale	female
-0.572909854	meanmale	female
4.921623	meanmale	female
0.761183003	meanmale	female
2.200775251	meanmale	female
1.301532786	meanmale	female
-0.307179167	meanmale	female
-0.813457959	meanmale	female
1.100291343	meanmale	female
1.456765131	meanmale	female
3.236987194	meanmale	female
2.043044877	meanmale	female
4.184992291	meanmale	female
4.431337664	meanmale	female
4.424519724	meanmale	female
3.115054263	meanmale	female
2.700645628	meanmale	female
3.539306605	meanmale	female
2.687542079	meanmale	female
1.834848276	meanmale	female
4.765540423	meanmale	female
1.161116709	meanmale	female
1.728353682	meanmale	female
0.097425718	meanmale	female
-0.264152189	meanmale	female
4.704648412	meanmale	female
2.41098979	meanmale	female
2.681021172	meanmale	female
1.603941354	meanmale	female
3.891216409	meanmale	female
0.407609997	meanmale	female
0.394659588	meanmale	female
1.350797961	meanmale	female
4.159588231	meanmale	female
2.281537019	meanmale	female
3.231293235	meanmale	female
2.485758594	meanmale	female
3.656071985	meanmale	female
3.216583832	meanmale	female
5.466974177	meanmale	female
4.846250074	meanmale	female
-0.321095697	meanmale	female
3.039582039	meanmale	female
3.698235889	meanmale	female
4.535211365	meanmale	female
-1.177651405	meanmale	female
5.324166999	meanmale	female
4.51607727	meanmale	female
0.295416751	meanmale	female
-0.329360193	meanmale	female
1.977386579	meanmale	female
1.954267439	meanmale	female
1.145096159	meanmale	female
3.423843112	meanmale	female
2.164814066	meanmale	female
3.699815175	meanmale	female
3.684378161	meanmale	female
-2.32176458	meanmale	female
2.593471149	meanmale	female
7.586960667	meanmale	female
1.981221326	meanmale	female
4.064307983	meanmale	female
4.312363025	meanmale	female
1.022577546	meanmale	female
-0.532965082	meanmale	female
1.99427677	meanmale	female
1.723987025	meanmale	female
3.939778987	meanmale	female
-0.812739672	meanmale	female
2.080299887	meanmale	female
0.315712292	meanmale	female
6.956064458	meanmale	female
1.9307528	meanmale	female
4.472082905	meanmale	female
4.753146645	meanmale	female
4.412111507	meanmale	female
1.956967826	meanmale	female
1.66822203	meanmale	female
-0.493488976	meanmale	female
3.576721262	meanmale	female
3.862321789	meanmale	female
-0.360411628	meanmale	female
2.221535934	meanmale	female
4.625194804	meanmale	female
3.482051074	meanmale	female
1.120312261	meanmale	female
0.675158732	meanmale	female
4.46735264	meanmale	female
1.317373727	meanmale	female
1.992703396	meanmale	female
2.385199983	meanmale	female
-0.641553371	meanmale	female
1.279967887	meanmale	female
-0.954775504	meanmale	female
2.887993336	meanmale	female
4.044877997	meanmale	female
3.159769814	meanmale	female
3.727403586	meanmale	female
4.656538295	meanmale	female
3.449204127	meanmale	female
2.692523683	meanmale	female
