gid	log2RPKM	sex	bias
TRINITY_DN130566_c8_g1_i1	2.48933281	meanmale	unbias
TRINITY_DN130567_c5_g1_i7	3.186986385	meanmale	unbias
TRINITY_DN130567_c6_g3_i1	4.697714474	meanmale	unbias
TRINITY_DN130569_c0_g1_i1	4.827085181	meanmale	unbias
TRINITY_DN130569_c0_g2_i1	9.609096503	meanmale	unbias
TRINITY_DN130570_c1_g1_i1	4.058824785	meanmale	unbias
TRINITY_DN130570_c8_g1_i2	1.733320932	meanmale	unbias
TRINITY_DN130572_c0_g1_i7	-0.237379179	meanmale	unbias
TRINITY_DN130572_c1_g2_i2	8.408260713	meanmale	unbias
TRINITY_DN130573_c9_g2_i1	6.819117624	meanmale	unbias
TRINITY_DN130574_c0_g5_i2	2.600312923	meanmale	unbias
TRINITY_DN130575_c0_g2_i1	2.251480956	meanmale	unbias
TRINITY_DN130576_c1_g3_i2	2.045654687	meanmale	unbias
TRINITY_DN130576_c1_g4_i1	2.752992229	meanmale	unbias
TRINITY_DN130576_c1_g7_i1	2.185989765	meanmale	unbias
TRINITY_DN130580_c2_g7_i4	4.759714717	meanmale	unbias
TRINITY_DN130581_c0_g1_i2	0.839857115	meanmale	unbias
TRINITY_DN130582_c0_g3_i1	2.676770322	meanmale	unbias
TRINITY_DN130584_c1_g3_i5	11.54370808	meanmale	unbias
TRINITY_DN130585_c2_g3_i6	0.084029713	meanmale	unbias
TRINITY_DN130586_c6_g1_i1	3.02431826	meanmale	unbias
TRINITY_DN130587_c0_g1_i1	3.231169502	meanmale	unbias
TRINITY_DN130588_c2_g4_i1	2.473798269	meanmale	unbias
TRINITY_DN130589_c3_g1_i4	5.092204318	meanmale	unbias
TRINITY_DN130589_c4_g2_i1	8.67999873	meanmale	unbias
TRINITY_DN130589_c4_g4_i5	8.686452815	meanmale	unbias
TRINITY_DN130591_c1_g1_i1	-0.055627551	meanmale	unbias
TRINITY_DN130591_c1_g2_i1	2.294741479	meanmale	unbias
TRINITY_DN130591_c1_g4_i2	7.168892039	meanmale	unbias
TRINITY_DN130591_c1_g5_i2	5.375755427	meanmale	unbias
TRINITY_DN130591_c1_g6_i2	4.229125787	meanmale	unbias
TRINITY_DN130591_c2_g1_i1	2.692579481	meanmale	unbias
TRINITY_DN130592_c2_g2_i4	2.295805363	meanmale	unbias
TRINITY_DN130593_c0_g2_i5	3.606251742	meanmale	unbias
TRINITY_DN130595_c2_g1_i1	3.669453068	meanmale	unbias
TRINITY_DN130596_c1_g1_i1	0.660038531	meanmale	unbias
TRINITY_DN130596_c2_g1_i5	2.172423267	meanmale	unbias
TRINITY_DN130596_c3_g3_i1	4.047500682	meanmale	unbias
TRINITY_DN130597_c4_g2_i1	4.78776835	meanmale	unbias
TRINITY_DN130597_c4_g3_i1	2.412308353	meanmale	unbias
TRINITY_DN130597_c4_g5_i1	2.284243192	meanmale	unbias
TRINITY_DN130597_c4_g6_i7	4.637812844	meanmale	unbias
TRINITY_DN130600_c2_g1_i2	1.629809369	meanmale	unbias
TRINITY_DN130603_c0_g2_i4	2.406849733	meanmale	unbias
TRINITY_DN130604_c5_g2_i1	3.495343604	meanmale	unbias
TRINITY_DN130604_c5_g5_i1	3.969532106	meanmale	unbias
TRINITY_DN130605_c0_g1_i4	0.196399973	meanmale	unbias
TRINITY_DN130607_c2_g1_i1	4.694110717	meanmale	unbias
TRINITY_DN130608_c5_g1_i1	5.421630057	meanmale	unbias
TRINITY_DN130608_c5_g6_i1	4.646071184	meanmale	unbias
TRINITY_DN130609_c0_g1_i2	2.620892757	meanmale	unbias
TRINITY_DN130610_c2_g2_i3	1.984156918	meanmale	unbias
TRINITY_DN130612_c1_g4_i2	2.455382532	meanmale	unbias
TRINITY_DN130614_c1_g1_i1	4.906152912	meanmale	unbias
TRINITY_DN130614_c2_g1_i1	2.861158181	meanmale	unbias
TRINITY_DN130614_c2_g2_i2	2.69743041	meanmale	unbias
TRINITY_DN130615_c4_g1_i2	2.378401841	meanmale	unbias
TRINITY_DN130615_c6_g1_i2	4.530047484	meanmale	unbias
TRINITY_DN130616_c1_g1_i3	1.462010942	meanmale	unbias
TRINITY_DN130618_c0_g1_i10	6.060142093	meanmale	unbias
TRINITY_DN130619_c2_g1_i1	4.116346241	meanmale	unbias
TRINITY_DN130619_c2_g4_i3	2.773982759	meanmale	unbias
TRINITY_DN130620_c0_g2_i1	4.5500485	meanmale	unbias
TRINITY_DN130620_c0_g3_i2	4.572673642	meanmale	unbias
TRINITY_DN130621_c0_g1_i1	2.757998438	meanmale	unbias
TRINITY_DN130624_c1_g2_i4	3.052046129	meanmale	unbias
TRINITY_DN130625_c0_g1_i2	1.828172	meanmale	unbias
TRINITY_DN130625_c1_g1_i2	4.005175092	meanmale	unbias
TRINITY_DN130625_c2_g1_i3	3.225409258	meanmale	unbias
TRINITY_DN130625_c3_g1_i1	3.128475738	meanmale	unbias
TRINITY_DN130625_c3_g2_i13	4.085151906	meanmale	unbias
TRINITY_DN130626_c2_g1_i3	2.40226602	meanmale	unbias
TRINITY_DN130626_c2_g4_i4	3.233775891	meanmale	unbias
TRINITY_DN130627_c3_g1_i1	6.234382139	meanmale	unbias
TRINITY_DN130627_c3_g3_i1	4.65525199	meanmale	unbias
TRINITY_DN130631_c0_g1_i1	3.212414582	meanmale	unbias
TRINITY_DN130632_c1_g2_i1	1.026504499	meanmale	unbias
TRINITY_DN130633_c1_g2_i1	0.556098358	meanmale	unbias
TRINITY_DN130633_c3_g2_i2	9.313341308	meanmale	unbias
TRINITY_DN130634_c15_g1_i7	2.859056612	meanmale	unbias
TRINITY_DN130634_c6_g2_i1	0.966557631	meanmale	unbias
TRINITY_DN130635_c0_g1_i10	3.806050861	meanmale	unbias
TRINITY_DN130636_c12_g2_i1	1.369856335	meanmale	unbias
TRINITY_DN130637_c0_g1_i4	2.575012113	meanmale	unbias
TRINITY_DN130638_c2_g2_i5	4.199884635	meanmale	unbias
TRINITY_DN130639_c0_g2_i4	7.042622716	meanmale	unbias
TRINITY_DN130640_c0_g1_i2	2.577326817	meanmale	unbias
TRINITY_DN130640_c0_g2_i8	3.390827159	meanmale	unbias
TRINITY_DN130642_c0_g1_i1	0.768220383	meanmale	unbias
TRINITY_DN130642_c0_g2_i1	0.724264049	meanmale	unbias
TRINITY_DN130642_c1_g2_i1	1.075693486	meanmale	unbias
TRINITY_DN130642_c2_g1_i1	2.186901945	meanmale	unbias
TRINITY_DN130642_c2_g4_i1	2.093575901	meanmale	unbias
TRINITY_DN130642_c3_g3_i5	2.700616097	meanmale	unbias
TRINITY_DN130643_c1_g6_i1	3.709434366	meanmale	unbias
TRINITY_DN130644_c1_g1_i1	-0.385086477	meanmale	unbias
TRINITY_DN130645_c7_g1_i1	6.718654981	meanmale	unbias
TRINITY_DN130646_c2_g1_i2	4.316893338	meanmale	unbias
TRINITY_DN130646_c3_g1_i2	4.082870714	meanmale	unbias
TRINITY_DN130646_c3_g3_i1	4.702196935	meanmale	unbias
TRINITY_DN130647_c0_g3_i6	2.533742101	meanmale	unbias
TRINITY_DN130648_c3_g1_i1	1.768030252	meanmale	unbias
TRINITY_DN130648_c3_g2_i1	4.108218765	meanmale	unbias
TRINITY_DN130648_c3_g3_i1	4.282062932	meanmale	unbias
TRINITY_DN130649_c0_g2_i4	0.870877621	meanmale	unbias
TRINITY_DN130650_c1_g1_i3	2.533582196	meanmale	unbias
TRINITY_DN130651_c1_g2_i1	2.430375236	meanmale	unbias
TRINITY_DN130651_c2_g2_i1	1.992993216	meanmale	unbias
TRINITY_DN130651_c2_g5_i4	1.256347899	meanmale	unbias
TRINITY_DN130652_c0_g1_i2	3.822171744	meanmale	unbias
TRINITY_DN130652_c1_g1_i4	3.903688976	meanmale	unbias
TRINITY_DN130653_c2_g3_i2	4.060507408	meanmale	unbias
TRINITY_DN130654_c0_g3_i2	3.329894138	meanmale	unbias
TRINITY_DN130656_c3_g2_i12	4.026152516	meanmale	unbias
TRINITY_DN130659_c6_g7_i1	1.213518066	meanmale	unbias
TRINITY_DN130660_c2_g1_i1	1.094210914	meanmale	unbias
TRINITY_DN130660_c2_g2_i2	1.930039672	meanmale	unbias
TRINITY_DN130660_c3_g1_i1	3.310887527	meanmale	unbias
TRINITY_DN130661_c0_g1_i3	4.85439276	meanmale	unbias
TRINITY_DN130662_c0_g1_i1	2.205680926	meanmale	unbias
TRINITY_DN130664_c0_g5_i3	4.65431491	meanmale	unbias
TRINITY_DN130664_c0_g9_i3	5.19356683	meanmale	unbias
TRINITY_DN130665_c1_g5_i3	-0.605501434	meanmale	unbias
TRINITY_DN130665_c2_g1_i1	2.78126075	meanmale	unbias
TRINITY_DN130667_c0_g1_i5	2.451317852	meanmale	unbias
TRINITY_DN130667_c0_g2_i1	2.20995842	meanmale	unbias
TRINITY_DN130668_c0_g1_i1	3.350030771	meanmale	unbias
TRINITY_DN130669_c1_g2_i1	3.127248886	meanmale	unbias
TRINITY_DN130670_c0_g1_i1	5.751346764	meanmale	unbias
TRINITY_DN130671_c3_g1_i1	3.815389209	meanmale	unbias
TRINITY_DN130671_c3_g2_i4	4.820472314	meanmale	unbias
TRINITY_DN130672_c2_g2_i1	4.902465984	meanmale	unbias
TRINITY_DN130672_c2_g3_i5	1.496974164	meanmale	unbias
TRINITY_DN130673_c10_g2_i1	2.805233924	meanmale	unbias
TRINITY_DN130673_c6_g1_i1	0.960793477	meanmale	unbias
TRINITY_DN130674_c6_g1_i4	-0.582474519	meanmale	unbias
TRINITY_DN130677_c0_g1_i1	6.066257904	meanmale	unbias
TRINITY_DN130677_c1_g1_i2	2.939414442	meanmale	unbias
TRINITY_DN130677_c4_g1_i1	1.934617365	meanmale	unbias
TRINITY_DN130677_c5_g1_i3	1.773954639	meanmale	unbias
TRINITY_DN130678_c2_g2_i3	4.255760908	meanmale	unbias
TRINITY_DN130681_c5_g1_i1	1.3976623	meanmale	unbias
TRINITY_DN130682_c0_g1_i4	3.266709238	meanmale	unbias
TRINITY_DN130683_c3_g1_i1	2.476622649	meanmale	unbias
TRINITY_DN130685_c5_g2_i2	3.111440475	meanmale	unbias
TRINITY_DN130685_c6_g8_i1	1.417958164	meanmale	unbias
TRINITY_DN130688_c0_g1_i3	-0.39616412	meanmale	unbias
TRINITY_DN130690_c4_g4_i3	2.62398403	meanmale	unbias
TRINITY_DN130691_c1_g2_i1	4.822521769	meanmale	unbias
TRINITY_DN130695_c1_g1_i1	3.121692599	meanmale	unbias
TRINITY_DN130696_c0_g1_i2	4.501716034	meanmale	unbias
TRINITY_DN130697_c2_g2_i7	4.036358193	meanmale	unbias
TRINITY_DN130698_c0_g1_i2	3.12641082	meanmale	unbias
TRINITY_DN130699_c6_g2_i2	3.896753431	meanmale	unbias
TRINITY_DN130699_c7_g1_i2	4.636918354	meanmale	unbias
TRINITY_DN130700_c2_g1_i1	1.921074167	meanmale	unbias
TRINITY_DN130702_c10_g3_i1	2.215441786	meanmale	unbias
TRINITY_DN130702_c10_g5_i1	1.966438889	meanmale	unbias
TRINITY_DN130703_c0_g1_i1	2.245886787	meanmale	unbias
TRINITY_DN130704_c4_g1_i1	-0.216322441	meanmale	unbias
TRINITY_DN130706_c0_g1_i1	1.59497778	meanmale	unbias
TRINITY_DN130707_c3_g6_i1	6.756392631	meanmale	unbias
TRINITY_DN130708_c0_g1_i1	2.784260563	meanmale	unbias
TRINITY_DN130708_c1_g2_i5	4.712394632	meanmale	unbias
TRINITY_DN130709_c0_g1_i3	4.87660253	meanmale	unbias
TRINITY_DN130709_c1_g1_i1	2.449855894	meanmale	unbias
TRINITY_DN130709_c2_g1_i1	1.31038789	meanmale	unbias
TRINITY_DN130710_c0_g1_i2	4.802693791	meanmale	unbias
TRINITY_DN130711_c1_g2_i3	2.712429751	meanmale	unbias
TRINITY_DN130711_c1_g3_i1	3.04668041	meanmale	unbias
TRINITY_DN130712_c0_g1_i7	5.17807066	meanmale	unbias
TRINITY_DN130713_c0_g3_i3	1.418905429	meanmale	unbias
TRINITY_DN130714_c0_g1_i1	3.381459418	meanmale	unbias
TRINITY_DN130716_c0_g8_i1	3.352384151	meanmale	unbias
TRINITY_DN130718_c6_g2_i5	0.853779432	meanmale	unbias
TRINITY_DN130721_c1_g2_i1	9.350885476	meanmale	unbias
TRINITY_DN130723_c0_g2_i2	3.120695356	meanmale	unbias
TRINITY_DN130723_c0_g3_i3	3.531413474	meanmale	unbias
TRINITY_DN130723_c0_g4_i1	3.847422701	meanmale	unbias
TRINITY_DN130725_c1_g4_i1	1.772416666	meanmale	unbias
TRINITY_DN130725_c2_g1_i6	2.991411669	meanmale	unbias
TRINITY_DN130725_c2_g4_i1	2.791221895	meanmale	unbias
TRINITY_DN130726_c0_g1_i1	-1.753770764	meanmale	unbias
TRINITY_DN130727_c0_g9_i2	4.671495598	meanmale	unbias
TRINITY_DN130727_c1_g1_i1	0.743604548	meanmale	unbias
TRINITY_DN130728_c1_g1_i2	3.810285238	meanmale	unbias
TRINITY_DN130728_c2_g2_i1	1.817622943	meanmale	unbias
TRINITY_DN130728_c2_g4_i7	2.269379937	meanmale	unbias
TRINITY_DN130729_c0_g2_i1	4.2680728	meanmale	unbias
TRINITY_DN130730_c9_g1_i3	2.470742345	meanmale	unbias
TRINITY_DN130731_c1_g1_i1	3.542973444	meanmale	unbias
TRINITY_DN130732_c3_g1_i5	4.256107571	meanmale	unbias
TRINITY_DN130733_c2_g6_i1	1.138264302	meanmale	unbias
TRINITY_DN130733_c3_g2_i5	4.473907369	meanmale	unbias
TRINITY_DN130733_c3_g4_i1	2.070101992	meanmale	unbias
TRINITY_DN130734_c0_g1_i1	3.603372695	meanmale	unbias
TRINITY_DN130734_c4_g1_i2	4.211589081	meanmale	unbias
TRINITY_DN130734_c5_g1_i1	-0.195772718	meanmale	unbias
TRINITY_DN130734_c5_g3_i1	3.960851668	meanmale	unbias
TRINITY_DN130735_c0_g1_i2	1.897670177	meanmale	unbias
TRINITY_DN130737_c0_g1_i3	5.512550991	meanmale	unbias
TRINITY_DN130738_c0_g1_i10	5.17272936	meanmale	unbias
TRINITY_DN130744_c6_g1_i1	4.14770299	meanmale	unbias
TRINITY_DN130744_c6_g2_i2	4.279019862	meanmale	unbias
TRINITY_DN130745_c0_g1_i2	3.961649502	meanmale	unbias
TRINITY_DN130745_c0_g2_i1	2.400316128	meanmale	unbias
TRINITY_DN130745_c1_g2_i1	2.004184464	meanmale	unbias
TRINITY_DN130746_c0_g1_i3	3.215225436	meanmale	unbias
TRINITY_DN130750_c2_g3_i1	3.049318218	meanmale	unbias
TRINITY_DN130750_c2_g4_i1	2.972464054	meanmale	unbias
TRINITY_DN130751_c0_g1_i1	4.293702748	meanmale	unbias
TRINITY_DN130751_c0_g4_i5	4.331081155	meanmale	unbias
TRINITY_DN130751_c1_g1_i1	1.781522664	meanmale	unbias
TRINITY_DN130751_c1_g2_i1	1.715167973	meanmale	unbias
TRINITY_DN130751_c1_g3_i8	2.556610794	meanmale	unbias
TRINITY_DN130752_c0_g1_i1	3.839496551	meanmale	unbias
TRINITY_DN130752_c0_g2_i9	4.853045823	meanmale	unbias
TRINITY_DN130752_c0_g4_i2	2.734067043	meanmale	unbias
TRINITY_DN130753_c0_g2_i1	2.509622596	meanmale	unbias
TRINITY_DN130754_c0_g3_i8	3.932360369	meanmale	unbias
TRINITY_DN130755_c0_g2_i1	3.53192743	meanmale	unbias
TRINITY_DN130755_c1_g3_i4	0.666149538	meanmale	unbias
TRINITY_DN130756_c3_g1_i2	2.011453684	meanmale	unbias
TRINITY_DN130757_c2_g3_i4	3.984775043	meanmale	unbias
TRINITY_DN130759_c0_g1_i7	9.721274179	meanmale	unbias
TRINITY_DN130760_c1_g1_i1	4.098194581	meanmale	unbias
TRINITY_DN130761_c6_g3_i1	4.127050066	meanmale	unbias
TRINITY_DN130762_c4_g2_i2	3.630057328	meanmale	unbias
TRINITY_DN130763_c0_g1_i1	4.188158323	meanmale	unbias
TRINITY_DN130763_c0_g2_i1	3.588767851	meanmale	unbias
TRINITY_DN130764_c1_g1_i1	2.314970689	meanmale	unbias
TRINITY_DN130764_c2_g2_i4	5.60152848	meanmale	unbias
TRINITY_DN130764_c3_g2_i4	1.142959265	meanmale	unbias
TRINITY_DN130765_c4_g1_i2	1.700751316	meanmale	unbias
TRINITY_DN130765_c5_g1_i1	5.02575001	meanmale	unbias
TRINITY_DN130765_c6_g10_i1	4.895444467	meanmale	unbias
TRINITY_DN130766_c0_g1_i1	1.619464955	meanmale	unbias
TRINITY_DN130767_c0_g1_i1	3.623617266	meanmale	unbias
TRINITY_DN130769_c2_g1_i1	1.295957507	meanmale	unbias
TRINITY_DN130769_c2_g4_i6	4.614780237	meanmale	unbias
TRINITY_DN130769_c3_g1_i2	3.032163677	meanmale	unbias
TRINITY_DN130770_c0_g1_i2	2.605466218	meanmale	unbias
TRINITY_DN130770_c0_g2_i2	2.328194363	meanmale	unbias
TRINITY_DN130770_c1_g1_i2	1.935811106	meanmale	unbias
TRINITY_DN130772_c0_g1_i6	4.449914717	meanmale	unbias
TRINITY_DN130772_c0_g4_i11	4.583519037	meanmale	unbias
TRINITY_DN130773_c2_g1_i1	2.013904259	meanmale	unbias
TRINITY_DN130773_c2_g3_i1	1.032499668	meanmale	unbias
TRINITY_DN130774_c0_g1_i1	2.850345152	meanmale	unbias
TRINITY_DN130775_c0_g1_i4	1.867106973	meanmale	unbias
TRINITY_DN130776_c1_g1_i1	3.365302053	meanmale	unbias
TRINITY_DN130776_c2_g1_i3	4.59806275	meanmale	unbias
TRINITY_DN130777_c3_g1_i1	-0.824511981	meanmale	unbias
TRINITY_DN130777_c4_g10_i1	1.062794137	meanmale	unbias
TRINITY_DN130777_c4_g7_i1	1.386510878	meanmale	unbias
TRINITY_DN130777_c4_g9_i3	4.021085186	meanmale	unbias
TRINITY_DN130778_c0_g1_i1	3.569060642	meanmale	unbias
TRINITY_DN130779_c3_g1_i1	2.488676314	meanmale	unbias
TRINITY_DN130779_c3_g6_i2	1.734595383	meanmale	unbias
TRINITY_DN130781_c3_g1_i1	5.350440807	meanmale	unbias
TRINITY_DN130781_c6_g1_i1	1.960809329	meanmale	unbias
TRINITY_DN130783_c0_g1_i2	0.401736217	meanmale	unbias
TRINITY_DN130784_c3_g1_i5	0.013701521	meanmale	unbias
TRINITY_DN130785_c3_g2_i1	2.713719361	meanmale	unbias
TRINITY_DN130787_c1_g1_i1	5.68298661	meanmale	unbias
TRINITY_DN130788_c6_g1_i1	2.210227215	meanmale	unbias
TRINITY_DN130788_c7_g2_i1	1.430246428	meanmale	unbias
TRINITY_DN130788_c7_g3_i2	2.854548084	meanmale	unbias
TRINITY_DN130789_c2_g1_i1	4.518950038	meanmale	unbias
TRINITY_DN130789_c3_g1_i1	5.864889379	meanmale	unbias
TRINITY_DN130789_c4_g1_i2	4.892009506	meanmale	unbias
TRINITY_DN130789_c5_g2_i2	4.051411441	meanmale	unbias
TRINITY_DN130790_c0_g1_i3	0.430783153	meanmale	unbias
TRINITY_DN130791_c0_g2_i1	3.539349694	meanmale	unbias
TRINITY_DN130792_c4_g1_i1	3.299434564	meanmale	unbias
TRINITY_DN130792_c4_g8_i1	2.936108685	meanmale	unbias
TRINITY_DN130792_c5_g1_i1	1.623598462	meanmale	unbias
TRINITY_DN130792_c5_g2_i3	1.788460165	meanmale	unbias
TRINITY_DN130793_c4_g3_i1	1.646931232	meanmale	unbias
TRINITY_DN130794_c4_g1_i1	2.869735716	meanmale	unbias
TRINITY_DN130794_c4_g10_i1	4.752503778	meanmale	unbias
TRINITY_DN130794_c4_g14_i1	0.592272933	meanmale	unbias
TRINITY_DN130796_c4_g2_i5	1.949463511	meanmale	unbias
TRINITY_DN130799_c0_g1_i2	3.709141743	meanmale	unbias
TRINITY_DN130799_c0_g2_i2	0.412547037	meanmale	unbias
TRINITY_DN130800_c1_g1_i1	5.178832385	meanmale	unbias
TRINITY_DN130800_c1_g3_i5	4.668129516	meanmale	unbias
TRINITY_DN130800_c1_g5_i1	2.979043364	meanmale	unbias
TRINITY_DN130800_c2_g2_i2	2.31697416	meanmale	unbias
TRINITY_DN130801_c1_g1_i2	3.13436247	meanmale	unbias
TRINITY_DN130801_c2_g1_i1	2.329750779	meanmale	unbias
TRINITY_DN130802_c0_g1_i1	1.924181791	meanmale	unbias
TRINITY_DN130804_c7_g2_i2	2.138093726	meanmale	unbias
TRINITY_DN130805_c1_g2_i2	2.058819083	meanmale	unbias
TRINITY_DN130805_c2_g4_i1	2.808306085	meanmale	unbias
TRINITY_DN130806_c0_g2_i3	3.694114766	meanmale	unbias
TRINITY_DN130807_c0_g3_i3	3.626497747	meanmale	unbias
TRINITY_DN130809_c2_g1_i3	1.638398297	meanmale	unbias
TRINITY_DN130810_c1_g1_i1	2.369345455	meanmale	unbias
TRINITY_DN130810_c6_g1_i1	4.213780856	meanmale	unbias
TRINITY_DN130813_c0_g2_i3	6.179646053	meanmale	unbias
TRINITY_DN130814_c0_g1_i4	-1.183271067	meanmale	unbias
TRINITY_DN130815_c0_g1_i1	0.74236083	meanmale	unbias
TRINITY_DN130816_c0_g1_i1	4.609147173	meanmale	unbias
TRINITY_DN130816_c2_g1_i1	2.905443582	meanmale	unbias
TRINITY_DN130816_c5_g1_i9	5.646323225	meanmale	unbias
TRINITY_DN130816_c5_g2_i1	0.390328185	meanmale	unbias
TRINITY_DN130818_c0_g1_i1	3.212021943	meanmale	unbias
TRINITY_DN130818_c2_g2_i6	6.513037872	meanmale	unbias
TRINITY_DN130820_c5_g1_i8	4.185467772	meanmale	unbias
TRINITY_DN130820_c7_g1_i3	1.895177173	meanmale	unbias
TRINITY_DN130821_c0_g1_i1	1.146607203	meanmale	unbias
TRINITY_DN130822_c0_g2_i1	4.95122327	meanmale	unbias
TRINITY_DN130822_c0_g3_i1	3.228038964	meanmale	unbias
TRINITY_DN130824_c0_g1_i1	5.424424131	meanmale	unbias
TRINITY_DN130825_c2_g2_i4	5.216773937	meanmale	unbias
TRINITY_DN130825_c2_g3_i1	4.409518395	meanmale	unbias
TRINITY_DN130825_c2_g5_i1	2.154349354	meanmale	unbias
TRINITY_DN130826_c2_g1_i1	2.804266899	meanmale	unbias
TRINITY_DN130826_c3_g1_i4	4.847443202	meanmale	unbias
TRINITY_DN130828_c1_g3_i2	-1.143986754	meanmale	unbias
TRINITY_DN130828_c1_g5_i3	0.678136849	meanmale	unbias
TRINITY_DN130829_c2_g1_i1	3.981571552	meanmale	unbias
TRINITY_DN130829_c4_g2_i3	2.942377023	meanmale	unbias
TRINITY_DN130830_c0_g1_i1	5.199411289	meanmale	unbias
TRINITY_DN130830_c0_g2_i1	0.989535311	meanmale	unbias
TRINITY_DN130830_c1_g1_i2	5.766072985	meanmale	unbias
TRINITY_DN130830_c2_g1_i1	5.583518262	meanmale	unbias
TRINITY_DN130830_c3_g1_i1	6.27693147	meanmale	unbias
TRINITY_DN130830_c3_g2_i2	5.014246629	meanmale	unbias
TRINITY_DN130830_c3_g7_i1	2.079732079	meanmale	unbias
TRINITY_DN130830_c3_g8_i2	4.821433144	meanmale	unbias
TRINITY_DN130830_c3_g9_i1	2.711197023	meanmale	unbias
TRINITY_DN130831_c0_g1_i4	-0.788215833	meanmale	unbias
TRINITY_DN130832_c0_g1_i2	1.626330691	meanmale	unbias
TRINITY_DN130833_c0_g1_i2	3.880268221	meanmale	unbias
TRINITY_DN130834_c1_g1_i1	2.152708641	meanmale	unbias
TRINITY_DN130835_c3_g2_i2	1.903887801	meanmale	unbias
TRINITY_DN130835_c4_g6_i2	1.470810917	meanmale	unbias
TRINITY_DN130837_c3_g1_i1	0.074153578	meanmale	unbias
TRINITY_DN130840_c1_g1_i1	0.939447419	meanmale	unbias
TRINITY_DN130840_c1_g6_i1	2.375638652	meanmale	unbias
TRINITY_DN130840_c1_g7_i10	1.950044456	meanmale	unbias
TRINITY_DN130844_c0_g2_i1	4.613294536	meanmale	unbias
TRINITY_DN130844_c0_g4_i1	1.311128185	meanmale	unbias
TRINITY_DN130845_c4_g1_i3	5.809688555	meanmale	unbias
TRINITY_DN130845_c5_g3_i4	5.133442648	meanmale	unbias
TRINITY_DN130845_c5_g5_i1	3.466557004	meanmale	unbias
TRINITY_DN130845_c6_g2_i2	2.98349466	meanmale	unbias
TRINITY_DN130848_c0_g1_i4	2.608671774	meanmale	unbias
TRINITY_DN130849_c0_g1_i3	2.47104204	meanmale	unbias
TRINITY_DN130849_c0_g2_i1	2.502627602	meanmale	unbias
TRINITY_DN130851_c1_g4_i1	3.790783219	meanmale	unbias
TRINITY_DN130851_c1_g5_i1	1.535794162	meanmale	unbias
TRINITY_DN130851_c2_g1_i1	1.924892274	meanmale	unbias
TRINITY_DN130851_c2_g3_i1	0.698615866	meanmale	unbias
TRINITY_DN130852_c0_g1_i1	2.922698389	meanmale	unbias
TRINITY_DN130854_c0_g3_i2	2.062340484	meanmale	unbias
TRINITY_DN130855_c0_g1_i6	2.179785779	meanmale	unbias
TRINITY_DN130856_c5_g2_i3	3.29582677	meanmale	unbias
TRINITY_DN130856_c6_g11_i1	3.740271009	meanmale	unbias
TRINITY_DN130856_c6_g5_i1	4.572246776	meanmale	unbias
TRINITY_DN130857_c0_g1_i1	4.702619435	meanmale	unbias
TRINITY_DN130857_c2_g1_i1	0.649306507	meanmale	unbias
TRINITY_DN130857_c3_g1_i1	4.846425913	meanmale	unbias
TRINITY_DN130857_c4_g1_i2	5.568996229	meanmale	unbias
TRINITY_DN130859_c0_g2_i1	1.582262782	meanmale	unbias
TRINITY_DN130859_c4_g2_i6	3.758425896	meanmale	unbias
TRINITY_DN130860_c2_g1_i3	6.18250635	meanmale	unbias
TRINITY_DN130860_c3_g1_i1	2.808750051	meanmale	unbias
TRINITY_DN130861_c0_g1_i1	1.050843577	meanmale	unbias
TRINITY_DN130862_c0_g1_i1	0.653156627	meanmale	unbias
TRINITY_DN130863_c1_g4_i2	0.490655599	meanmale	unbias
TRINITY_DN130864_c0_g1_i1	2.422906433	meanmale	unbias
TRINITY_DN130866_c2_g2_i1	3.375086995	meanmale	unbias
TRINITY_DN130867_c0_g1_i2	0.23851131	meanmale	unbias
TRINITY_DN130868_c1_g1_i1	3.290305775	meanmale	unbias
TRINITY_DN130868_c1_g2_i6	4.156740399	meanmale	unbias
TRINITY_DN130868_c1_g4_i3	3.028369864	meanmale	unbias
TRINITY_DN130869_c0_g2_i3	5.334726176	meanmale	unbias
TRINITY_DN130870_c3_g1_i2	3.463870488	meanmale	unbias
TRINITY_DN130870_c3_g2_i6	2.673381723	meanmale	unbias
TRINITY_DN130872_c7_g1_i1	4.118878008	meanmale	unbias
TRINITY_DN130872_c8_g2_i1	12.77615293	meanmale	unbias
TRINITY_DN130872_c8_g5_i1	11.74098102	meanmale	unbias
TRINITY_DN130873_c4_g1_i4	4.149895248	meanmale	unbias
TRINITY_DN130873_c5_g3_i1	2.327235296	meanmale	unbias
TRINITY_DN130873_c6_g6_i1	3.451746872	meanmale	unbias
TRINITY_DN130874_c8_g5_i4	4.556115824	meanmale	unbias
TRINITY_DN130875_c1_g10_i6	3.208617472	meanmale	unbias
TRINITY_DN130876_c2_g3_i2	5.054152312	meanmale	unbias
TRINITY_DN130876_c2_g4_i3	5.10927795	meanmale	unbias
TRINITY_DN130877_c0_g1_i1	-0.483940699	meanmale	unbias
TRINITY_DN130877_c1_g1_i3	2.653925143	meanmale	unbias
TRINITY_DN130877_c1_g2_i1	3.499677643	meanmale	unbias
TRINITY_DN130877_c1_g3_i1	4.591621436	meanmale	unbias
TRINITY_DN130877_c1_g4_i1	1.178663928	meanmale	unbias
TRINITY_DN130879_c0_g2_i2	2.765549941	meanmale	unbias
TRINITY_DN130880_c2_g1_i1	1.99268411	meanmale	unbias
